regions,tech,growthrate_seed,growthrate_seed_units,growthrate_seed_notes
TO,PUBBDGHSPNewAE______STDELC_23,1.485125697,,
TO,PUBBDGMUNNewAE______STDELC_23,2.371248494,,
TO,PUBBDGMUNNewLIFLUT5STDELC_23,75.88996058,,
TO,PUBBDGSBDOldAE______STDNGA_23,0.04585471,,
TO,PUBBDGSBDNewAE______STDELC_23,1.841382511,,
TO,PUBBDGHSPNewSHFUR___STDNGA_23,14.53240958,,
TO,PUBBDGPSIOldLIFLC___HIGELC_23,469.5843275,,
TO,PUBBDGPSINewSHFUR___STDNGA_23,19.41511068,,
TO,PUBBDGHSPOldLIFLC___HIGELC_23,312.562558,,
TO,PUBBDGSBDOldLIFLC___HIGELC_23,350.0001273,,
TO,PUBBDGMUNOldLIFLC___HIGELC_23,210.0407887,,
TO,PUBBDGPSIOldSHZTM___STDETHOS_23,3.519003647,,
TO,PUBBDGSBDNewSHFUR___STDNGA_23,24.46612533,,
TO,PUBBDGHSPNewSHFUR___HIGNGA_23,14.53240958,,
TO,PUBBDGPSIOldSHZTM___MEDETHOS_23,3.519003647,,
TO,PUBBDGMUNNewSHFUR___STDNGA_23,35.78790057,,
TO,PUBBDGPSINewSHFUR___HIGNGA_23,19.41511068,,
TO,PUBBDGPSIOldSHZTM___HIGETHOS_23,3.519003647,,
TO,PUBBDGSBDNewSHFUR___HIGNGA_23,24.46612533,,
TO,PUBBDGMUNNewSHFUR___HIGNGA_23,35.78790057,,
TO,PUBBDGPSINewSHZTM___STDETHOS_23,0.269654313,,
TO,PUBBDGPSINewSHZTM___MEDETHOS_23,0.269654313,,
TO,PUBBDGPSINewSHZTM___HIGETHOS_23,0.269654313,,
TO,PUBBDGMUNOldSCCE___ESRNGA_23,17.12869316,,
TO,PUBBDGHSPOldSCCE___ESRNGA_23,22.6732152,,
TO,PUBBDGMUNOldSHFUR___STDNGA_23,47.13910056,,
TO,PUBBDGSBDOldSCCE___ESRNGA_23,27.00000951,,
TO,PUBBDGPSINewSCCE___HIGNGA_23,5.245203456,,
TO,PUBBDGHSPNewSCCE___HIGNGA_23,5.395431638,,
TO,PUBBDGPSIOldSCCE___ESRNGA_23,31.64209564,,
TO,PUBBDGHSPOldSHFUR___STDNGA_23,59.35304259,,
TO,PUBBDGPSINewSCCE___ESRNGA_23,5.245203456,,
TO,PUBBDGHSPNewSHFUR___ESRNGA_23,14.53240958,,
TO,PUBBDGHSPNewSCCE___ESRNGA_23,5.395431638,,
TO,PUBBDGSBDOldSHFUR___STDNGA_23,75.68602654,,
TO,PUBBDGSBDOldSHZTM___STDETHOS_23,2.536565859,,
TO,PUBBDGSBDNewSCCE___HIGNGA_23,8.286595149,,
TO,PUBBDGSBDOldSHZTM___MEDETHOS_23,2.536565859,,
TO,PUBBDGSBDOldSHZTM___HIGETHOS_23,2.536565859,,
TO,PUBBDGSBDNewSCCE___ESRNGA_23,8.286595149,,
TO,PUBBDGPSIOldSHFUR___STDNGA_23,104.9999953,,
TO,PUBBDGPSINewSHFUR___ESRNGA_23,19.41511068,,
TO,PUBBDGSBDNewSHZTM___STDETHOS_23,0.339807293,,
TO,PUBBDGMUNNewSCCE___HIGNGA_23,12.74153611,,
TO,PUBBDGMUNNewSCCE___ESRNGA_23,12.74153611,,
TO,PUBBDGSBDNewSHFUR___ESRNGA_23,24.46612533,,
TO,PUBBDGSBDNewSHZTM___MEDETHOS_23,0.339807293,,
TO,PUBBDGSBDNewSHZTM___HIGETHOS_23,0.339807293,,
TO,PUBBDGMUNNewSHFUR___ESRNGA_23,35.78790057,,
TO,PUBBDGPSINewAE______STDBMA_23,1.269818547,,
TO,PUBBDGHSPNewAE______STDBMA_23,1.485125697,,
TO,PUBBDGSBDNewAE______STDBMA_23,1.841382511,,
TO,PUBBDGPSINewWHWTK___HIGNGA_23,0.982395434,,
TO,PUBBDGPSINewWHWTK___ESRNGA_23,0.982395434,,
TO,PUBBDGPSINewWHWTK___STDNGA_23,0.982395434,,
TO,PUBBDGHSPNewLIFLUT5HIGELC_23,36.30038692,,
TO,PUBBDGHSPNewWHWTK___HIGNGA_23,1.128660561,,
TO,PUBBDGHSPNewWHWTK___ESRNGA_23,1.128660561,,
TO,PUBBDGHSPNewWHWTK___STDNGA_23,1.128660561,,
TO,PUBBDGPSINewLIFLUT5HIGELC_23,40.25539407,,
TO,PUBBDGMUNOldSHFUR___ESRNGA_23,81.26353639,,
TO,PUBBDGSBDNewWHWTK___HIGNGA_23,1.316144222,,
TO,PUBBDGSBDNewWHWTK___ESRNGA_23,1.316144222,,
TO,PUBBDGSBDNewWHWTK___STDNGA_23,1.316144222,,
TO,PUBBDGSBDNewLIFLUT5HIGELC_23,53.26280964,,
TO,PUBBDGPSINewWHSYS___ESRPRO_23,0.982395434,,
TO,PUBBDGHSPOldSHFUR___ESRNGA_23,102.3192653,,
TO,PUBBDGPSINewAE______STDPRO_23,1.269818547,,
TO,PUBBDGPSINewWHSTHBCKSTDNGA_23,0.982395434,,
TO,PUBBDGPSINewWHSYS___STDBWP_23,0.982395434,,
TO,PUBBDGHSPNewWHSYS___ESRPRO_23,1.128660561,,
TO,PUBBDGHSPNewLIFLC___STDELC_23,36.30038692,,
TO,PUBBDGMUNNewWHWTK___HIGNGA_23,1.968647357,,
TO,PUBBDGMUNNewWHWTK___ESRNGA_23,1.968647357,,
TO,PUBBDGHSPNewLIFLUT8STDELC_23,36.30038692,,
TO,PUBBDGPSINewWHWTK___STDELC_23,0.982395434,,
TO,PUBBDGMUNNewWHWTK___STDNGA_23,1.968647357,,
TO,PUBBDGHSPNewAE______STDPRO_23,1.485125697,,
TO,PUBBDGPSINewLIFLC___STDELC_23,40.25539407,,
TO,PUBBDGHSPNewWHSYS___STDBWP_23,1.128660561,,
TO,PUBBDGPSINewLIFLUT8STDELC_23,40.25539407,,
TO,PUBBDGHSPNewWHSTHBCKSTDNGA_23,1.128660561,,
TO,PUBBDGMUNNewLIFLUT5HIGELC_23,75.88996058,,
TO,PUBBDGSBDNewWHSYS___ESRPRO_23,1.316144222,,
TO,PUBBDGSBDOldSHFUR___ESRNGA_23,130.4758491,,
TO,PUBBDGHSPNewWHWTK___STDELC_23,1.128660561,,
TO,PUBBDGMUNNewAE______STDBMA_23,2.371248494,,
TO,PUBBDGHSPNewSHPLT1500WSTDELC_23,14.53240958,,
TO,PUBBDGSBDNewWHSYS___STDBWP_23,1.316144222,,
TO,PUBBDGSBDNewAE______STDPRO_23,1.841382511,,
TO,PUBBDGMUNNewAE______STDPRO_23,2.371248494,,
TO,PUBBDGSBDNewLIFLUT8STDELC_23,53.26280964,,
TO,PUBBDGPSINewWHSYS___STDKER_23,0.982395434,,
TO,PUBBDGPSINewWHSYS___STDHFO_23,0.982395434,,
TO,PUBBDGPSINewWHSYS___STDLFO_23,0.982395434,,
TO,PUBBDGSBDNewWHSTHBCKSTDNGA_23,1.316144222,,
TO,PUBBDGSBDNewLIFLC___STDELC_23,53.26280964,,
TO,PUBBDGSBDNewWHWTK___STDELC_23,1.316144222,,
TO,PUBBDGHSPNewLILED___STDELC_23,36.30038692,,
TO,PUBBDGHSPNewWHSYS___STDKER_23,1.128660561,,
TO,PUBBDGHSPNewWHSYS___STDHFO_23,1.128660561,,
TO,PUBBDGHSPNewWHSYS___STDLFO_23,1.128660561,,
TO,PUBBDGPSINewLILED___STDELC_23,40.25539407,,
TO,PUBBDGHSPNewLILED___HIGELC_23,36.30038692,,
TO,PUBBDGPSIOldSHFUR___ESRNGA_23,181.0104741,,
TO,PUBBDGHSPNewSHPLT1000WSTDELC_23,14.53240958,,
TO,PUBBDGMUNNewWHSYS___ESRPRO_23,1.968647357,,
TO,PUBBDGPSINewLILED___HIGELC_23,40.25539407,,
TO,PUBBDGMUNNewLIFLUT8STDELC_23,75.88996058,,
TO,PUBBDGSBDNewWHSYS___STDKER_23,1.316144222,,
TO,PUBBDGSBDNewWHSYS___STDHFO_23,1.316144222,,
TO,PUBBDGSBDNewWHSYS___STDLFO_23,1.316144222,,
TO,PUBBDGPSINewWHWTK___HIGELC_23,0.982395434,,
TO,PUBBDGMUNNewWHSYS___STDBWP_23,1.968647357,,
TO,PUBBDGHSPNewLIFLUT8HIGELC_23,36.30038692,,
TO,PUBBDGSBDNewLILED___STDELC_23,53.26280964,,
TO,PUBBDGMUNNewWHSTHBCKSTDNGA_23,1.968647357,,
TO,PUBBDGMUNNewLIFLC___STDELC_23,75.88996058,,
TO,PUBBDGHSPNewWHWTK___HIGELC_23,1.128660561,,
TO,PUBBDGMUNNewWHWTK___STDELC_23,1.968647357,,
TO,PUBBDGHSPNewSHFUR___STDELC_23,14.53240958,,
TO,PUBBDGPSINewLIFLUT8HIGELC_23,40.25539407,,
TO,PUBBDGPSINewSHPLT1500WSTDELC_23,19.41511068,,
TO,PUBBDGSBDNewLILED___HIGELC_23,53.26280964,,
TO,PUBBDGSBDNewSHPLT1500WSTDELC_23,24.46612533,,
TO,PUBBDGSBDNewWHWTK___HIGELC_23,1.316144222,,
TO,PUBBDGMUNNewLILED___STDELC_23,75.88996058,,
TO,PUBBDGMUNNewWHSYS___STDKER_23,1.968647357,,
TO,PUBBDGMUNNewWHSYS___STDHFO_23,1.968647357,,
TO,PUBBDGMUNNewWHSYS___STDLFO_23,1.968647357,,
TO,PUBBDGPSINewSHPLT1000WSTDELC_23,19.41511068,,
TO,PUBBDGSBDNewLIFLUT8HIGELC_23,53.26280964,,
TO,PUBBDGPSINewWHSYS___STDBMA_23,0.982395434,,
TO,PUBBDGMUNNewLILED___HIGELC_23,75.88996058,,
TO,PUBBDGHSPNewLILED___ESRELC_23,36.30038692,,
TO,PUBBDGSBDNewSHPLT1000WSTDELC_23,24.46612533,,
TO,PUBBDGMUNOldAE______STDELC_23,11.47135207,,
TO,PUBBDGMUNOldWHWTK___HIGNGA_23,1.666682118,,
TO,PUBBDGMUNOldWHWTK___ESRNGA_23,1.666682118,,
TO,PUBBDGMUNNewSHPLT1500WSTDELC_23,35.78790057,,
TO,PUBBDGHSPNewSHPLT500WSTDELC_23,14.53240958,,
TO,PUBBDGHSPNewWHSYS___STDBMA_23,1.128660561,,
TO,PUBBDGPSINewLILED___ESRELC_23,40.25539407,,
TO,PUBBDGMUNOldWHWTK___STDNGA_23,1.666682118,,
TO,PUBBDGPSINewSHFUR___STDELC_23,19.41511068,,
TO,PUBBDGMUNNewWHWTK___HIGELC_23,1.968647357,,
TO,PUBBDGPSINewSCWD___STDELC_23,5.245203456,,
TO,PUBBDGMUNOldLIFLUT5HIGELC_23,210.0407887,,
TO,PUBBDGHSPNewSCWD___STDELC_23,5.395431638,,
TO,PUBBDGSBDNewWHSYS___STDBMA_23,1.316144222,,
TO,PUBBDGSBDNewSHFUR___STDELC_23,24.46612533,,
TO,PUBBDGMUNNewLIFLUT8HIGELC_23,75.88996058,,
TO,PUBBDGPSINewSCWD___ESRELC_23,5.245203456,,
TO,PUBBDGHSPNewSCWD___ESRELC_23,5.395431638,,
TO,PUBBDGMUNOldLIFLC___STDELC_23,210.0407887,,
TO,PUBBDGSBDNewLILED___ESRELC_23,53.26280964,,
TO,PUBBDGMUNNewSHPLT1000WSTDELC_23,35.78790057,,
TO,PUBBDGHSPNewSHFUR___STDKER_23,14.53240958,,
TO,PUBBDGHSPNewSHFUR___STDHFO_23,14.53240958,,
TO,PUBBDGHSPNewSHFUR___STDLFO_23,14.53240958,,
TO,PUBBDGSBDOldAE______STDELC_23,21.14980521,,
TO,PUBBDGHSPNewSHFUR___HIGHFO_23,14.53240958,,
TO,PUBBDGHSPNewSHFUR___HIGLFO_23,14.53240958,,
TO,PUBBDGMUNOldLIFLUT8STDELC_23,210.0407887,,
TO,PUBBDGPSINewSHPLT500WSTDELC_23,19.41511068,,
TO,PUBBDGPSINewSCWA___STDELC_23,5.245203456,,
TO,PUBBDGHSPOldLIFLUT5HIGELC_23,312.562558,,
TO,PUBBDGHSPNewSCWA___STDELC_23,5.395431638,,
TO,PUBBDGSBDOldWHWTK___ESRNGA_23,2.645532777,,
TO,PUBBDGSBDOldWHWTK___HIGNGA_23,2.645532777,,
TO,PUBBDGHSPNewLIHAL100WSTDELC_23,36.30038692,,
TO,PUBBDGPSINewSCWA___ESRELC_23,5.245203456,,
TO,PUBBDGPSINewSCWD___HIGELC_23,5.245203456,,
TO,PUBBDGSBDOldWHWTK___STDNGA_23,2.645532777,,
TO,PUBBDGHSPNewSCWA___ESRELC_23,5.395431638,,
TO,PUBBDGHSPNewSCWD___HIGELC_23,5.395431638,,
TO,PUBBDGSBDOldLIFLUT5HIGELC_23,350.0001273,,
TO,PUBBDGPSINewSCWA___HIGELC_23,5.245203456,,
TO,PUBBDGSBDNewSHPLT500WSTDELC_23,24.46612533,,
TO,PUBBDGMUNNewWHSYS___STDBMA_23,1.968647357,,
TO,PUBBDGPSINewLIHAL100WSTDELC_23,40.25539407,,
TO,PUBBDGHSPNewSCWA___HIGELC_23,5.395431638,,
TO,PUBBDGMUNOldWHSYS___ESRPRO_23,0.477575501,,
TO,PUBBDGHSPOldWHWTK___ESRNGA_23,2.972723954,,
TO,PUBBDGHSPOldWHWTK___HIGNGA_23,2.972723954,,
TO,PUBBDGSBDNewSCWD___STDELC_23,8.286595149,,
TO,PUBBDGHSPOldWHWTK___STDNGA_23,2.972723954,,
TO,PUBBDGMUNOldWHSTHBCKSTDNGA_23,1.0143142,,
TO,PUBBDGMUNNewSHFUR___STDELC_23,35.78790057,,
TO,PUBBDGMUNOldAE______STDPRO_23,0.024870939,,
TO,PUBBDGPSINewSHFUR___STDKER_23,19.41511068,,
TO,PUBBDGPSINewSHFUR___STDHFO_23,19.41511068,,
TO,PUBBDGPSINewSHFUR___STDLFO_23,19.41511068,,
TO,PUBBDGHSPOldLIFLC___STDELC_23,312.562558,,
TO,PUBBDGPSINewWHSTHBCKSTDELC_23,0.982395434,,
TO,PUBBDGPSINewSHFUR___HIGHFO_23,19.41511068,,
TO,PUBBDGPSINewSHFUR___HIGLFO_23,19.41511068,,
TO,PUBBDGMUNNewLILED___ESRELC_23,75.88996058,,
TO,PUBBDGHSPOldAE______STDELC_23,22.35152394,,
TO,PUBBDGMUNOldWHSYS___STDBWP_23,2.035212541,,
TO,PUBBDGPSINewWHHEP___ESRELC_23,0.982395434,,
TO,PUBBDGHSPOldLIFLUT8STDELC_23,312.562558,,
TO,PUBBDGSBDNewSCWD___ESRELC_23,8.286595149,,
TO,PUBBDGPSINewWHHEP___STDELC_23,0.982395434,,
TO,PUBBDGPSIOldWHWTK___ESRNGA_23,3.505430664,,
TO,PUBBDGPSIOldWHWTK___HIGNGA_23,3.505430664,,
TO,PUBBDGSBDOldLIFLC___STDELC_23,350.0001273,,
TO,PUBBDGPSIOldWHWTK___STDNGA_23,3.505430664,,
TO,PUBBDGMUNOldWHWTK___STDELC_23,1.666682118,,
TO,PUBBDGPSIOldLIFLUT5HIGELC_23,469.5843275,,
TO,PUBBDGMUNOldLILED___STDELC_23,210.0407887,,
TO,PUBBDGHSPNewWHSTHBCKSTDELC_23,1.128660561,,
TO,PUBBDGSBDOldLIFLUT8STDELC_23,350.0001273,,
TO,PUBBDGPSIOldAE______STDELC_23,25.89103461,,
TO,PUBBDGHSPNewWHHEP___ESRELC_23,1.128660561,,
TO,PUBBDGMUNOldLILED___HIGELC_23,210.0407887,,
TO,PUBBDGSBDNewLIHAL100WSTDELC_23,53.26280964,,
TO,PUBBDGPSINewSCCE___STDELC_23,5.245203456,,
TO,PUBBDGSBDNewSHFUR___STDKER_23,24.46612533,,
TO,PUBBDGSBDNewSHFUR___STDHFO_23,24.46612533,,
TO,PUBBDGSBDNewSHFUR___STDLFO_23,24.46612533,,
TO,PUBBDGHSPNewWHHEP___STDELC_23,1.128660561,,
TO,PUBBDGPSINewWHHEP___HIGELC_23,0.982395434,,
TO,PUBBDGSBDNewSCWA___STDELC_23,8.286595149,,
TO,PUBBDGSBDNewSHFUR___HIGHFO_23,24.46612533,,
TO,PUBBDGSBDNewSHFUR___HIGLFO_23,24.46612533,,
TO,PUBBDGHSPNewSCCE___STDELC_23,5.395431638,,
TO,PUBBDGHSPNewSHFUR___STDPRO_23,14.53240958,,
TO,PUBBDGPSINewSCCE___ESRELC_23,5.245203456,,
TO,PUBBDGSBDNewWHSTHBCKSTDELC_23,1.316144222,,
TO,PUBBDGSBDNewSCWA___ESRELC_23,8.286595149,,
TO,PUBBDGSBDNewSCWD___HIGELC_23,8.286595149,,
TO,PUBBDGHSPNewSHFUR___ESRPRO_23,14.53240958,,
TO,PUBBDGMUNNewSHPLT500WSTDELC_23,35.78790057,,
TO,PUBBDGHSPNewSCCE___ESRELC_23,5.395431638,,
TO,PUBBDGSBDNewWHHEP___ESRELC_23,1.316144222,,
TO,PUBBDGHSPNewSHFUR___HIGPRO_23,14.53240958,,
TO,PUBBDGSBDNewSCWA___HIGELC_23,8.286595149,,
TO,PUBBDGSBDOldWHSTHBCKSTDNGA_23,1.610025952,,
TO,PUBBDGHSPNewWHHEP___HIGELC_23,1.128660561,,
TO,PUBBDGMUNOldWHSYS___STDKER_23,0.23878775,,
TO,PUBBDGMUNOldWHSYS___STDHFO_23,0.23878775,,
TO,PUBBDGMUNOldWHSYS___STDLFO_23,0.23878775,,
TO,PUBBDGMUNNewSCWD___STDELC_23,12.74153611,,
TO,PUBBDGSBDNewWHHEP___STDELC_23,1.316144222,,
TO,PUBBDGSBDOldWHSYS___ESRPRO_23,0.758057957,,
TO,PUBBDGPSIOldLIFLC___STDELC_23,469.5843275,,
TO,PUBBDGPSINewSCCE___HIGELC_23,5.245203456,,
TO,PUBBDGHSPNewLIINC100WSTDELC_23,36.30038692,,
TO,PUBBDGMUNOldLIFLUT8HIGELC_23,210.0407887,,
TO,PUBBDGHSPNewSCCE___HIGELC_23,5.395431638,,
TO,PUBBDGHSPOldLILED___STDELC_23,312.562558,,
TO,PUBBDGPSIOldLIFLUT8STDELC_23,469.5843275,,
TO,PUBBDGHSPOldWHSTHBCKSTDNGA_23,1.8091489,,
TO,PUBBDGSBDOldWHSYS___STDBWP_23,0.379028978,,
TO,PUBBDGHSPNewSHHEP___ESRELC_23,14.53240958,,
TO,PUBBDGMUNNewSCWD___ESRELC_23,12.74153611,,
TO,PUBBDGHSPOldWHSYS___ESRPRO_23,0.851812182,,
TO,PUBBDGPSINewLIINC100WSTDELC_23,40.25539407,,
TO,PUBBDGSBDNewWHHEP___HIGELC_23,1.316144222,,
TO,PUBBDGHSPOldLILED___HIGELC_23,312.562558,,
TO,PUBBDGMUNNewLIHAL100WSTDELC_23,75.88996058,,
TO,PUBBDGSBDOldLILED___STDELC_23,350.0001273,,
TO,PUBBDGSBDOldWHWTK___STDELC_23,2.645532777,,
TO,PUBBDGHSPNewSHHEP___STDELC_23,14.53240958,,
TO,PUBBDGPSINewSHFUR___STDPRO_23,19.41511068,,
TO,PUBBDGSBDOldAE______STDPRO_23,0.04585471,,
TO,PUBBDGPSINewSHFUR___ESRPRO_23,19.41511068,,
TO,PUBBDGHSPOldWHSYS___STDBWP_23,0.425906091,,
TO,PUBBDGMUNNewSHFUR___STDKER_23,35.78790057,,
TO,PUBBDGMUNNewSHFUR___STDHFO_23,35.78790057,,
TO,PUBBDGMUNNewSHFUR___STDLFO_23,35.78790057,,
TO,PUBBDGPSINewSHFUR___HIGPRO_23,19.41511068,,
TO,PUBBDGPSIOldWHSTHBCKSTDNGA_23,2.133345083,,
TO,PUBBDGMUNOldWHWTK___HIGELC_23,1.666682118,,
TO,PUBBDGSBDOldLILED___HIGELC_23,350.0001273,,
TO,PUBBDGMUNNewSHFUR___HIGHFO_23,35.78790057,,
TO,PUBBDGMUNNewSHFUR___HIGLFO_23,35.78790057,,
TO,PUBBDGHSPOldAE______STDPRO_23,0.048460146,,
TO,PUBBDGMUNOldSHPLT1500WSTDELC_23,30.07688265,,
TO,PUBBDGSBDNewSCCE___STDELC_23,8.286595149,,
TO,PUBBDGMUNNewSCWA___STDELC_23,12.74153611,,
TO,PUBBDGPSIOldWHSYS___ESRPRO_23,1.004455371,,
TO,PUBBDGMUNNewWHSTHBCKSTDELC_23,1.968647357,,
TO,PUBBDGHSPOldWHWTK___STDELC_23,2.972723954,,
TO,PUBBDGHSPNewSHHEP___HIGELC_23,14.53240958,,
TO,PUBBDGMUNNewSCWA___ESRELC_23,12.74153611,,
TO,PUBBDGMUNNewSCWD___HIGELC_23,12.74153611,,
TO,PUBBDGSBDNewSCCE___ESRELC_23,8.286595149,,
TO,PUBBDGMUNNewWHHEP___ESRELC_23,1.968647357,,
TO,PUBBDGPSIOldWHSYS___STDBWP_23,0.502227685,,
TO,PUBBDGHSPOldLIFLUT8HIGELC_23,312.562558,,
TO,PUBBDGMUNNewWHHEP___STDELC_23,1.968647357,,
TO,PUBBDGPSIOldAE______STDPRO_23,0.588190669,,
TO,PUBBDGSBDNewLIINC100WSTDELC_23,53.26280964,,
TO,PUBBDGMUNNewSCWA___HIGELC_23,12.74153611,,
TO,PUBBDGPSINewSHHEP___ESRELC_23,19.41511068,,
TO,PUBBDGSBDNewSHFUR___STDPRO_23,24.46612533,,
TO,PUBBDGSBDNewSHFUR___ESRPRO_23,24.46612533,,
TO,PUBBDGPSIOldLILED___STDELC_23,469.5843275,,
TO,PUBBDGSBDOldWHSYS___STDKER_23,0.379028978,,
TO,PUBBDGSBDOldWHSYS___STDHFO_23,0.379028978,,
TO,PUBBDGSBDOldWHSYS___STDLFO_23,0.379028978,,
TO,PUBBDGPSIOldWHWTK___STDELC_23,3.505430664,,
TO,PUBBDGSBDNewSCCE___HIGELC_23,8.286595149,,
TO,PUBBDGSBDNewSHFUR___HIGPRO_23,24.46612533,,
TO,PUBBDGSBDOldLIFLUT8HIGELC_23,350.0001273,,
TO,PUBBDGHSPOldSHPLT1500WSTDELC_23,37.86993124,,
TO,PUBBDGPSINewSHHEP___STDELC_23,19.41511068,,
TO,PUBBDGHSPNewSHHEP___STDNGA_23,14.53240958,,
TO,PUBBDGPSIOldLILED___HIGELC_23,469.5843275,,
TO,PUBBDGMUNNewWHHEP___HIGELC_23,1.968647357,,
TO,PUBBDGMUNOldSHPLT1000WSTDELC_23,30.07688265,,
TO,PUBBDGHSPOldWHSYS___STDKER_23,0.425906091,,
TO,PUBBDGHSPOldWHSYS___STDHFO_23,0.425906091,,
TO,PUBBDGHSPOldWHSYS___STDLFO_23,0.425906091,,
TO,PUBBDGMUNOldLIHAL100WSTDELC_23,210.0407887,,
TO,PUBBDGPSINewSHHEP___HIGELC_23,19.41511068,,
TO,PUBBDGMUNOldLILED___ESRELC_23,392.2800063,,
TO,PUBBDGSBDNewSHHEP___ESRELC_23,24.46612533,,
TO,PUBBDGMUNOldWHSYS___STDBMA_23,0.23878775,,
TO,PUBBDGSBDOldWHWTK___HIGELC_23,2.645532777,,
TO,PUBBDGSBDNewSHHEP___STDELC_23,24.46612533,,
TO,PUBBDGMUNNewSCCE___STDELC_23,12.74153611,,
TO,PUBBDGPSIOldWHSYS___STDKER_23,0.502227685,,
TO,PUBBDGPSIOldWHSYS___STDHFO_23,0.502227685,,
TO,PUBBDGPSIOldWHSYS___STDLFO_23,0.502227685,,
TO,PUBBDGSBDOldSHPLT1500WSTDELC_23,48.29111526,,
TO,PUBBDGMUNNewLIINC100WSTDELC_23,75.88996058,,
TO,PUBBDGPSINewSHHEP___STDNGA_23,19.41511068,,
TO,PUBBDGPSIOldLIFLUT8HIGELC_23,469.5843275,,
TO,PUBBDGMUNNewSCCE___ESRELC_23,12.74153611,,
