regions,tech,growthrate_max,growthrate_max_notes
TO,PUBBDGMUNNewSCCE___STDNGA_23,2,
TO,PUBBDGHSPNewAE______STDELC_23,2,
TO,PUBBDGMUNNewAE______STDELC_23,2,
TO,PUBBDGMUNNewLIFLUT5STDELC_23,2,
TO,PUBBDGSBDOldAE______STDNGA_23,1.2,
TO,PUBBDGSBDNewAE______STDELC_23,2,
TO,PUBBDGHSPNewSHFUR___STDNGA_23,2,
TO,PUBBDGPSIOldLIFLC___HIGELC_23,1.1,
TO,PUBBDGPSINewSHFUR___STDNGA_23,2,
TO,PUBBDGHSPOldLIFLC___HIGELC_23,1.1,
TO,PUBBDGSBDOldLIFLC___HIGELC_23,1.1,
TO,PUBBDGMUNOldLIFLC___HIGELC_23,1.1,
TO,PUBBDGPSIOldSHZTM___STDETHOS_23,0,
TO,PUBBDGSBDNewSHFUR___STDNGA_23,2,
TO,PUBBDGHSPNewSHFUR___HIGNGA_23,2,
TO,PUBBDGPSIOldSHZTM___MEDETHOS_23,0,
TO,PUBBDGMUNNewSHFUR___STDNGA_23,2,
TO,PUBBDGPSINewSHFUR___HIGNGA_23,2,
TO,PUBBDGPSIOldSHZTM___HIGETHOS_23,0,
TO,PUBBDGSBDNewSHFUR___HIGNGA_23,2,
TO,PUBBDGMUNNewSHFUR___HIGNGA_23,2,
TO,PUBBDGPSINewSHZTM___STDETHOS_23,0,
TO,PUBBDGPSINewSHZTM___MEDETHOS_23,0,
TO,PUBBDGPSINewSHZTM___HIGETHOS_23,0,
TO,PUBBDGMUNOldSCCE___ESRNGA_23,1.1,
TO,PUBBDGHSPOldSCCE___ESRNGA_23,1.1,
TO,PUBBDGMUNOldSHFUR___STDNGA_23,1.1,
TO,PUBBDGSBDOldSCCE___ESRNGA_23,1.1,
TO,PUBBDGPSINewSCCE___HIGNGA_23,2,
TO,PUBBDGHSPNewSCCE___HIGNGA_23,2,
TO,PUBBDGPSIOldSCCE___ESRNGA_23,1.1,
TO,PUBBDGHSPOldSHFUR___STDNGA_23,1.1,
TO,PUBBDGPSINewSCCE___ESRNGA_23,2,
TO,PUBBDGHSPNewSHFUR___ESRNGA_23,2,
TO,PUBBDGHSPNewSCCE___ESRNGA_23,2,
TO,PUBBDGSBDOldSHFUR___STDNGA_23,1.1,
TO,PUBBDGSBDOldSHZTM___STDETHOS_23,0,
TO,PUBBDGSBDNewSCCE___HIGNGA_23,2,
TO,PUBBDGSBDOldSHZTM___MEDETHOS_23,0,
TO,PUBBDGSBDOldSHZTM___HIGETHOS_23,0,
TO,PUBBDGSBDNewSCCE___ESRNGA_23,2,
TO,PUBBDGPSIOldSHFUR___STDNGA_23,1.1,
TO,PUBBDGPSINewSHFUR___ESRNGA_23,2,
TO,PUBBDGSBDNewSHZTM___STDETHOS_23,0,
TO,PUBBDGMUNNewSCCE___HIGNGA_23,2,
TO,PUBBDGMUNNewSCCE___ESRNGA_23,2,
TO,PUBBDGSBDNewSHFUR___ESRNGA_23,2,
TO,PUBBDGSBDNewSHZTM___MEDETHOS_23,0,
TO,PUBBDGSBDNewSHZTM___HIGETHOS_23,0,
TO,PUBBDGMUNNewSHFUR___ESRNGA_23,2,
TO,PUBBDGPSINewAE______STDBMA_23,2,
TO,PUBBDGHSPNewAE______STDBMA_23,2,
TO,PUBBDGSBDNewAE______STDBMA_23,2,
TO,PUBBDGPSINewWHWTK___HIGNGA_23,2,
TO,PUBBDGPSINewWHWTK___ESRNGA_23,2,
TO,PUBBDGPSINewWHWTK___STDNGA_23,2,
TO,PUBBDGHSPNewLIFLUT5HIGELC_23,2,
TO,PUBBDGHSPNewWHWTK___HIGNGA_23,2,
TO,PUBBDGHSPNewWHWTK___ESRNGA_23,2,
TO,PUBBDGHSPNewWHWTK___STDNGA_23,2,
TO,PUBBDGPSINewLIFLUT5HIGELC_23,2,
TO,PUBBDGMUNOldSHFUR___ESRNGA_23,1.1,
TO,PUBBDGSBDNewWHWTK___HIGNGA_23,2,
TO,PUBBDGSBDNewWHWTK___ESRNGA_23,2,
TO,PUBBDGSBDNewWHWTK___STDNGA_23,2,
TO,PUBBDGSBDNewLIFLUT5HIGELC_23,2,
TO,PUBBDGPSINewWHSYS___ESRPRO_23,2,
TO,PUBBDGHSPOldSHFUR___ESRNGA_23,1.1,
TO,PUBBDGPSINewAE______STDPRO_23,2,
TO,PUBBDGPSINewWHSTHBCKSTDNGA_23,2,
TO,PUBBDGPSINewWHSYS___STDBWP_23,2,
TO,PUBBDGHSPNewWHSYS___ESRPRO_23,2,
TO,PUBBDGHSPNewLIFLC___STDELC_23,2,
TO,PUBBDGMUNNewWHWTK___HIGNGA_23,2,
TO,PUBBDGMUNNewWHWTK___ESRNGA_23,2,
TO,PUBBDGHSPNewLIFLUT8STDELC_23,2,
TO,PUBBDGPSINewWHWTK___STDELC_23,2,
TO,PUBBDGMUNNewWHWTK___STDNGA_23,2,
TO,PUBBDGHSPNewAE______STDPRO_23,2,
TO,PUBBDGPSINewLIFLC___STDELC_23,2,
TO,PUBBDGHSPNewWHSYS___STDBWP_23,2,
TO,PUBBDGPSINewLIFLUT8STDELC_23,2,
TO,PUBBDGHSPNewWHSTHBCKSTDNGA_23,2,
TO,PUBBDGMUNNewLIFLUT5HIGELC_23,2,
TO,PUBBDGSBDNewWHSYS___ESRPRO_23,2,
TO,PUBBDGSBDOldSHFUR___ESRNGA_23,1.1,
TO,PUBBDGHSPNewWHWTK___STDELC_23,2,
TO,PUBBDGMUNNewAE______STDBMA_23,2,
TO,PUBBDGHSPNewSHPLT1500WSTDELC_23,2,
TO,PUBBDGSBDNewWHSYS___STDBWP_23,2,
TO,PUBBDGSBDNewAE______STDPRO_23,2,
TO,PUBBDGMUNNewAE______STDPRO_23,2,
TO,PUBBDGSBDNewLIFLUT8STDELC_23,2,
TO,PUBBDGPSINewWHSYS___STDKER_23,2,
TO,PUBBDGPSINewWHSYS___STDHFO_23,2,
TO,PUBBDGPSINewWHSYS___STDLFO_23,2,
TO,PUBBDGSBDNewWHSTHBCKSTDNGA_23,2,
TO,PUBBDGSBDNewLIFLC___STDELC_23,2,
TO,PUBBDGSBDNewWHWTK___STDELC_23,2,
TO,PUBBDGHSPNewLILED___STDELC_23,2,
TO,PUBBDGHSPNewWHSYS___STDKER_23,2,
TO,PUBBDGHSPNewWHSYS___STDHFO_23,2,
TO,PUBBDGHSPNewWHSYS___STDLFO_23,2,
TO,PUBBDGPSINewLILED___STDELC_23,2,
TO,PUBBDGHSPNewLILED___HIGELC_23,2,
TO,PUBBDGPSIOldSHFUR___ESRNGA_23,1.1,
TO,PUBBDGHSPNewSHPLT1000WSTDELC_23,2,
TO,PUBBDGMUNNewWHSYS___ESRPRO_23,2,
TO,PUBBDGPSINewLILED___HIGELC_23,2,
TO,PUBBDGMUNNewLIFLUT8STDELC_23,2,
TO,PUBBDGSBDNewWHSYS___STDKER_23,2,
TO,PUBBDGSBDNewWHSYS___STDHFO_23,2,
TO,PUBBDGSBDNewWHSYS___STDLFO_23,2,
TO,PUBBDGPSINewWHWTK___HIGELC_23,2,
TO,PUBBDGMUNNewWHSYS___STDBWP_23,2,
TO,PUBBDGHSPNewLIFLUT8HIGELC_23,2,
TO,PUBBDGSBDNewLILED___STDELC_23,2,
TO,PUBBDGMUNNewWHSTHBCKSTDNGA_23,2,
TO,PUBBDGMUNNewLIFLC___STDELC_23,2,
TO,PUBBDGHSPNewWHWTK___HIGELC_23,2,
TO,PUBBDGMUNNewWHWTK___STDELC_23,2,
TO,PUBBDGHSPNewSHFUR___STDELC_23,2,
TO,PUBBDGPSINewLIFLUT8HIGELC_23,2,
TO,PUBBDGPSINewSHPLT1500WSTDELC_23,2,
TO,PUBBDGSBDNewLILED___HIGELC_23,2,
TO,PUBBDGSBDNewSHPLT1500WSTDELC_23,2,
TO,PUBBDGSBDNewWHWTK___HIGELC_23,2,
TO,PUBBDGMUNNewLILED___STDELC_23,2,
TO,PUBBDGMUNNewWHSYS___STDKER_23,2,
TO,PUBBDGMUNNewWHSYS___STDHFO_23,2,
TO,PUBBDGMUNNewWHSYS___STDLFO_23,2,
TO,PUBBDGPSINewSHPLT1000WSTDELC_23,2,
TO,PUBBDGSBDNewLIFLUT8HIGELC_23,2,
TO,PUBBDGPSINewWHSYS___STDBMA_23,2,
TO,PUBBDGMUNNewLILED___HIGELC_23,2,
TO,PUBBDGHSPNewLILED___ESRELC_23,2,
TO,PUBBDGSBDNewSHPLT1000WSTDELC_23,2,
TO,PUBBDGMUNOldAE______STDELC_23,1.2,
TO,PUBBDGMUNOldWHWTK___HIGNGA_23,1.1,
TO,PUBBDGMUNOldWHWTK___ESRNGA_23,1.1,
TO,PUBBDGMUNNewSHPLT1500WSTDELC_23,2,
TO,PUBBDGHSPNewSHPLT500WSTDELC_23,2,
TO,PUBBDGHSPNewWHSYS___STDBMA_23,2,
TO,PUBBDGPSINewLILED___ESRELC_23,2,
TO,PUBBDGMUNOldWHWTK___STDNGA_23,1.1,
TO,PUBBDGPSINewSHFUR___STDELC_23,2,
TO,PUBBDGMUNNewWHWTK___HIGELC_23,2,
TO,PUBBDGPSINewSCWD___STDELC_23,2,
TO,PUBBDGMUNOldLIFLUT5HIGELC_23,1.1,
TO,PUBBDGHSPNewSCWD___STDELC_23,2,
TO,PUBBDGSBDNewWHSYS___STDBMA_23,2,
TO,PUBBDGSBDNewSHFUR___STDELC_23,2,
TO,PUBBDGMUNNewLIFLUT8HIGELC_23,2,
TO,PUBBDGPSINewSCWD___ESRELC_23,2,
TO,PUBBDGHSPNewSCWD___ESRELC_23,2,
TO,PUBBDGMUNOldLIFLC___STDELC_23,1.1,
TO,PUBBDGSBDNewLILED___ESRELC_23,2,
TO,PUBBDGMUNNewSHPLT1000WSTDELC_23,2,
TO,PUBBDGHSPNewSHFUR___STDKER_23,2,
TO,PUBBDGHSPNewSHFUR___STDHFO_23,2,
TO,PUBBDGHSPNewSHFUR___STDLFO_23,2,
TO,PUBBDGSBDOldAE______STDELC_23,1.2,
TO,PUBBDGHSPNewSHFUR___HIGHFO_23,2,
TO,PUBBDGHSPNewSHFUR___HIGLFO_23,2,
TO,PUBBDGMUNOldLIFLUT8STDELC_23,1.1,
TO,PUBBDGPSINewSHPLT500WSTDELC_23,2,
TO,PUBBDGPSINewSCWA___STDELC_23,2,
TO,PUBBDGHSPOldLIFLUT5HIGELC_23,1.1,
TO,PUBBDGHSPNewSCWA___STDELC_23,2,
TO,PUBBDGSBDOldWHWTK___ESRNGA_23,1.1,
TO,PUBBDGSBDOldWHWTK___HIGNGA_23,1.1,
TO,PUBBDGHSPNewLIHAL100WSTDELC_23,2,
TO,PUBBDGPSINewSCWA___ESRELC_23,2,
TO,PUBBDGPSINewSCWD___HIGELC_23,2,
TO,PUBBDGSBDOldWHWTK___STDNGA_23,1.1,
TO,PUBBDGHSPNewSCWA___ESRELC_23,2,
TO,PUBBDGHSPNewSCWD___HIGELC_23,2,
TO,PUBBDGSBDOldLIFLUT5HIGELC_23,1.1,
TO,PUBBDGPSINewSCWA___HIGELC_23,2,
TO,PUBBDGSBDNewSHPLT500WSTDELC_23,2,
TO,PUBBDGMUNNewWHSYS___STDBMA_23,2,
TO,PUBBDGPSINewLIHAL100WSTDELC_23,2,
TO,PUBBDGHSPNewSCWA___HIGELC_23,2,
TO,PUBBDGMUNOldWHSYS___ESRPRO_23,1.1,
TO,PUBBDGHSPOldWHWTK___ESRNGA_23,1.1,
TO,PUBBDGHSPOldWHWTK___HIGNGA_23,1.1,
TO,PUBBDGSBDNewSCWD___STDELC_23,2,
TO,PUBBDGHSPOldWHWTK___STDNGA_23,1.1,
TO,PUBBDGMUNOldWHSTHBCKSTDNGA_23,1.2,
TO,PUBBDGMUNNewSHFUR___STDELC_23,2,
TO,PUBBDGMUNOldAE______STDPRO_23,1.2,
TO,PUBBDGPSINewSHFUR___STDKER_23,2,
TO,PUBBDGPSINewSHFUR___STDHFO_23,2,
TO,PUBBDGPSINewSHFUR___STDLFO_23,2,
TO,PUBBDGHSPOldLIFLC___STDELC_23,1.1,
TO,PUBBDGPSINewWHSTHBCKSTDELC_23,2,
TO,PUBBDGPSINewSHFUR___HIGHFO_23,2,
TO,PUBBDGPSINewSHFUR___HIGLFO_23,2,
TO,PUBBDGMUNNewLILED___ESRELC_23,2,
TO,PUBBDGHSPOldAE______STDELC_23,1.2,
TO,PUBBDGMUNOldWHSYS___STDBWP_23,1.1,
TO,PUBBDGPSINewWHHEP___ESRELC_23,2,
TO,PUBBDGHSPOldLIFLUT8STDELC_23,1.1,
TO,PUBBDGSBDNewSCWD___ESRELC_23,2,
TO,PUBBDGPSINewWHHEP___STDELC_23,2,
TO,PUBBDGPSIOldWHWTK___ESRNGA_23,1.1,
TO,PUBBDGPSIOldWHWTK___HIGNGA_23,1.1,
TO,PUBBDGSBDOldLIFLC___STDELC_23,1.1,
TO,PUBBDGPSIOldWHWTK___STDNGA_23,1.1,
TO,PUBBDGMUNOldWHWTK___STDELC_23,1.1,
TO,PUBBDGPSIOldLIFLUT5HIGELC_23,1.1,
TO,PUBBDGMUNOldLILED___STDELC_23,1.1,
TO,PUBBDGHSPNewWHSTHBCKSTDELC_23,2,
TO,PUBBDGSBDOldLIFLUT8STDELC_23,1.1,
TO,PUBBDGPSIOldAE______STDELC_23,1.2,
TO,PUBBDGHSPNewWHHEP___ESRELC_23,2,
TO,PUBBDGMUNOldLILED___HIGELC_23,1.1,
TO,PUBBDGSBDNewLIHAL100WSTDELC_23,2,
TO,PUBBDGPSINewSCCE___STDELC_23,2,
TO,PUBBDGSBDNewSHFUR___STDKER_23,2,
TO,PUBBDGSBDNewSHFUR___STDHFO_23,2,
TO,PUBBDGSBDNewSHFUR___STDLFO_23,2,
TO,PUBBDGHSPNewWHHEP___STDELC_23,2,
TO,PUBBDGPSINewWHHEP___HIGELC_23,2,
TO,PUBBDGSBDNewSCWA___STDELC_23,2,
TO,PUBBDGSBDNewSHFUR___HIGHFO_23,2,
TO,PUBBDGSBDNewSHFUR___HIGLFO_23,2,
TO,PUBBDGHSPNewSCCE___STDELC_23,2,
TO,PUBBDGHSPNewSHFUR___STDPRO_23,2,
TO,PUBBDGPSINewSCCE___ESRELC_23,2,
TO,PUBBDGSBDNewWHSTHBCKSTDELC_23,2,
TO,PUBBDGSBDNewSCWA___ESRELC_23,2,
TO,PUBBDGSBDNewSCWD___HIGELC_23,2,
TO,PUBBDGHSPNewSHFUR___ESRPRO_23,2,
TO,PUBBDGMUNNewSHPLT500WSTDELC_23,2,
TO,PUBBDGHSPNewSCCE___ESRELC_23,2,
TO,PUBBDGSBDNewWHHEP___ESRELC_23,2,
TO,PUBBDGHSPNewSHFUR___HIGPRO_23,2,
TO,PUBBDGSBDNewSCWA___HIGELC_23,2,
TO,PUBBDGSBDOldWHSTHBCKSTDNGA_23,1.2,
TO,PUBBDGHSPNewWHHEP___HIGELC_23,2,
TO,PUBBDGMUNOldWHSYS___STDKER_23,1.1,
TO,PUBBDGMUNOldWHSYS___STDHFO_23,1.1,
TO,PUBBDGMUNOldWHSYS___STDLFO_23,1.1,
TO,PUBBDGMUNNewSCWD___STDELC_23,2,
TO,PUBBDGSBDNewWHHEP___STDELC_23,2,
TO,PUBBDGSBDOldWHSYS___ESRPRO_23,1.1,
TO,PUBBDGPSIOldLIFLC___STDELC_23,1.1,
TO,PUBBDGPSINewSCCE___HIGELC_23,2,
TO,PUBBDGHSPNewLIINC100WSTDELC_23,2,
TO,PUBBDGMUNOldLIFLUT8HIGELC_23,1.1,
TO,PUBBDGHSPNewSCCE___HIGELC_23,2,
TO,PUBBDGHSPOldLILED___STDELC_23,1.1,
TO,PUBBDGPSIOldLIFLUT8STDELC_23,1.1,
TO,PUBBDGHSPOldWHSTHBCKSTDNGA_23,1.2,
TO,PUBBDGSBDOldWHSYS___STDBWP_23,1.1,
TO,PUBBDGHSPNewSHHEP___ESRELC_23,2,
TO,PUBBDGMUNNewSCWD___ESRELC_23,2,
TO,PUBBDGHSPOldWHSYS___ESRPRO_23,1.1,
TO,PUBBDGPSINewLIINC100WSTDELC_23,2,
TO,PUBBDGSBDNewWHHEP___HIGELC_23,2,
TO,PUBBDGHSPOldLILED___HIGELC_23,1.1,
TO,PUBBDGMUNNewLIHAL100WSTDELC_23,2,
TO,PUBBDGSBDOldLILED___STDELC_23,1.1,
TO,PUBBDGSBDOldWHWTK___STDELC_23,1.1,
TO,PUBBDGHSPNewSHHEP___STDELC_23,2,
TO,PUBBDGPSINewSHFUR___STDPRO_23,2,
TO,PUBBDGSBDOldAE______STDPRO_23,1.2,
TO,PUBBDGPSINewSHFUR___ESRPRO_23,2,
TO,PUBBDGHSPOldWHSYS___STDBWP_23,1.1,
TO,PUBBDGMUNNewSHFUR___STDKER_23,2,
TO,PUBBDGMUNNewSHFUR___STDHFO_23,2,
TO,PUBBDGMUNNewSHFUR___STDLFO_23,2,
TO,PUBBDGPSINewSHFUR___HIGPRO_23,2,
TO,PUBBDGPSIOldWHSTHBCKSTDNGA_23,1.2,
TO,PUBBDGMUNOldWHWTK___HIGELC_23,1.1,
TO,PUBBDGSBDOldLILED___HIGELC_23,1.1,
TO,PUBBDGMUNNewSHFUR___HIGHFO_23,2,
TO,PUBBDGMUNNewSHFUR___HIGLFO_23,2,
TO,PUBBDGHSPOldAE______STDPRO_23,1.2,
TO,PUBBDGMUNOldSHPLT1500WSTDELC_23,1.1,
TO,PUBBDGSBDNewSCCE___STDELC_23,2,
TO,PUBBDGMUNNewSCWA___STDELC_23,2,
TO,PUBBDGPSIOldWHSYS___ESRPRO_23,1.1,
TO,PUBBDGMUNNewWHSTHBCKSTDELC_23,2,
TO,PUBBDGHSPOldWHWTK___STDELC_23,1.1,
TO,PUBBDGHSPNewSHHEP___HIGELC_23,2,
TO,PUBBDGMUNNewSCWA___ESRELC_23,2,
TO,PUBBDGMUNNewSCWD___HIGELC_23,2,
TO,PUBBDGSBDNewSCCE___ESRELC_23,2,
TO,PUBBDGMUNNewWHHEP___ESRELC_23,2,
TO,PUBBDGPSIOldWHSYS___STDBWP_23,1.1,
TO,PUBBDGHSPOldLIFLUT8HIGELC_23,1.1,
TO,PUBBDGMUNNewWHHEP___STDELC_23,2,
TO,PUBBDGPSIOldAE______STDPRO_23,1.1,
TO,PUBBDGSBDNewLIINC100WSTDELC_23,2,
TO,PUBBDGMUNNewSCWA___HIGELC_23,2,
TO,PUBBDGPSINewSHHEP___ESRELC_23,2,
TO,PUBBDGSBDNewSHFUR___STDPRO_23,2,
TO,PUBBDGSBDNewSHFUR___ESRPRO_23,2,
TO,PUBBDGPSIOldLILED___STDELC_23,1.1,
TO,PUBBDGSBDOldWHSYS___STDKER_23,1.1,
TO,PUBBDGSBDOldWHSYS___STDHFO_23,1.1,
TO,PUBBDGSBDOldWHSYS___STDLFO_23,1.1,
TO,PUBBDGPSIOldWHWTK___STDELC_23,1.1,
TO,PUBBDGSBDNewSCCE___HIGELC_23,2,
TO,PUBBDGSBDNewSHFUR___HIGPRO_23,2,
TO,PUBBDGSBDOldLIFLUT8HIGELC_23,1.1,
TO,PUBBDGHSPOldSHPLT1500WSTDELC_23,1.1,
TO,PUBBDGPSINewSHHEP___STDELC_23,2,
TO,PUBBDGHSPNewSHHEP___STDNGA_23,2,
TO,PUBBDGPSIOldLILED___HIGELC_23,1.1,
TO,PUBBDGMUNNewWHHEP___HIGELC_23,2,
TO,PUBBDGMUNOldSHPLT1000WSTDELC_23,1.1,
TO,PUBBDGHSPOldWHSYS___STDKER_23,1.1,
TO,PUBBDGHSPOldWHSYS___STDHFO_23,1.1,
TO,PUBBDGHSPOldWHSYS___STDLFO_23,1.1,
TO,PUBBDGMUNOldLIHAL100WSTDELC_23,1.1,
TO,PUBBDGPSINewSHHEP___HIGELC_23,2,
TO,PUBBDGMUNOldLILED___ESRELC_23,1.1,
TO,PUBBDGSBDNewSHHEP___ESRELC_23,2,
TO,PUBBDGMUNOldWHSYS___STDBMA_23,1.1,
TO,PUBBDGSBDOldWHWTK___HIGELC_23,1.1,
TO,PUBBDGSBDNewSHHEP___STDELC_23,2,
TO,PUBBDGMUNNewSCCE___STDELC_23,2,
TO,PUBBDGPSIOldWHSYS___STDKER_23,1.1,
TO,PUBBDGPSIOldWHSYS___STDHFO_23,1.1,
TO,PUBBDGPSIOldWHSYS___STDLFO_23,1.1,
TO,PUBBDGSBDOldSHPLT1500WSTDELC_23,1.1,
TO,PUBBDGMUNNewLIINC100WSTDELC_23,2,
TO,PUBBDGPSINewSHHEP___STDNGA_23,2,
TO,PUBBDGPSIOldLIFLUT8HIGELC_23,1.1,
TO,PUBBDGMUNNewSCCE___ESRELC_23,2,
TO,PUBBDGHSPOldSHPLT1000WSTDELC_23,1.1,
TO,PUBBDGMUNOldSHFUR___STDELC_23,1.1,
TO,PUBBDGHSPOldWHWTK___HIGELC_23,1.1,
TO,PUBBDGMUNNewSHFUR___STDPRO_23,2,
TO,PUBBDGMUNNewSHFUR___ESRPRO_23,2,
TO,PUBBDGSBDNewSHHEP___HIGELC_23,2,
TO,PUBBDGMUNNewSHFUR___HIGPRO_23,2,
TO,PUBBDGMUNNewSCCE___HIGELC_23,2,
TO,PUBBDGSBDNewSHHEP___STDNGA_23,2,
TO,PUBBDGPSIOldWHWTK___HIGELC_23,1.1,
TO,PUBBDGHSPOldLIHAL100WSTDELC_23,1.1,
TO,PUBBDGHSPOldLILED___ESRELC_23,1.1,
TO,PUBBDGHSPOldSHFUR___STDELC_23,1.1,
TO,PUBBDGMUNNewSHHEP___ESRELC_23,2,
TO,PUBBDGSBDOldSHPLT1000WSTDELC_23,1.1,
TO,PUBBDGPSIOldSHPLT1500WSTDELC_23,1.1,
TO,PUBBDGMUNNewSHHEP___STDELC_23,2,
TO,PUBBDGSBDOldLILED___ESRELC_23,1.1,
TO,PUBBDGSBDOldLIHAL100WSTDELC_23,1.1,
TO,PUBBDGSBDOldWHSYS___STDBMA_23,1.1,
TO,PUBBDGMUNOldSHPLT500WSTDELC_23,1.1,
TO,PUBBDGMUNOldSCWD___STDELC_23,1.1,
TO,PUBBDGMUNOldLIINC100WSTDELC_23,1.1,
TO,PUBBDGMUNNewSHHEP___HIGELC_23,2,
TO,PUBBDGHSPOldWHSYS___STDBMA_23,1.1,
TO,PUBBDGSBDOldSHFUR___STDELC_23,1.1,
TO,PUBBDGMUNOldSCWD___ESRELC_23,1.1,
TO,PUBBDGMUNNewSHHEP___STDNGA_23,2,
TO,PUBBDGPSIOldSHPLT1000WSTDELC_23,1.1,
TO,PUBBDGHSPOldSHPLT500WSTDELC_23,1.1,
TO,PUBBDGPSIOldWHSYS___STDBMA_23,1.1,
TO,PUBBDGPSIOldLILED___ESRELC_23,1.1,
TO,PUBBDGPSIOldLIHAL100WSTDELC_23,1.1,
TO,PUBBDGMUNOldSCWA___STDELC_23,1.1,
TO,PUBBDGHSPOldSCWD___STDELC_23,1.1,
TO,PUBBDGMUNOldWHHEP___ESRELC_23,1.5,
TO,PUBBDGMUNOldWHSTHBCKSTDELC_23,1.2,
TO,PUBBDGMUNOldSHFUR___STDKER_23,1.1,
TO,PUBBDGMUNOldSHFUR___STDHFO_23,1.1,
TO,PUBBDGMUNOldSHFUR___STDLFO_23,1.1,
TO,PUBBDGMUNOldSHFUR___HIGHFO_23,1.1,
TO,PUBBDGMUNOldSHFUR___HIGLFO_23,1.1,
TO,PUBBDGMUNOldWHHEP___STDELC_23,1.5,
TO,PUBBDGMUNOldSCWA___ESRELC_23,1.1,
TO,PUBBDGMUNOldSCWD___HIGELC_23,1.1,
TO,PUBBDGMUNOldSCWA___HIGELC_23,1.1,
TO,PUBBDGHSPOldSCWD___ESRELC_23,1.1,
TO,PUBBDGPSIOldSHFUR___STDELC_23,1.1,
TO,PUBBDGHSPOldLIINC100WSTDELC_23,1.1,
TO,PUBBDGSBDOldSHPLT500WSTDELC_23,1.1,
TO,PUBBDGSBDOldSCWD___STDELC_23,1.1,
TO,PUBBDGMUNOldWHHEP___HIGELC_23,1.5,
TO,PUBBDGHSPNewSHFURLARSTDHH2_23,2,
TO,PUBBDGHSPNewSHFURMEDSTDHH2_23,2,
