regions,tech,c2a,c2a_notes
TO,PUBBDGPSINewWHSYS___STDHFO_23,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGPSINewWHSYS___STDKER_23,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,PUBBDGPSINewWHSYS___STDLFO_23,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGPSINewWHSYS___STDBWP_23,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,PUBBDGPSINewWHSYS___ESRPRO_23,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingSystemEnergy StarPropane2023
TO,PUBBDGPSINewAM______STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewAuxiliary MotorsStandard EfficiencyElectricity2016
TO,PUBBDGPSINewAE______STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewAuxiliary EquipmentStandard EfficiencyElectricity2016
TO,PUBBDGPSINewAE______STDPRO_16,31.536,PublicBuildingPost-Secondary InstitutionNewAuxiliary EquipmentStandard EfficiencyPropane2016
TO,PUBBDGPSINewLIFLC___STDELC_16,1,PublicBuildingPost-Secondary InstitutionNewLightingFluocompactStandard EfficiencyElectricity2016
TO,PUBBDGPSINewLIFLU___STDELC_16,1,PublicBuildingPost-Secondary InstitutionNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,PUBBDGPSINewLIHAL___STDELC_16,1,PublicBuildingPost-Secondary InstitutionNewLightingHalogenStandard EfficiencyElectricity2016
TO,PUBBDGPSINewLIINC___STDELC_16,1,PublicBuildingPost-Secondary InstitutionNewLightingIncandescentStandard EfficiencyElectricity2016
TO,PUBBDGPSINewLILED___STDELC_16,1,PublicBuildingPost-Secondary InstitutionNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,PUBBDGPSINewSC______STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace CoolingStandard EfficiencyElectricity2016
TO,PUBBDGPSINewSC_________DCO_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace CoolingDistrict Cooling2016
TO,PUBBDGPSINewSHFUR___STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingFurnaceStandard EfficiencyElectricity2016
TO,PUBBDGPSINewSHHEP___STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,PUBBDGPSINewSHPLT___STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,PUBBDGPSINewSH_________DHE_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingDistrict Heating2016
TO,PUBBDGPSINewSHFUR___STDHFO_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGPSINewSHFUR___STDKER_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,PUBBDGPSINewSHFUR___STDLFO_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGPSINewSHFUR___STDPRO_16,31.536,PublicBuildingPost-Secondary InstitutionNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,PUBBDGPSINewWH______STDELC_16,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingStandard EfficiencyElectricity2016
TO,PUBBDGPSINewWH______STDHFO_16,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGPSINewWH______STDKER_16,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingStandard EfficiencyKerosene2016
TO,PUBBDGPSINewWH______STDLFO_16,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGPSINewWH_________DHE_16,31.536,PublicBuildingPost-Secondary InstitutionNewWater HeatingDistrict Heating2016
TO,PUBBDGMUNNewAM______STDELC_23,31.536,PublicBuildingMunicipalityNewAuxiliary MotorsStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewAE______STDBMA_23,31.536,PublicBuildingMunicipalityNewAuxiliary EquipmentStandard EfficiencyBiomass2023
TO,PUBBDGMUNNewAE______STDELC_23,31.536,PublicBuildingMunicipalityNewAuxiliary EquipmentStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewAE______STDNGA_23,31.536,PublicBuildingMunicipalityNewAuxiliary EquipmentStandard EfficiencyNatural Gas2023
TO,PUBBDGMUNNewAE______STDPRO_23,31.536,PublicBuildingMunicipalityNewAuxiliary EquipmentStandard EfficiencyPropane2023
TO,PUBBDGMUNNewLILED___HIGELC_23,1,PublicBuildingMunicipalityNewLightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewLIFLC___HIGELC_23,1,PublicBuildingMunicipalityNewLightingFluocompactHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewLIFLC___STDELC_23,1,PublicBuildingMunicipalityNewLightingFluocompactStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewLIFLUT5HIGELC_23,1,PublicBuildingMunicipalityNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,PUBBDGMUNNewLIFLUT8HIGELC_23,1,PublicBuildingMunicipalityNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,PUBBDGMUNNewLIFLUT5STDELC_23,1,PublicBuildingMunicipalityNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,PUBBDGMUNNewLIFLUT8STDELC_23,1,PublicBuildingMunicipalityNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,PUBBDGMUNNewLIHAL100WSTDELC_23,1,PublicBuildingMunicipalityNewLightingHalogen100WStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewLIINC100WSTDELC_23,1,PublicBuildingMunicipalityNewLightingIncandescent100WStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewLILED___ESRELC_23,1,PublicBuildingMunicipalityNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,PUBBDGMUNNewLILED___STDELC_23,1,PublicBuildingMunicipalityNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSCCE___HIGELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewSCCE___ESRELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingCentralEnergy StarElectricity2023
TO,PUBBDGMUNNewSCCE___STDELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSCWA___HIGELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewSCWA___ESRELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingWallEnergy StarElectricity2023
TO,PUBBDGMUNNewSCWA___STDELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSCWD___HIGELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewSCWD___ESRELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingWindowEnergy StarElectricity2023
TO,PUBBDGMUNNewSCWD___STDELC_23,31.536,PublicBuildingMunicipalityNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSCCE___HIGNGA_23,31.536,PublicBuildingMunicipalityNewSpace CoolingCentralHigh EfficiencyNatural Gas2023
TO,PUBBDGMUNNewSCCE___ESRNGA_23,31.536,PublicBuildingMunicipalityNewSpace CoolingCentralEnergy StarNatural Gas2023
TO,PUBBDGMUNNewSCCE___STDNGA_23,31.536,PublicBuildingMunicipalityNewSpace CoolingCentralStandard EfficiencyNatural Gas2023
TO,PUBBDGMUNNewSHFUR___STDELC_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSHPLT500WSTDELC_23,31.536,PublicBuildingMunicipalityNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSHPLT1000WSTDELC_23,31.536,PublicBuildingMunicipalityNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSHPLT1500WSTDELC_23,31.536,PublicBuildingMunicipalityNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewSHFUR___HIGHFO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceHigh EfficiencyHeavy Fuel Oil2023
TO,PUBBDGMUNNewSHFUR___STDHFO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGMUNNewSHFURSMASTDHH2_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceSmallStandard EfficiencyHydrogen2023
TO,PUBBDGMUNNewSHFURMEDSTDHH2_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceMediumStandard EfficiencyHydrogen2023
TO,PUBBDGMUNNewSHFURLARSTDHH2_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceLargeStandard EfficiencyHydrogen2023
TO,PUBBDGMUNNewSHFUR___STDKER_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,PUBBDGMUNNewSHFUR___HIGLFO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,PUBBDGMUNNewSHFUR___STDLFO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGMUNNewSHFUR___HIGPRO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,PUBBDGMUNNewSHFUR___ESRPRO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceEnergy StarPropane2023
TO,PUBBDGMUNNewSHFUR___STDPRO_23,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,PUBBDGMUNNewSHZTM___STDETHOS_23,31.536,PublicBuildingMunicipalityNewSpace HeatingZero Thermal MeasureStandard2023
TO,PUBBDGMUNNewSHZTM___MEDETHOS_23,31.536,PublicBuildingMunicipalityNewSpace HeatingZero Thermal MeasureMedium2023
TO,PUBBDGMUNNewSHZTM___HIGETHOS_23,31.536,PublicBuildingMunicipalityNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,PUBBDGMUNNewWHSYS___STDBMA_23,31.536,PublicBuildingMunicipalityNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,PUBBDGMUNNewWHHEP___HIGELC_23,31.536,PublicBuildingMunicipalityNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewWHHEP___ESRELC_23,31.536,PublicBuildingMunicipalityNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,PUBBDGMUNNewWHHEP___STDELC_23,31.536,PublicBuildingMunicipalityNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewWHWTK___HIGELC_23,31.536,PublicBuildingMunicipalityNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,PUBBDGMUNNewWHWTK___STDELC_23,31.536,PublicBuildingMunicipalityNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,PUBBDGMUNNewWHSYS___STDHFO_23,31.536,PublicBuildingMunicipalityNewWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGMUNNewWHSYS___STDKER_23,31.536,PublicBuildingMunicipalityNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,PUBBDGMUNNewWHSYS___STDLFO_23,31.536,PublicBuildingMunicipalityNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGMUNNewWHSYS___STDBWP_23,31.536,PublicBuildingMunicipalityNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,PUBBDGMUNNewWHSYS___ESRPRO_23,31.536,PublicBuildingMunicipalityNewWater HeatingSystemEnergy StarPropane2023
TO,PUBBDGMUNNewAM______STDELC_16,31.536,PublicBuildingMunicipalityNewAuxiliary MotorsStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewAE______STDELC_16,31.536,PublicBuildingMunicipalityNewAuxiliary EquipmentStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewAE______STDPRO_16,31.536,PublicBuildingMunicipalityNewAuxiliary EquipmentStandard EfficiencyPropane2016
TO,PUBBDGMUNNewLIFLC___STDELC_16,1,PublicBuildingMunicipalityNewLightingFluocompactStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewLIFLU___STDELC_16,1,PublicBuildingMunicipalityNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewLIHAL___STDELC_16,1,PublicBuildingMunicipalityNewLightingHalogenStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewLIINC___STDELC_16,1,PublicBuildingMunicipalityNewLightingIncandescentStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewLILED___STDELC_16,1,PublicBuildingMunicipalityNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewSC______STDELC_16,31.536,PublicBuildingMunicipalityNewSpace CoolingStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewSC_________DCO_16,31.536,PublicBuildingMunicipalityNewSpace CoolingDistrict Cooling2016
TO,PUBBDGMUNNewSHFUR___STDELC_16,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewSHHEP___STDELC_16,31.536,PublicBuildingMunicipalityNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewSHPLT___STDELC_16,31.536,PublicBuildingMunicipalityNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewSH_________DHE_16,31.536,PublicBuildingMunicipalityNewSpace HeatingDistrict Heating2016
TO,PUBBDGMUNNewSHFUR___STDHFO_16,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGMUNNewSHFUR___STDKER_16,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,PUBBDGMUNNewSHFUR___STDLFO_16,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGMUNNewSHFUR___STDPRO_16,31.536,PublicBuildingMunicipalityNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,PUBBDGMUNNewWH______STDELC_16,31.536,PublicBuildingMunicipalityNewWater HeatingStandard EfficiencyElectricity2016
TO,PUBBDGMUNNewWH______STDHFO_16,31.536,PublicBuildingMunicipalityNewWater HeatingStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGMUNNewWH______STDKER_16,31.536,PublicBuildingMunicipalityNewWater HeatingStandard EfficiencyKerosene2016
TO,PUBBDGMUNNewWH______STDLFO_16,31.536,PublicBuildingMunicipalityNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGMUNNewWH_________DHE_16,31.536,PublicBuildingMunicipalityNewWater HeatingDistrict Heating2016
TO,PUBBDGHSPNewAM______STDELC_23,31.536,PublicBuildingHospitalNewAuxiliary MotorsStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewAE______STDBMA_23,31.536,PublicBuildingHospitalNewAuxiliary EquipmentStandard EfficiencyBiomass2023
TO,PUBBDGHSPNewAE______STDELC_23,31.536,PublicBuildingHospitalNewAuxiliary EquipmentStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewAE______STDNGA_23,31.536,PublicBuildingHospitalNewAuxiliary EquipmentStandard EfficiencyNatural Gas2023
TO,PUBBDGHSPNewAE______STDPRO_23,31.536,PublicBuildingHospitalNewAuxiliary EquipmentStandard EfficiencyPropane2023
TO,PUBBDGHSPNewLILED___HIGELC_23,1,PublicBuildingHospitalNewLightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewLIFLC___HIGELC_23,1,PublicBuildingHospitalNewLightingFluocompactHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewLIFLC___STDELC_23,1,PublicBuildingHospitalNewLightingFluocompactStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewLIFLUT5HIGELC_23,1,PublicBuildingHospitalNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,PUBBDGHSPNewLIFLUT8HIGELC_23,1,PublicBuildingHospitalNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,PUBBDGHSPNewLIFLUT5STDELC_23,1,PublicBuildingHospitalNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,PUBBDGHSPNewLIFLUT8STDELC_23,1,PublicBuildingHospitalNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,PUBBDGHSPNewLIHAL100WSTDELC_23,1,PublicBuildingHospitalNewLightingHalogen100WStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewLIINC100WSTDELC_23,1,PublicBuildingHospitalNewLightingIncandescent100WStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewLILED___ESRELC_23,1,PublicBuildingHospitalNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,PUBBDGHSPNewLILED___STDELC_23,1,PublicBuildingHospitalNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSCCE___HIGELC_23,31.536,PublicBuildingHospitalNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewSCCE___ESRELC_23,31.536,PublicBuildingHospitalNewSpace CoolingCentralEnergy StarElectricity2023
TO,PUBBDGHSPNewSCCE___STDELC_23,31.536,PublicBuildingHospitalNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSCWA___HIGELC_23,31.536,PublicBuildingHospitalNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewSCWA___ESRELC_23,31.536,PublicBuildingHospitalNewSpace CoolingWallEnergy StarElectricity2023
TO,PUBBDGHSPNewSCWA___STDELC_23,31.536,PublicBuildingHospitalNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSCWD___HIGELC_23,31.536,PublicBuildingHospitalNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewSCWD___ESRELC_23,31.536,PublicBuildingHospitalNewSpace CoolingWindowEnergy StarElectricity2023
TO,PUBBDGHSPNewSCWD___STDELC_23,31.536,PublicBuildingHospitalNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSCCE___HIGNGA_23,31.536,PublicBuildingHospitalNewSpace CoolingCentralHigh EfficiencyNatural Gas2023
TO,PUBBDGHSPNewSCCE___ESRNGA_23,31.536,PublicBuildingHospitalNewSpace CoolingCentralEnergy StarNatural Gas2023
TO,PUBBDGHSPNewSCCE___STDNGA_23,31.536,PublicBuildingHospitalNewSpace CoolingCentralStandard EfficiencyNatural Gas2023
