regions,periods,Tech,minact,minact_units,minact_notes
TO,2016,PUBBDGHSPOldSHPLT___STDELC_16,0,,
TO,2016,PUBBDGHSPOldWH______STDELC_16,0,,
TO,2016,PUBBDGMUNNewAE______STDELC_16,0,,
TO,2016,PUBBDGMUNNewAM______STDELC_16,0,,
TO,2016,PUBBDGMUNNewLIFLC___STDELC_16,0,,
TO,2016,PUBBDGMUNNewLIFLU___STDELC_16,0,,
TO,2016,PUBBDGMUNNewLIHAL___STDELC_16,0,,
TO,2016,PUBBDGMUNNewLIINC___STDELC_16,0,,
TO,2016,PUBBDGMUNNewLILED___STDELC_16,0,,
TO,2016,PUBBDGMUNNewSC______STDELC_16,0,,
TO,2016,PUBBDGMUNNewSHFUR___STDELC_16,0,,
TO,2016,PUBBDGMUNNewSHHEP___STDELC_16,0,,
TO,2016,PUBBDGMUNNewSHPLT___STDELC_16,0,,
TO,2016,PUBBDGMUNNewWH______STDELC_16,0,,
TO,2016,PUBBDGMUNOldAE______STDELC_16,0,,
TO,2016,PUBBDGMUNOldAM______STDELC_16,0,,
TO,2016,PUBBDGMUNOldLIFLC___STDELC_16,0,,
TO,2016,PUBBDGMUNOldLIFLU___STDELC_16,0,,
TO,2016,PUBBDGMUNOldLIHAL___STDELC_16,0,,
TO,2016,PUBBDGMUNOldLIINC___STDELC_16,0,,
TO,2016,PUBBDGMUNOldLILED___STDELC_16,0,,
TO,2016,PUBBDGMUNOldSC______STDELC_16,0,,
TO,2016,PUBBDGMUNOldSHFUR___STDELC_16,0,,
TO,2016,PUBBDGMUNOldSHHEP___STDELC_16,0,,
TO,2016,PUBBDGMUNOldSHPLT___STDELC_16,0,,
TO,2016,PUBBDGMUNOldWH______STDELC_16,0,,
TO,2016,PUBBDGPSINewAE______STDELC_16,0,,
TO,2016,PUBBDGPSINewAM______STDELC_16,0,,
TO,2016,PUBBDGPSINewLIFLC___STDELC_16,0,,
TO,2016,PUBBDGPSINewLIFLU___STDELC_16,0,,
TO,2016,PUBBDGPSINewLIHAL___STDELC_16,0,,
TO,2016,PUBBDGPSINewLIINC___STDELC_16,0,,
TO,2016,PUBBDGPSINewLILED___STDELC_16,0,,
TO,2016,PUBBDGPSINewSC______STDELC_16,0,,
TO,2016,PUBBDGPSINewSHFUR___STDELC_16,0,,
TO,2016,PUBBDGPSINewSHHEP___STDELC_16,0,,
TO,2016,PUBBDGPSINewSHPLT___STDELC_16,0,,
TO,2016,PUBBDGPSINewWH______STDELC_16,0,,
TO,2016,PUBBDGPSIOldAE______STDELC_16,0,,
TO,2016,PUBBDGPSIOldAM______STDELC_16,0,,
TO,2016,PUBBDGPSIOldLIFLC___STDELC_16,0,,
TO,2016,PUBBDGPSIOldLIFLU___STDELC_16,0,,
TO,2016,PUBBDGPSIOldLIHAL___STDELC_16,0,,
TO,2016,PUBBDGPSIOldLIINC___STDELC_16,0,,
TO,2016,PUBBDGPSIOldLILED___STDELC_16,0,,
TO,2016,PUBBDGPSIOldSC______STDELC_16,0,,
TO,2016,PUBBDGPSIOldSHFUR___STDELC_16,0,,
TO,2016,PUBBDGPSIOldSHHEP___STDELC_16,0,,
TO,2016,PUBBDGPSIOldSHPLT___STDELC_16,0,,
TO,2016,PUBBDGPSIOldWH______STDELC_16,0,,
TO,2016,PUBBDGSBDNewAE______STDELC_16,0,,
TO,2016,PUBBDGSBDNewAM______STDELC_16,0,,
TO,2016,PUBBDGSBDNewLIFLC___STDELC_16,0,,
TO,2016,PUBBDGSBDNewLIFLU___STDELC_16,0,,
TO,2016,PUBBDGSBDNewLIHAL___STDELC_16,0,,
TO,2016,PUBBDGSBDNewLIINC___STDELC_16,0,,
TO,2016,PUBBDGSBDNewLILED___STDELC_16,0,,
TO,2016,PUBBDGSBDNewSC______STDELC_16,0,,
TO,2016,PUBBDGSBDNewSHFUR___STDELC_16,0,,
TO,2016,PUBBDGSBDNewSHHEP___STDELC_16,0,,
TO,2016,PUBBDGSBDNewSHPLT___STDELC_16,0,,
TO,2016,PUBBDGSBDNewWH______STDELC_16,0,,
TO,2016,PUBBDGSBDOldAE______STDELC_16,0,,
TO,2016,PUBBDGSBDOldAM______STDELC_16,0,,
TO,2016,PUBBDGSBDOldLIFLC___STDELC_16,0,,
TO,2016,PUBBDGSBDOldLIFLU___STDELC_16,0,,
TO,2016,PUBBDGSBDOldLIHAL___STDELC_16,0,,
TO,2016,PUBBDGSBDOldLIINC___STDELC_16,0,,
TO,2016,PUBBDGSBDOldLILED___STDELC_16,0,,
TO,2016,PUBBDGSBDOldSC______STDELC_16,0,,
TO,2016,PUBBDGSBDOldSHFUR___STDELC_16,0,,
TO,2016,PUBBDGSBDOldSHHEP___STDELC_16,0,,
TO,2016,PUBBDGSBDOldSHPLT___STDELC_16,0,,
TO,2016,PUBBDGSBDOldWH______STDELC_16,0,,
TO,2016,PUBBDGHSPNewSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGHSPNewWH______STDHFO_16,0,,
TO,2016,PUBBDGHSPOldSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGHSPOldWH______STDHFO_16,0,,
TO,2016,PUBBDGMUNNewSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGMUNNewWH______STDHFO_16,0,,
TO,2016,PUBBDGMUNOldSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGMUNOldWH______STDHFO_16,0,,
TO,2016,PUBBDGPSINewSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGPSINewWH______STDHFO_16,0,,
TO,2016,PUBBDGPSIOldSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGPSIOldWH______STDHFO_16,0,,
TO,2016,PUBBDGSBDNewSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGSBDNewWH______STDHFO_16,0,,
TO,2016,PUBBDGSBDOldSHFUR___STDHFO_16,0,,
TO,2016,PUBBDGSBDOldWH______STDHFO_16,0,,
TO,2016,PUBBDGHSPNewSHFUR___STDKER_16,0,,
TO,2016,PUBBDGHSPNewWH______STDKER_16,0,,
TO,2016,PUBBDGHSPOldSHFUR___STDKER_16,0,,
TO,2016,PUBBDGHSPOldWH______STDKER_16,0,,
TO,2016,PUBBDGMUNNewSHFUR___STDKER_16,0,,
TO,2016,PUBBDGMUNNewWH______STDKER_16,0,,
TO,2016,PUBBDGMUNOldSHFUR___STDKER_16,0,,
TO,2016,PUBBDGMUNOldWH______STDKER_16,0,,
TO,2016,PUBBDGPSINewSHFUR___STDKER_16,0,,
TO,2016,PUBBDGPSINewWH______STDKER_16,0,,
TO,2016,PUBBDGPSIOldSHFUR___STDKER_16,0,,
TO,2016,PUBBDGPSIOldWH______STDKER_16,0,,
TO,2016,PUBBDGSBDNewSHFUR___STDKER_16,0,,
TO,2016,PUBBDGSBDNewWH______STDKER_16,0,,
TO,2016,PUBBDGSBDOldSHFUR___STDKER_16,0,,
TO,2016,PUBBDGSBDOldWH______STDKER_16,0,,
TO,2016,PUBBDGHSPNewSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGHSPNewWH______STDLFO_16,0,,
TO,2016,PUBBDGHSPOldSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGHSPOldWH______STDLFO_16,0,,
TO,2016,PUBBDGMUNNewSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGMUNNewWH______STDLFO_16,0,,
TO,2016,PUBBDGMUNOldSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGMUNOldWH______STDLFO_16,0,,
TO,2016,PUBBDGPSINewSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGPSINewWH______STDLFO_16,0,,
TO,2016,PUBBDGPSIOldSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGPSIOldWH______STDLFO_16,0,,
TO,2016,PUBBDGSBDNewSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGSBDNewWH______STDLFO_16,0,,
TO,2016,PUBBDGSBDOldSHFUR___STDLFO_16,0,,
TO,2016,PUBBDGSBDOldWH______STDLFO_16,0,,
TO,2016,PUBBDGHSPNewAE______STDPRO_16,0,,
TO,2016,PUBBDGHSPNewSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGHSPOldAE______STDPRO_16,0,,
TO,2016,PUBBDGHSPOldSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGMUNNewAE______STDPRO_16,0,,
TO,2016,PUBBDGMUNNewSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGMUNOldAE______STDPRO_16,0,,
TO,2016,PUBBDGMUNOldSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGPSINewAE______STDPRO_16,0,,
TO,2016,PUBBDGPSINewSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGPSIOldAE______STDPRO_16,0,,
TO,2016,PUBBDGPSIOldSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGSBDNewAE______STDPRO_16,0,,
TO,2016,PUBBDGSBDNewSHFUR___STDPRO_16,0,,
TO,2016,PUBBDGSBDOldAE______STDPRO_16,0,,
TO,2016,PUBBDGSBDOldSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGHSPNewAE______STDNGA_16,0,,
TO,2017,PUBBDGHSPNewSC______STDNGA_16,0,,
TO,2017,PUBBDGHSPNewSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGHSPNewSHFUR___STDNGA_16,0,,
TO,2017,PUBBDGHSPNewWH______STDNGA_16,0,,
TO,2017,PUBBDGHSPOldAE______STDNGA_16,0.164455894,,
TO,2017,PUBBDGHSPOldSC______STDNGA_16,0.271927106,,
TO,2017,PUBBDGHSPOldSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGHSPOldSHFUR___STDNGA_16,5.029776239,,
TO,2017,PUBBDGHSPOldWH______STDNGA_16,9.529386409,,
TO,2017,PUBBDGMUNNewAE______STDNGA_16,0,,
TO,2017,PUBBDGMUNNewSC______STDNGA_16,0,,
TO,2017,PUBBDGMUNNewSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGMUNNewSHFUR___STDNGA_16,0,,
TO,2017,PUBBDGMUNNewWH______STDNGA_16,0,,
TO,2017,PUBBDGMUNOldAE______STDNGA_16,0.069116748,,
TO,2017,PUBBDGMUNOldSC______STDNGA_16,0.692507949,,
TO,2017,PUBBDGMUNOldSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGMUNOldSHFUR___STDNGA_16,15.67629173,,
TO,2017,PUBBDGMUNOldWH______STDNGA_16,2.443902517,,
TO,2017,PUBBDGPSINewAE______STDNGA_16,0,,
TO,2017,PUBBDGPSINewSC______STDNGA_16,0,,
TO,2017,PUBBDGPSINewSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGPSINewSHFUR___STDNGA_16,0,,
TO,2017,PUBBDGPSINewWH______STDNGA_16,0,,
TO,2017,PUBBDGPSIOldAE______STDNGA_16,0.0259154,,
TO,2017,PUBBDGPSIOldSC______STDNGA_16,0.20201617,,
TO,2017,PUBBDGPSIOldSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGPSIOldSHFUR___STDNGA_16,4.090087442,,
TO,2017,PUBBDGPSIOldWH______STDNGA_16,11.7272834,,
TO,2017,PUBBDGSBDNewAE______STDNGA_16,0,,
TO,2017,PUBBDGSBDNewSC______STDNGA_16,0,,
TO,2017,PUBBDGSBDNewSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGSBDNewSHFUR___STDNGA_16,0,,
TO,2017,PUBBDGSBDNewWH______STDNGA_16,0,,
TO,2017,PUBBDGSBDOldAE______STDNGA_16,1.274260612,,
TO,2017,PUBBDGSBDOldSC______STDNGA_16,2.006542341,,
TO,2017,PUBBDGSBDOldSHFUR___HIGNGA_16,0,,
TO,2017,PUBBDGSBDOldSHFUR___STDNGA_16,11.40385509,,
TO,2017,PUBBDGSBDOldWH______STDNGA_16,5.557263967,,
TO,2017,PUBBDGHSPNewSH_________DHE_16,0,,
TO,2017,PUBBDGHSPOldSH_________DHE_16,67.36859954,,
TO,2017,PUBBDGMUNNewSH_________DHE_16,0,,
TO,2017,PUBBDGMUNOldSH_________DHE_16,12.99523934,,
TO,2017,PUBBDGPSINewSH_________DHE_16,0,,
TO,2017,PUBBDGPSIOldSH_________DHE_16,179.1140061,,
TO,2017,PUBBDGSBDNewSH_________DHE_16,0,,
TO,2017,PUBBDGSBDOldSH_________DHE_16,43.70356252,,
TO,2017,PUBBDGHSPNewAE______STDELC_16,0,,
TO,2017,PUBBDGHSPNewAM______STDELC_16,0,,
TO,2017,PUBBDGHSPNewLIFLC___STDELC_16,0,,
TO,2017,PUBBDGHSPNewLIFLU___STDELC_16,0,,
TO,2017,PUBBDGHSPNewLIHAL___STDELC_16,0,,
TO,2017,PUBBDGHSPNewLIINC___STDELC_16,0,,
TO,2017,PUBBDGHSPNewLILED___STDELC_16,0,,
TO,2017,PUBBDGHSPNewSC______STDELC_16,0,,
TO,2017,PUBBDGHSPNewSHFUR___STDELC_16,0,,
TO,2017,PUBBDGHSPNewSHHEP___STDELC_16,0,,
TO,2017,PUBBDGHSPNewSHPLT___STDELC_16,0,,
TO,2017,PUBBDGHSPNewWH______STDELC_16,0,,
TO,2017,PUBBDGHSPOldAE______STDELC_16,3.025964772,,
TO,2017,PUBBDGHSPOldAM______STDELC_16,0.559593344,,
TO,2017,PUBBDGHSPOldLIFLC___STDELC_16,0,,
TO,2017,PUBBDGHSPOldLIFLU___STDELC_16,0,,
TO,2017,PUBBDGHSPOldLIHAL___STDELC_16,43.5272833,,
TO,2017,PUBBDGHSPOldLIINC___STDELC_16,139.8005134,,
TO,2017,PUBBDGHSPOldLILED___STDELC_16,0,,
TO,2017,PUBBDGHSPOldSC______STDELC_16,5.38921967,,
TO,2017,PUBBDGHSPOldSHFUR___STDELC_16,0.28911608,,
TO,2017,PUBBDGHSPOldSHHEP___STDELC_16,0,,
TO,2017,PUBBDGHSPOldSHPLT___STDELC_16,0.491558771,,
TO,2017,PUBBDGHSPOldWH______STDELC_16,3.168773422,,
TO,2017,PUBBDGMUNNewAE______STDELC_16,0,,
TO,2017,PUBBDGMUNNewAM______STDELC_16,0,,
TO,2017,PUBBDGMUNNewLIFLC___STDELC_16,0,,
TO,2017,PUBBDGMUNNewLIFLU___STDELC_16,0,,
TO,2017,PUBBDGMUNNewLIHAL___STDELC_16,0,,
TO,2017,PUBBDGMUNNewLIINC___STDELC_16,0,,
TO,2017,PUBBDGMUNNewLILED___STDELC_16,0,,
TO,2017,PUBBDGMUNNewSC______STDELC_16,0,,
TO,2017,PUBBDGMUNNewSHFUR___STDELC_16,0,,
TO,2017,PUBBDGMUNNewSHHEP___STDELC_16,0,,
TO,2017,PUBBDGMUNNewSHPLT___STDELC_16,0,,
TO,2017,PUBBDGMUNNewWH______STDELC_16,0,,
TO,2017,PUBBDGMUNOldAE______STDELC_16,3.821268114,,
TO,2017,PUBBDGMUNOldAM______STDELC_16,1.243849331,,
TO,2017,PUBBDGMUNOldLIFLC___STDELC_16,0.159363968,,
TO,2017,PUBBDGMUNOldLIFLU___STDELC_16,1.165644732,,
TO,2017,PUBBDGMUNOldLIHAL___STDELC_16,27.79395523,,
TO,2017,PUBBDGMUNOldLIINC___STDELC_16,89.26836036,,
TO,2017,PUBBDGMUNOldLILED___STDELC_16,0.005135983,,
TO,2017,PUBBDGMUNOldSC______STDELC_16,10.7676754,,
TO,2017,PUBBDGMUNOldSHFUR___STDELC_16,0.65413093,,
TO,2017,PUBBDGMUNOldSHHEP___STDELC_16,0,,
TO,2017,PUBBDGMUNOldSHPLT___STDELC_16,1.112321617,,
TO,2017,PUBBDGMUNOldWH______STDELC_16,1.178062326,,
TO,2017,PUBBDGPSINewAE______STDELC_16,0,,
TO,2017,PUBBDGPSINewAM______STDELC_16,0,,
TO,2017,PUBBDGPSINewLIFLC___STDELC_16,0,,
TO,2017,PUBBDGPSINewLIFLU___STDELC_16,0,,
TO,2017,PUBBDGPSINewLIHAL___STDELC_16,0,,
TO,2017,PUBBDGPSINewLIINC___STDELC_16,0,,
TO,2017,PUBBDGPSINewLILED___STDELC_16,0,,
TO,2017,PUBBDGPSINewSC______STDELC_16,0,,
TO,2017,PUBBDGPSINewSHFUR___STDELC_16,0,,
TO,2017,PUBBDGPSINewSHHEP___STDELC_16,0,,
TO,2017,PUBBDGPSINewSHPLT___STDELC_16,0,,
TO,2017,PUBBDGPSINewWH______STDELC_16,0,,
TO,2017,PUBBDGPSIOldAE______STDELC_16,1.784327821,,
TO,2017,PUBBDGPSIOldAM______STDELC_16,0.385864582,,
TO,2017,PUBBDGPSIOldLIFLC___STDELC_16,0,,
TO,2017,PUBBDGPSIOldLIFLU___STDELC_16,0,,
TO,2017,PUBBDGPSIOldLIHAL___STDELC_16,66.06196511,,
TO,2017,PUBBDGPSIOldLIINC___STDELC_16,212.1771895,,
TO,2017,PUBBDGPSIOldLILED___STDELC_16,0.32832509,,
TO,2017,PUBBDGPSIOldSC______STDELC_16,2.807579636,,
TO,2017,PUBBDGPSIOldSHFUR___STDELC_16,0.232194602,,
TO,2017,PUBBDGPSIOldSHHEP___STDELC_16,0,,
TO,2017,PUBBDGPSIOldSHPLT___STDELC_16,0.394757382,,
TO,2017,PUBBDGPSIOldWH______STDELC_16,2.276685575,,
TO,2017,PUBBDGSBDNewAE______STDELC_16,0,,
TO,2017,PUBBDGSBDNewAM______STDELC_16,0,,
TO,2017,PUBBDGSBDNewLIFLC___STDELC_16,0,,
TO,2017,PUBBDGSBDNewLIFLU___STDELC_16,0,,
TO,2017,PUBBDGSBDNewLIHAL___STDELC_16,0,,
TO,2017,PUBBDGSBDNewLIINC___STDELC_16,0,,
TO,2017,PUBBDGSBDNewLILED___STDELC_16,0,,
TO,2017,PUBBDGSBDNewSC______STDELC_16,0,,
TO,2017,PUBBDGSBDNewSHFUR___STDELC_16,0,,
TO,2017,PUBBDGSBDNewSHHEP___STDELC_16,0,,
TO,2017,PUBBDGSBDNewSHPLT___STDELC_16,0,,
TO,2017,PUBBDGSBDNewWH______STDELC_16,0,,
TO,2017,PUBBDGSBDOldAE______STDELC_16,1.959601154,,
TO,2017,PUBBDGSBDOldAM______STDELC_16,0.82779127,,
TO,2017,PUBBDGSBDOldLIFLC___STDELC_16,0,,
TO,2017,PUBBDGSBDOldLIFLU___STDELC_16,0,,
TO,2017,PUBBDGSBDOldLIHAL___STDELC_16,47.9575701,,
TO,2017,PUBBDGSBDOldLIINC___STDELC_16,154.0296663,,
TO,2017,PUBBDGSBDOldLILED___STDELC_16,0,,
TO,2017,PUBBDGSBDOldSC______STDELC_16,6.139260834,,
TO,2017,PUBBDGSBDOldSHFUR___STDELC_16,0.499111925,,
TO,2017,PUBBDGSBDOldSHHEP___STDELC_16,0,,
TO,2017,PUBBDGSBDOldSHPLT___STDELC_16,0.84869617,,
TO,2017,PUBBDGSBDOldWH______STDELC_16,3.14409724,,
TO,2017,PUBBDGHSPNewSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGHSPNewWH______STDHFO_16,0,,
TO,2017,PUBBDGHSPOldSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGHSPOldWH______STDHFO_16,0,,
TO,2017,PUBBDGMUNNewSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGMUNNewWH______STDHFO_16,0,,
TO,2017,PUBBDGMUNOldSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGMUNOldWH______STDHFO_16,0,,
TO,2017,PUBBDGPSINewSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGPSINewWH______STDHFO_16,0,,
TO,2017,PUBBDGPSIOldSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGPSIOldWH______STDHFO_16,0,,
TO,2017,PUBBDGSBDNewSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGSBDNewWH______STDHFO_16,0,,
TO,2017,PUBBDGSBDOldSHFUR___STDHFO_16,0,,
TO,2017,PUBBDGSBDOldWH______STDHFO_16,0,,
TO,2017,PUBBDGHSPNewSHFUR___STDKER_16,0,,
TO,2017,PUBBDGHSPNewWH______STDKER_16,0,,
TO,2017,PUBBDGHSPOldSHFUR___STDKER_16,0,,
TO,2017,PUBBDGHSPOldWH______STDKER_16,0,,
TO,2017,PUBBDGMUNNewSHFUR___STDKER_16,0,,
TO,2017,PUBBDGMUNNewWH______STDKER_16,0,,
TO,2017,PUBBDGMUNOldSHFUR___STDKER_16,0,,
TO,2017,PUBBDGMUNOldWH______STDKER_16,0,,
TO,2017,PUBBDGPSINewSHFUR___STDKER_16,0,,
TO,2017,PUBBDGPSINewWH______STDKER_16,0,,
TO,2017,PUBBDGPSIOldSHFUR___STDKER_16,0,,
TO,2017,PUBBDGPSIOldWH______STDKER_16,0,,
TO,2017,PUBBDGSBDNewSHFUR___STDKER_16,0,,
TO,2017,PUBBDGSBDNewWH______STDKER_16,0,,
TO,2017,PUBBDGSBDOldSHFUR___STDKER_16,0,,
TO,2017,PUBBDGSBDOldWH______STDKER_16,0,,
TO,2017,PUBBDGHSPNewSHFUR___STDLFO_16,0,,
TO,2017,PUBBDGHSPNewWH______STDLFO_16,0,,
TO,2017,PUBBDGHSPOldSHFUR___STDLFO_16,0.891192612,,
TO,2017,PUBBDGHSPOldWH______STDLFO_16,8.138020758,,
TO,2017,PUBBDGMUNNewSHFUR___STDLFO_16,0,,
TO,2017,PUBBDGMUNNewWH______STDLFO_16,0,,
TO,2017,PUBBDGMUNOldSHFUR___STDLFO_16,0,,
TO,2017,PUBBDGMUNOldWH______STDLFO_16,0,,
TO,2017,PUBBDGPSINewSHFUR___STDLFO_16,0,,
TO,2017,PUBBDGPSINewWH______STDLFO_16,0,,
TO,2017,PUBBDGPSIOldSHFUR___STDLFO_16,0.185788074,,
TO,2017,PUBBDGPSIOldWH______STDLFO_16,9.596674388,,
TO,2017,PUBBDGSBDNewSHFUR___STDLFO_16,0,,
TO,2017,PUBBDGSBDNewWH______STDLFO_16,0,,
TO,2017,PUBBDGSBDOldSHFUR___STDLFO_16,0,,
TO,2017,PUBBDGSBDOldWH______STDLFO_16,0,,
TO,2017,PUBBDGHSPNewAE______STDPRO_16,0,,
TO,2017,PUBBDGHSPNewSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGHSPOldAE______STDPRO_16,0,,
TO,2017,PUBBDGHSPOldSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGMUNNewAE______STDPRO_16,0,,
TO,2017,PUBBDGMUNNewSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGMUNOldAE______STDPRO_16,0,,
TO,2017,PUBBDGMUNOldSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGPSINewAE______STDPRO_16,0,,
TO,2017,PUBBDGPSINewSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGPSIOldAE______STDPRO_16,0,,
TO,2017,PUBBDGPSIOldSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGSBDNewAE______STDPRO_16,0,,
TO,2017,PUBBDGSBDNewSHFUR___STDPRO_16,0,,
TO,2017,PUBBDGSBDOldAE______STDPRO_16,0,,
TO,2017,PUBBDGSBDOldSHFUR___STDPRO_16,0,,
TO,2018,PUBBDGHSPNewAE______STDNGA_16,0,,
