regions,tech,life,life_notes
TO,LDITRAINTROACAR___HYBGAS____23,15.0,Long DistanceTransportationInternationalRoadCarsHybridGasoline2023
TO,LDITRAINTROACAR___PHEVGASELC_23,15.0,Long DistanceTransportationInternationalRoadCarsPlug Hybrid VehicleGasolineElectricity2023
TO,LDITRAINTROACAR___CELLHH2____23,15.0,Long DistanceTransportationInternationalRoadCarsFuel Cell VehicleHydrogen2023
TO,LDITRAINTROACAR___CONVNGABIF_23,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalNatural GasBi Fuel2023
TO,LDITRAINTROACAR___CONVNGA____23,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalNatural Gas2023
TO,LDITRAINTROACAR___CONVPROBIF_23,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalPropaneBi Fuel2023
TO,LDITRAINTROACAR___CONVPRO____23,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalPropane2023
TO,LDITRAINTROACAR___CONVRDSL____23,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalRenewable Diesel2023
TO,LDITRAINTROACAR___HYBRDSL____23,15.0,Long DistanceTransportationInternationalRoadCarsHybridRenewable Diesel2023
TO,LDITRAINTROACAR___CONVNGA____16,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalNatural Gas2016
TO,LDITRAINTROACAR___CONVGAS____16,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalGasoline2016
TO,LDITRAINTROACAR___CONVDSL____16,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalDiesel2016
TO,LDITRAINTROACAR___CONVPRO____16,15.0,Long DistanceTransportationInternationalRoadCarsConventionnalPropane2016
TO,LDITRAINTROATRULGTCONVDSL____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,LDITRAINTROATRULGTHYBDSL____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksHybridDiesel2023
TO,LDITRAINTROATRULGTBEV320BELC____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light Trucks320VElectricityBattery Electric Vehicle2023
TO,LDITRAINTROATRULGTBEV480BELC____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light Trucks480VElectricityBattery Electric Vehicle2023
TO,LDITRAINTROATRULGTBEV640BELC____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light Trucks640VElectricityBattery Electric Vehicle2023
TO,LDITRAINTROATRULGTCONVGAS____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalGasoline2023
TO,LDITRAINTROATRULGTHYBGAS____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksHybridGasoline2023
TO,LDITRAINTROATRULGTPHEVGASELC_23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksPlug Hybrid VehicleGasolineElectricity2023
TO,LDITRAINTROATRULGTCELLHH2____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksFuel Cell VehicleHydrogen2023
TO,LDITRAINTROATRULGTCONVNGABIF_23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalNatural GasBi Fuel2023
TO,LDITRAINTROATRULGTCONVNGA____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalNatural Gas2023
TO,LDITRAINTROATRULGTCONVPROBIF_23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalPropaneBi Fuel2023
TO,LDITRAINTROATRULGTCONVPRO____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalPropane2023
TO,LDITRAINTROATRULGTCONVRDSL____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalRenewable Diesel2023
TO,LDITRAINTROATRULGTHYBRDSL____23,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksHybridRenewable Diesel2023
TO,LDITRAINTROATRULGTCONVNGA____16,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalNatural Gas2016
TO,LDITRAINTROATRULGTCONVGAS____16,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalGasoline2016
TO,LDITRAINTROATRULGTCONVDSL____16,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalDiesel2016
TO,LDITRAINTROATRULGTCONVPRO____16,15.0,Long DistanceTransportationInternationalRoadTruckPassenger Light TrucksConventionnalPropane2016
TO,LDITRAINTROABUSIUBCATEDSLELC_25,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusCatenaryDieselElectricity2025
TO,LDITRAINTROABUSIUBCONVDSL____23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusConventionnalDiesel2023
TO,LDITRAINTROABUSIUBHYBDSL____23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusHybridDiesel2023
TO,LDITRAINTROABUSIUBPHEVDSLELC_23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusPlug Hybrid VehicleDieselElectricity2023
TO,LDITRAINTROABUSIUBBEVBELC____25,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusBattery Electric VehicleBattery Electric Vehicle2025
TO,LDITRAINTROABUSIUBCATEELC____25,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusCatenaryElectricity2025
TO,LDITRAINTROABUSIUBCONVGAS____23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusConventionnalGasoline2023
TO,LDITRAINTROABUSIUBCELLHH2____23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusFuel Cell VehicleHydrogen2023
TO,LDITRAINTROABUSIUBCATENGAELC_25,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusCatenaryNatural GasElectricity2025
TO,LDITRAINTROABUSIUBCONVNGA____23,15.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusConventionnalNatural Gas2023
TO,LDITRAINTROABUSIUBPHEVNGAELC_23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusPlug Hybrid VehicleNatural GasElectricity2023
TO,LDITRAINTROABUSIUBCATERDSLELC_25,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusCatenaryRenewable DieselElectricity2025
TO,LDITRAINTROABUSIUBCONVRDSL____23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusConventionnalRenewable Diesel2023
TO,LDITRAINTROABUSIUBHYBRDSL____23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusHybridRenewable Diesel2023
TO,LDITRAINTROABUSIUBPHEVRDSLELC_23,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusPlug Hybrid VehicleRenewable DieselElectricity2023
TO,LDITRAINTROABUSIUBCONVGAS____16,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusConventionnalGasoline2016
TO,LDITRAINTROABUSIUBCONVDSL____16,10.0,Long DistanceTransportationInternationalRoadInter-city BusesInter Urban BusConventionnalDiesel2016
TO,LDITRADOMRAI_________HH2____25,30.0,Long DistanceTransportationDomesticRailHydrogen2025
TO,LDITRADOMRAI_________DSL____23,50.0,Long DistanceTransportationDomesticRailDiesel2023
TO,LDITRADOMRAI_________RDSL____23,50.0,Long DistanceTransportationDomesticRailRenewable Diesel2023
TO,LDITRADOMRAI_________ELC____25,30.0,Long DistanceTransportationDomesticRailElectricity2025
TO,LDITRADOMRAI_________DSL____16,50.0,Long DistanceTransportationDomesticRailDiesel2016
TO,LDITRAINTRAI_________HH2____25,30.0,Long DistanceTransportationInternationalRailHydrogen2025
TO,LDITRAINTRAI_________DSL____23,50.0,Long DistanceTransportationInternationalRailDiesel2023
TO,LDITRAINTRAI_________RDSL____23,50.0,Long DistanceTransportationInternationalRailRenewable Diesel2023
TO,LDITRAINTRAI_________ELC____25,30.0,Long DistanceTransportationInternationalRailElectricity2025
TO,LDITRAINTRAI_________DSL____16,50.0,Long DistanceTransportationInternationalRailDiesel2016
TO,LDITRADOMAIR______STDAGA____23,25.0,Long DistanceTransportationDomesticAirStandardAviation Gasoline2023
TO,LDITRADOMAIR______IMPATF____25,25.0,Long DistanceTransportationDomesticAirImprovedAviation Turbo Fuel2025
TO,LDITRADOMAIR______IMPATF____35,25.0,Long DistanceTransportationDomesticAirImprovedAviation Turbo Fuel2035
TO,LDITRADOMAIR______IMPATF____45,25.0,Long DistanceTransportationDomesticAirImprovedAviation Turbo Fuel2045
TO,LDITRADOMAIR______STDATF____23,25.0,Long DistanceTransportationDomesticAirStandardAviation Turbo Fuel2023
TO,LDITRADOMAIR______STDAGA____16,25.0,Long DistanceTransportationDomesticAirStandardAviation Gasoline2016
TO,LDITRADOMAIR______STDATF____16,25.0,Long DistanceTransportationDomesticAirStandardAviation Turbo Fuel2016
TO,LDITRAINTAIR______STDAGA____23,25.0,Long DistanceTransportationInternationalAirStandardAviation Gasoline2023
TO,LDITRAINTAIR______IMPATF____25,25.0,Long DistanceTransportationInternationalAirImprovedAviation Turbo Fuel2025
TO,LDITRAINTAIR______IMPATF____35,25.0,Long DistanceTransportationInternationalAirImprovedAviation Turbo Fuel2035
TO,LDITRAINTAIR______IMPATF____45,25.0,Long DistanceTransportationInternationalAirImprovedAviation Turbo Fuel2045
TO,LDITRAINTAIR______STDATF____23,25.0,Long DistanceTransportationInternationalAirStandardAviation Turbo Fuel2023
TO,LDITRAINTAIR______STDAGA____16,25.0,Long DistanceTransportationInternationalAirStandardAviation Gasoline2016
TO,LDITRAINTAIR______STDATF____16,25.0,Long DistanceTransportationInternationalAirStandardAviation Turbo Fuel2016
