"Building capacity per subsector, per end use, per input energy, and per period"
t_periods,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Capacity_units,Capacities
2016,Residential,Space Cooling,Central,___,Electricity,Standard,MW,1934.018384743168
2016,Residential,Space Cooling,Room,___,Electricity,Standard,MW,130.76142854706472
2016,Residential,Space Cooling,___,___,District Cooling,___,MW,79.8476782334255
2016,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,13.702911124491482
2016,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.020813790423682497
2016,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.021048817725815516
2016,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,59.75323876318618
2016,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,3535.092733763758
2016,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,1135.515138696108
2016,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.02127752326856191
2016,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,1086.3470872142202
2016,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,306.29543640323584
2016,Residential,Space Heating,___,___,District Heating,___,MW,186.54807074055503
2016,Residential,Water Heating,___,___,Biomass,Standard,MW,0.2309966489160512
2016,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.2398802675880699
2016,Residential,Water Heating,___,___,District Heating,___,MW,72.6360481027685
2016,Residential,Water Heating,___,___,Electricity,Standard,MW,79.79434516105867
2016,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.23188289921928987
2016,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,4.289477431044007
2016,Residential,Water Heating,___,___,Natural Gas,Standard,MW,728.5678097695817
2016,Residential,Water Heating,___,___,Propane,Standard,MW,0.2377713928156581
2017,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,686.6799564844229
2017,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,68.67706963068022
2017,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,38.28935134339124
2017,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,71.2533681800955
2017,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1966.831140980655
2017,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,14431.675081227326
2017,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4263.93144927
2017,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13694.852260639998
2017,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,62.934418254966914
2017,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,82.42177213803234
2017,Commercial,Space Cooling,___,___,District Cooling,___,MW,111.28575317853092
2017,Commercial,Space Cooling,___,___,Electricity,Standard,MW,803.794339066268
2017,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,37.37694089906121
2017,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.3330409725641241
2017,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.33475621077664497
2017,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.33477226110141084
2017,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,17.23967609930681
2017,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.6760059469688395
2017,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,3165.7913992223757
2017,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,68.82583705381623
2017,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,125.56240148725266
2017,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,172.30070460196382
2017,Commercial,Space Heating,___,___,District Heating,___,MW,297.0956372653644
2017,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,4274.306814383819
2017,Commercial,Water Heating,___,___,District Heating,___,MW,22.66060780308109
2017,Commercial,Water Heating,___,___,Electricity,Standard,MW,13.567765079295759
2017,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.29600649303589166
2017,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.2960115456536576
2017,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,9.46458144508832
2017,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,246.15952338506625
2017,Commercial,Water Heating,___,___,Propane,Standard,MW,3.5284949833644137
2017,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,80.32898761962652
2017,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,9.928032950066441
2017,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,16.780751865368536
2017,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,128.64957411516926
2017,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,946.034240975433
2017,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,279.4710377
2017,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,897.6023696
2017,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,4.126732992898177
2017,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,5.50499851351976
2017,Public,Space Cooling,___,___,District Cooling,___,MW,36.820089608182364
2017,Public,Space Cooling,___,___,Electricity,Standard,MW,356.9844399514767
2017,Public,Space Cooling,___,___,Natural Gas,Standard,MW,47.067882975709736
2017,Public,Space Heating,Furnace,___,Electricity,Standard,MW,30.72818876871778
2017,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,28.322854975967633
2017,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.0007989638481442022
2017,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,614.3807965242271
2017,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,52.256166379345416
2017,Public,Space Heating,___,___,District Heating,___,MW,157.519392061065
2017,Public,Water Heating,___,___,District Heating,___,MW,29.3011665208269
2017,Public,Water Heating,___,___,Electricity,Standard,MW,4.320220815772305
2017,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.46797250548793035
2017,Public,Water Heating,___,___,Kerosene,Standard,MW,0.4681129152339708
2017,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,7.717152184801303
2017,Public,Water Heating,___,___,Natural Gas,Standard,MW,43.86329527890782
2017,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,15345.780699828576
2017,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,1101.5124392367738
2017,Residential,Clothe Dryer,___,___,Natural Gas,Standard,kunits,75.32903745175135
2017,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,1075.8902059326329
2017,Residential,Dish Washer,___,___,Electricity,Standard,kunits,731.5072900890472
2017,Residential,Freezer,___,___,Electricity,Standard,kunits,351.7812302442871
2017,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,293.4899720895199
2017,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,2056.9919345982607
2017,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,600.2309114
2017,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1927.4833287
2017,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,36.157947321731505
2017,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,36.01957185229639
2017,Residential,Range,___,___,Electricity,Standard,kunits,3571.2498644182097
2017,Residential,Range,___,___,Natural Gas,Standard,kunits,64.40526064052892
2017,Residential,Refrigerator,___,___,Electricity,Standard,kunits,895.5450829107399
2017,Residential,Space Cooling,Central,___,Electricity,Standard,MW,1948.9863041039275
2017,Residential,Space Cooling,Room,___,Electricity,Standard,MW,132.8130551739918
2017,Residential,Space Cooling,___,___,District Cooling,___,MW,126.521054178439
2017,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,14.452371122609815
2017,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.0402699245754759
2017,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.039703241130159286
2017,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,51.8014952582437
2017,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,3537.642298025537
2017,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,1137.904674869283
2017,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.040582806250154646
2017,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,1087.3910234532016
2017,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,319.06931577181103
2017,Residential,Space Heating,___,___,District Heating,___,MW,1076.0306740769088
2017,Residential,Water Heating,___,___,Biomass,Standard,MW,0.48773726443165927
2017,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.504653699849293
2017,Residential,Water Heating,___,___,District Heating,___,MW,76.59241937583636
2017,Residential,Water Heating,___,___,Electricity,Standard,MW,80.45105528977962
2017,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.5043228139816747
2017,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,4.552315837294115
2017,Residential,Water Heating,___,___,Natural Gas,Standard,MW,734.5639287679478
2017,Residential,Water Heating,___,___,Propane,Standard,MW,0.5044928771955068
2018,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,691.0149591045348
2018,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,69.23800014951462
2018,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,38.58418883165627
2018,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,71.75561354800064
2018,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1978.9838236754929
2018,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,14514.73334720055
2018,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4290.04508146
2018,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13778.7236691
2018,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,62.934418254966914
2018,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,102.63968841778238
2018,Commercial,Space Cooling,___,___,District Cooling,___,MW,111.9935859860664
2018,Commercial,Space Cooling,___,___,Electricity,Standard,MW,808.3664361249575
2018,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,37.752005809997875
2018,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.5273371875989531
2018,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.5387467808023442
2018,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.5385771617332172
2018,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,16.668084818303853
2018,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,1.0613324332798681
2018,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,3057.648795732411
2018,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,87.24994894381074
2018,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,241.24724166947803
2018,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,173.42557419989777
2018,Commercial,Space Heating,___,___,District Heating,___,MW,358.7640163537843
2018,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,4300.2379922762175
2018,Commercial,Water Heating,___,___,District Heating,___,MW,28.00877345408452
2018,Commercial,Water Heating,___,___,Electricity,Standard,MW,13.342556371741532
2018,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,1.1994509998007286
2018,Commercial,Water Heating,___,___,Kerosene,Standard,MW,1.1992219648002729
2018,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,9.366927578987301
2018,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,245.32785359916747
2018,Commercial,Water Heating,___,___,Propane,Standard,MW,3.5749151056647457
2018,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,80.75350269430965
2018,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,9.990348202727589
2018,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,16.881402981275738
2018,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,129.53457521503415
2018,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,952.2862711300718
2018,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,281.06012951
2018,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,902.7061973
2018,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,4.1267329928981775
2018,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,6.808519563331436
2018,Public,Space Cooling,___,___,District Cooling,___,MW,44.56624228624866
2018,Public,Space Cooling,___,___,Electricity,Standard,MW,356.2661600441654
2018,Public,Space Cooling,___,___,Natural Gas,Standard,MW,49.8119771288043
2018,Public,Space Heating,Furnace,___,Electricity,Standard,MW,30.930865952092567
2018,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,28.461897666185777
2018,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.0015255664220557325
2018,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,619.4377142983553
2018,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,52.559399695737596
2018,Public,Space Heating,___,___,District Heating,___,MW,158.13541263073756
2018,Public,Water Heating,___,___,District Heating,___,MW,37.033396777886914
2018,Public,Water Heating,___,___,Electricity,Standard,MW,4.309246004220061
2018,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.6998051965736709
2018,Public,Water Heating,___,___,Kerosene,Standard,MW,0.7000826496821612
2018,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,6.928848793235613
2018,Public,Water Heating,___,___,Natural Gas,Standard,MW,40.55220597854084
2018,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,15514.897792193333
2018,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,1140.9210444535406
2018,Residential,Clothe Dryer,___,___,Natural Gas,Standard,kunits,50.21935830116756
2018,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,1087.9745202572185
2018,Residential,Dish Washer,___,___,Electricity,Standard,kunits,739.7261562169235
2018,Residential,Freezer,___,___,Electricity,Standard,kunits,355.39289736711356
2018,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,293.8496580572817
2018,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,2073.2047943588204
2018,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,604.1522843
2018,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1940.5545611999999
2018,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,42.15261039533796
2018,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,41.98766881517874
2018,Residential,Range,___,___,Electricity,Standard,kunits,3658.080569609447
2018,Residential,Range,___,___,Natural Gas,Standard,kunits,64.40526064052892
2018,Residential,Refrigerator,___,___,Electricity,Standard,kunits,905.543314554696
2018,Residential,Space Cooling,Central,___,Electricity,Standard,MW,1931.8855678723228
2018,Residential,Space Cooling,Room,___,Electricity,Standard,MW,135.06499723522566
2018,Residential,Space Cooling,___,___,District Cooling,___,MW,171.5944551969135
2018,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,14.581436112779539
2018,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.05718034065883633
2018,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.05634857020900039
2018,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,52.63312615534987
2018,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,3545.104355809383
2018,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,1143.900847435162
2018,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.05733547405114528
2018,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,1089.5986516441099
2018,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,319.49045654199756
2018,Residential,Space Heating,___,___,District Heating,___,MW,1139.565828377469
2018,Residential,Water Heating,___,___,Biomass,Standard,MW,11.878333177823988
2018,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,12.282861103807061
2018,Residential,Water Heating,___,___,District Heating,___,MW,79.83563391151596
2018,Residential,Water Heating,___,___,Electricity,Standard,MW,75.31508010247029
2018,Residential,Water Heating,___,___,Kerosene,Standard,MW,11.950805086280162
2018,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,14.00265546572977
2018,Residential,Water Heating,___,___,Natural Gas,Standard,MW,693.2667551334471
2018,Residential,Water Heating,___,___,Propane,Standard,MW,12.159933785467977
2019,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,695.3911249529099
2019,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,69.90907569651908
2019,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,38.933458214280975
2019,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,72.32469085741157
2019,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,2002.4017760949737
2019,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,14594.033519530294
2019,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4316.15885733
2019,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13862.59553848
2019,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,62.934418254966914
2019,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,117.83559932618823
2019,Commercial,Space Cooling,___,___,District Cooling,___,MW,112.69700117042188
2019,Commercial,Space Cooling,___,___,Electricity,Standard,MW,812.9887647471522
2019,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,38.26227080064449
2019,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.7090299825059609
2019,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.7213819282139895
2019,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.7213103778898292
2019,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,16.911594280176356
2019,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,1.4188012924060702
2019,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,3069.058095647593
2019,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,91.51007776939284
2019,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,245.27989083105908
2019,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,174.74071869725884
2019,Commercial,Space Heating,___,___,District Heating,___,MW,360.9330756456618
2019,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,4326.178971777034
2019,Commercial,Water Heating,___,___,District Heating,___,MW,28.336485548499347
2019,Commercial,Water Heating,___,___,Electricity,Standard,MW,13.810220079272264
2019,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,1.5856208849968874
2019,Commercial,Water Heating,___,___,Kerosene,Standard,MW,1.585546405008766
2019,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,9.772923065332014
2019,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,246.58134417394606
2019,Commercial,Water Heating,___,___,Propane,Standard,MW,3.9543656871970714
2019,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,81.17849048141733
2019,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,10.053920735010731
2019,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.0005538165677508289
2019,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,16.982571872564403
2019,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,130.85642038242065
2019,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,958.732408384631
2019,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,282.64921504
2019,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,907.8100047
2019,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,4.126732992898177
2019,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,7.821174273376129
2019,Public,Space Cooling,___,___,District Cooling,___,MW,52.86464628289918
2019,Public,Space Cooling,___,___,Electricity,Standard,MW,357.9731666932113
2019,Public,Space Cooling,___,___,Natural Gas,Standard,MW,50.53490978427356
2019,Public,Space Heating,Furnace,___,Electricity,Standard,MW,31.1396107092202
2019,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.0005423090340951267
2019,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.0005422983751499168
2019,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,28.6051958892299
2019,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.002180213764069499
2019,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,623.3001156145419
2019,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.0005457900141469393
2019,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.0005419245173884421
2019,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,52.86301794577948
2019,Public,Space Heating,___,___,District Heating,___,MW,158.74751615879578
2019,Public,Water Heating,___,___,District Heating,___,MW,45.60264262494307
2019,Public,Water Heating,___,___,Electricity,Standard,MW,4.701301378733039
2019,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.911966237795658
2019,Public,Water Heating,___,___,Kerosene,Standard,MW,0.912371779766618
2019,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,7.209330414806554
2019,Public,Water Heating,___,___,Natural Gas,Standard,MW,41.09952222999456
2019,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,15683.992887531227
2019,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,1154.0735087959158
2019,Residential,Clothe Dryer,___,___,Natural Gas,Standard,kunits,50.21935830116756
2019,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,1100.1310577029064
2019,Residential,Dish Washer,___,___,Electricity,Standard,kunits,747.584843905021
