"Waste Capacity per end use,  per plants, per technology type, and per period"
t_periods,Sub,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Capacity_units,Capacities
2023,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,1.0722446426134178
2023,Solid,Green Bin,Dufferin,Gasification,Central,MW,0.208871633817341
2023,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,0.7253461697724095
2023,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2023,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,1.144264933421283
2023,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.10236598101362523
2023,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,0.9045176229309791
2023,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,7.745365718824571
2023,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2023,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,13.639393936104192
2023,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.04471501081199861
2023,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,8.201273609522605
2023,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2023,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,15.266201365108934
2023,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.04543255671806197
2023,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,23.332467638385914
2023,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,22.588956885658646
2023,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.048225660368750846
2023,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,9.20467239604665
2023,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2023,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,18.52978273394212
2023,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.046708354230437
2023,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,63.284415913768605
2023,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2023,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,30.03582482832756
2023,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.019079592790173797
2023,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,70.69000828194437
2023,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2023,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,39.15345979573574
2023,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.01938081182917304
2023,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,10.515770534024643
2023,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,9.538269590899503
2023,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.04199992487037445
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,6.359995725968044
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.22410491550621628
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,9.136404681841654
2023,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2023,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,6.166870311261925
2023,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.2244015763344126
2023,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,9.144738001378576
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,5.847986755238874
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.1958534979131428
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,8.624622248084487
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2024,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,53.360064592063736
2024,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,57.26816263418177
2024,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.036497956515150545
2024,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2024,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,2.16318689166741
2024,Solid,Green Bin,Dufferin,Gasification,Central,MW,0.5509344431722752
2024,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,1.3097235519051535
2024,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2024,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,2.2295773280696594
2024,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.2193282219579614
2024,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,1.6009476689850772
2024,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,14.739266907927568
2024,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2024,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,32.52400307901879
2024,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.08579482183331301
2024,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,15.62003128364918
2024,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2024,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,36.73715206177674
2024,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.08718102533514283
2024,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,54.54759970142223
2024,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,55.13940834735322
2024,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.09260278866432116
2024,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,17.56300138494061
2024,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2024,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,45.608254342677235
2024,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.08965097289062945
2024,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1146.6432067029484
2024,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2024,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,554.3855846249586
2024,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.036698937167818434
2024,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1450.6630727588295
2024,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2024,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1443.6451996589924
2024,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.03730778707166231
2024,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,22.70786237958314
2024,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,21.1164690205936
2024,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.08056261255340169
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,7.098900404385265
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.23412669583251
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,9.952527480035164
2024,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2024,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,6.884555644339999
2024,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.23406318335811716
2024,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,9.959184870739223
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,6.516479432599758
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.20474986100455844
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,9.382391269654912
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2025,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,125.81589419471
2025,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,132.29502445102943
2025,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.05225656384851946
2025,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2025,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,3.1651923628885164
2025,Solid,Green Bin,Dufferin,Gasification,Central,MW,0.8932247034831751
2025,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,1.7791051112852057
2025,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2025,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,3.228635669019303
2025,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.32023581228349557
2025,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,2.180266070436032
2025,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,21.083301545363987
2025,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2025,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,185.82970631102057
2025,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.1228515980658542
2025,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,22.365630219546887
2025,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2025,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,260.93361642877375
2025,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.12484844905779093
2025,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,777.0873292266243
2025,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,815.6858323351752
2025,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.13268732246739426
2025,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,25.204413862816324
2025,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2025,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,493.92178109084966
2025,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.12841316508268508
2025,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1162.1111684048765
2025,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2025,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1220.0783197674186
2025,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.05246191648790632
2025,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1459.110293030681
2025,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2025,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1533.276763037702
2025,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.05306700914779715
2025,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,52.82792321363864
2025,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,52.95428331823862
2025,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.11532696325037786
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,7.814477947939166
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.243551770003257
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,10.702485994078888
2025,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2025,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,7.57940404362358
