regions,tech,growthrate_seed,growthrate_seed_units,growthrate_seed_notes
TO,COMBDGICINewSHFUR___ESRNGA_23,0,,
TO,COMBDGICINewSHFUR___STDNGA_23,0,,
TO,COMBDGICINewSHHEP___STDNGA_23,0,,
TO,COMBDGICINewSHFUR___HIGPRO_23,0,,
TO,COMBDGICINewSHFUR___ESRPRO_23,0,,
TO,COMBDGICINewSHFUR___STDPRO_23,0,,
TO,COMBDGICINewSHZTM___STDETHOS_23,0,,
TO,COMBDGICINewSHZTM___MEDETHOS_23,0,,
TO,COMBDGICINewSHZTM___HIGETHOS_23,0,,
TO,COMBDGICINewWHSYS___STDBMA_23,0,,
TO,COMBDGICINewWHHEP___HIGELC_23,0,,
TO,COMBDGICINewWHHEP___ESRELC_23,0,,
TO,COMBDGICINewWHHEP___STDELC_23,0,,
TO,COMBDGICINewWHWTK___HIGELC_23,0,,
TO,COMBDGICINewWHWTK___STDELC_23,0,,
TO,COMBDGICINewWHSYS___STDHFO_23,0,,
TO,COMBDGICINewWHSYS___STDKER_23,0,,
TO,COMBDGICINewWHSYS___STDLFO_23,0,,
TO,COMBDGICINewWHWTK___HIGNGA_23,0,,
TO,COMBDGICINewWHWTK___ESRNGA_23,0,,
TO,COMBDGICINewWHWTK___STDNGA_23,0,,
TO,COMBDGICINewWHSYS___STDBWP_23,0,,
TO,COMBDGICINewWHSYS___ESRPRO_23,0,,
TO,COMBDGICINewWHSTHBCKSTDELC_23,0,,
TO,COMBDGICINewWHSTHBCKSTDNGA_23,0,,
TO,COMBDGICINewSLLED___HIGELC_23,0,,
TO,COMBDGOFFOldSHZTM___STDETHOS_23,13.96402044,,
TO,COMBDGOFFOldSHZTM___MEDETHOS_23,13.96402044,,
TO,COMBDGOFFOldSHZTM___HIGETHOS_23,13.96402044,,
TO,COMBDGEDSOldSHZTM___STDETHOS_23,4.26822741,,
TO,COMBDGRTTOldSHZTM___STDETHOS_23,5.522484518,,
TO,COMBDGEDSOldSHZTM___MEDETHOS_23,4.26822741,,
TO,COMBDGEDSOldSHZTM___HIGETHOS_23,4.26822741,,
TO,COMBDGRTTOldSHZTM___MEDETHOS_23,5.522484518,,
TO,COMBDGRTTOldSHZTM___HIGETHOS_23,5.522484518,,
TO,COMBDGHLCOldSHZTM___STDETHOS_23,2.353013524,,
TO,COMBDGWSTOldSHZTM___STDETHOS_23,3.471490656,,
TO,COMBDGHLCOldSHZTM___MEDETHOS_23,2.353013524,,
TO,COMBDGWSTOldSHZTM___MEDETHOS_23,3.471490656,,
TO,COMBDGHLCOldSHZTM___HIGETHOS_23,2.353013524,,
TO,COMBDGWSTOldSHZTM___HIGETHOS_23,3.471490656,,
TO,COMBDGOTSOldSHZTM___STDETHOS_23,1.799538212,,
TO,COMBDGOTSOldSHZTM___MEDETHOS_23,1.799538212,,
TO,COMBDGOTSOldSHZTM___HIGETHOS_23,1.799538212,,
TO,COMBDGAFSOldSHZTM___STDETHOS_23,1.586021832,,
TO,COMBDGOFFNewSHZTM___STDETHOS_23,1.501295732,,
TO,COMBDGAEROldSHZTM___STDETHOS_23,1.477741877,,
TO,COMBDGAFSOldSHZTM___MEDETHOS_23,1.586021832,,
TO,COMBDGAFSOldSHZTM___HIGETHOS_23,1.586021832,,
TO,COMBDGOFFNewSHZTM___MEDETHOS_23,1.501295732,,
TO,COMBDGAEROldSHZTM___MEDETHOS_23,1.477741877,,
TO,COMBDGOFFNewSHZTM___HIGETHOS_23,1.501295732,,
TO,COMBDGAEROldSHZTM___HIGETHOS_23,1.477741877,,
TO,COMBDGTAWOldSHZTM___STDETHOS_23,1.110695769,,
TO,COMBDGTAWOldSHZTM___MEDETHOS_23,1.110695769,,
TO,COMBDGTAWOldSHZTM___HIGETHOS_23,1.110695769,,
TO,COMBDGRTTNewSHZTM___STDETHOS_23,0.735579409,,
TO,COMBDGRTTNewSHZTM___MEDETHOS_23,0.735579409,,
TO,COMBDGRTTNewSHZTM___HIGETHOS_23,0.735579409,,
TO,COMBDGHLCNewSHZTM___STDETHOS_23,0.415232482,,
TO,COMBDGEDSNewSHZTM___STDETHOS_23,0.412716526,,
TO,COMBDGHLCNewSHZTM___MEDETHOS_23,0.415232482,,
TO,COMBDGHLCNewSHZTM___HIGETHOS_23,0.415232482,,
TO,COMBDGEDSNewSHZTM___MEDETHOS_23,0.412716526,,
TO,COMBDGEDSNewSHZTM___HIGETHOS_23,0.412716526,,
TO,COMBDGOTSNewSHZTM___STDETHOS_23,0.283632759,,
TO,COMBDGTAWNewSHZTM___STDETHOS_23,0.279297318,,
TO,COMBDGOTSNewSHZTM___MEDETHOS_23,0.283632759,,
TO,COMBDGTAWNewSHZTM___MEDETHOS_23,0.279297318,,
TO,COMBDGOTSNewSHZTM___HIGETHOS_23,0.283632759,,
TO,COMBDGTAWNewSHZTM___HIGETHOS_23,0.279297318,,
TO,COMBDGICIOldSHZTM___STDETHOS_23,0.218212864,,
TO,COMBDGICIOldSHZTM___MEDETHOS_23,0.218212864,,
TO,COMBDGICIOldSHZTM___HIGETHOS_23,0.218212864,,
TO,COMBDGWSTNewSHZTM___STDETHOS_23,0.169953967,,
TO,COMBDGWSTNewSHZTM___MEDETHOS_23,0.169953967,,
TO,COMBDGWSTNewSHZTM___HIGETHOS_23,0.169953967,,
TO,COMBDGAERNewSHZTM___STDETHOS_23,0.107659013,,
TO,COMBDGAERNewSHZTM___MEDETHOS_23,0.107659013,,
TO,COMBDGAERNewSHZTM___HIGETHOS_23,0.107659013,,
TO,COMBDGAFSNewSHZTM___STDETHOS_23,0.056425536,,
TO,COMBDGAFSNewSHZTM___MEDETHOS_23,0.056425536,,
TO,COMBDGAFSNewSHZTM___HIGETHOS_23,0.056425536,,
TO,COMBDGAFSOldLIFLUT5STDELC_23,818.8253337,,
TO,COMBDGAEROldLIFLUT5STDELC_23,748.5134366,,
TO,COMBDGAFSOldAM______STDELC_23,2.874723529,,
TO,COMBDGAEROldAM______STDELC_23,2.88521154,,
TO,COMBDGTAWOldAM______STDELC_23,2.168874969,,
TO,COMBDGICIOldAM______STDELC_23,0.387638396,,
TO,COMBDGWSTOldAM______STDELC_23,6.087794415,,
TO,COMBDGRTTOldAM______STDELC_23,9.44363064,,
TO,COMBDGOTSOldAM______STDELC_23,3.23902198,,
TO,COMBDGICIOldSLLED___HIGELC_23,28.67493151,,
TO,COMBDGAFSOldSLLED___HIGELC_23,143.3889366,,
TO,COMBDGWSTOldSLLED___HIGELC_23,450.3348734,,
TO,COMBDGAEROldSLLED___HIGELC_23,171.9086164,,
TO,COMBDGRTTOldSLLED___HIGELC_23,698.577501,,
TO,COMBDGOTSOldSLLED___HIGELC_23,239.6014803,,
TO,COMBDGTAWOldSLLED___HIGELC_23,129.2273685,,
TO,COMBDGOFFOldAM______STDELC_23,26.89828832,,
TO,COMBDGAEROldAE______STDBMA_23,2.509788206,,
TO,COMBDGOFFOldSLLED___HIGELC_23,1989.757938,,
TO,COMBDGAFSOldAE______STDBMA_23,2.984989179,,
TO,COMBDGOTSOldAE______STDBMA_23,2.893914885,,
TO,COMBDGRTTOldAE______STDBMA_23,7.488957399,,
TO,COMBDGWSTOldAE______STDBMA_23,4.68717172,,
TO,COMBDGTAWOldAE______STDBMA_23,1.001327509,,
TO,COMBDGICIOldAE______STDBMA_23,0.304120661,,
TO,COMBDGOFFOldAE______STDBMA_23,28.80790084,,
TO,COMBDGEDSOldLIFLUT5STDELC_23,2260.894639,,
TO,COMBDGWSTOldLIFLUT5STDELC_23,1614.952462,,
TO,COMBDGRTTOldLIFLUT5STDELC_23,3420.716931,,
TO,COMBDGOTSOldLIFLUT5STDELC_23,848.2623885,,
TO,COMBDGICIOldLIFLUT5STDELC_23,117.0756985,,
TO,COMBDGTAWOldLIFLUT5STDELC_23,422.447951,,
TO,COMBDGWSTOldSHFUR___HIGNGA_23,103.5823032,,
TO,COMBDGRTTOldSHFUR___HIGNGA_23,164.7798374,,
TO,COMBDGOTSOldSHFUR___HIGNGA_23,53.69460302,,
TO,COMBDGAFSOldSHFUR___HIGNGA_23,47.32370343,,
TO,COMBDGTAWOldSHFUR___HIGNGA_23,33.14092915,,
TO,COMBDGAEROldSHFUR___HIGNGA_23,44.09284723,,
TO,COMBDGOFFOldLIFLUT5STDELC_23,8663.675994,,
TO,COMBDGEDSOldAM______STDELC_23,7.485836791,,
TO,COMBDGICIOldSHFUR___HIGNGA_23,6.511033245,,
TO,COMBDGOFFOldSHFUR___HIGNGA_23,416.6583011,,
TO,COMBDGEDSOldSLLED___HIGELC_23,553.7528264,,
TO,COMBDGAFSNewAM______STDELC_23,0.094207291,,
TO,COMBDGAERNewAM______STDELC_23,0.193632688,,
TO,COMBDGTAWNewAM______STDELC_23,0.502432473,,
TO,COMBDGWSTNewAM______STDELC_23,0.274557932,,
TO,COMBDGOTSNewAM______STDELC_23,0.47030375,,
TO,COMBDGRTTNewAM______STDELC_23,1.158803294,,
TO,COMBDGEDSOldAE______STDBMA_23,9.695651773,,
TO,COMBDGHLCOldAM______STDELC_23,4.748184329,,
TO,COMBDGAFSNewSLLED___HIGELC_23,4.117615879,,
TO,COMBDGAERNewSLLED___HIGELC_23,10.10974988,,
TO,COMBDGWSTNewSLLED___HIGELC_23,17.79718639,,
TO,COMBDGTAWNewSLLED___HIGELC_23,26.23248523,,
TO,COMBDGOTSNewSLLED___HIGELC_23,30.48567358,,
TO,COMBDGRTTNewSLLED___HIGELC_23,75.11506975,,
TO,COMBDGOFFNewAM______STDELC_23,2.664150707,,
TO,COMBDGHLCOldSLLED___HIGELC_23,203.6670466,,
TO,COMBDGWSTNewLIFLC___HIGELC_23,110.7499936,,
TO,COMBDGTAWNewLIFLC___HIGELC_23,148.8080212,,
TO,COMBDGOFFNewSLLED___HIGELC_23,172.69356,,
TO,COMBDGAFSNewLIFLC___HIGELC_23,40.80277069,,
TO,COMBDGAERNewLIFLC___HIGELC_23,76.38543648,,
TO,COMBDGOTSNewLIFLC___HIGELC_23,187.2857381,,
TO,COMBDGRTTNewLIFLC___HIGELC_23,638.2602756,,
TO,COMBDGOFFNewLIFLC___HIGELC_23,1304.807054,,
TO,COMBDGHLCOldAE______STDBMA_23,7.507813742,,
TO,COMBDGEDSOldSHFUR___HIGNGA_23,127.3553264,,
TO,COMBDGHLCOldLIFLUT5STDELC_23,1494.545518,,
TO,COMBDGAERNewSHFUR___HIGNGA_23,9.3863797,,
TO,COMBDGEDSNewAM______STDELC_23,0.666831858,,
TO,COMBDGWSTNewSHFUR___HIGNGA_23,14.81763967,,
TO,COMBDGOTSNewSHFUR___HIGNGA_23,24.72886096,,
TO,COMBDGHLCOldSHFUR___HIGNGA_23,70.20919381,,
TO,COMBDGAFSNewSHFUR___HIGNGA_23,4.919527759,,
TO,COMBDGEDSNewSLLED___HIGELC_23,43.22486982,,
TO,COMBDGRTTNewSHFUR___HIGNGA_23,64.13236956,,
TO,COMBDGTAWNewSHFUR___HIGNGA_23,24.35087035,,
TO,COMBDGHLCNewAM______STDELC_23,0.77191165,,
TO,COMBDGEDSNewLIFLC___HIGELC_23,306.2430629,,
TO,COMBDGHLCNewSLLED___HIGELC_23,29.0136617,,
TO,COMBDGWSTNewAE______STDNGA_23,2.234907598,,
TO,COMBDGRTTNewAE______STDNGA_23,9.715536297,,
TO,COMBDGOTSNewAE______STDNGA_23,4.442474971,,
TO,COMBDGAERNewAE______STDNGA_23,1.780790287,,
TO,COMBDGAFSNewAE______STDNGA_23,1.034203219,,
TO,COMBDGTAWNewAE______STDNGA_23,2.452415326,,
TO,COMBDGHLCNewLIFLC___HIGELC_23,369.4529351,,
TO,COMBDGOFFNewAE______STDNGA_23,30.16618899,,
TO,COMBDGOFFNewSHFUR___HIGNGA_23,130.892262,,
TO,COMBDGAEROldAE______STDNGA_23,17.45025648,,
TO,COMBDGAFSOldAE______STDNGA_23,20.75427187,,
TO,COMBDGEDSNewSHFUR___HIGNGA_23,35.98318335,,
TO,COMBDGAFSOldSCCE___HIGNGA_23,8.069019895,,
TO,COMBDGAEROldSCCE___HIGNGA_23,7.533305702,,
TO,COMBDGAFSOldSCCE___STDNGA_23,8.069019895,,
TO,COMBDGAEROldSCCE___STDNGA_23,7.533305702,,
TO,COMBDGHLCNewSHFUR___HIGNGA_23,36.20254001,,
TO,COMBDGEDSNewAE______STDNGA_23,9.131196421,,
TO,COMBDGOTSOldSCCE___HIGNGA_23,9.007991636,,
TO,COMBDGWSTOldSCCE___HIGNGA_23,18.33278218,,
TO,COMBDGTAWOldSCCE___HIGNGA_23,3.651439665,,
TO,COMBDGOTSOldSCCE___STDNGA_23,9.007991636,,
TO,COMBDGICIOldSCCE___HIGNGA_23,1.077935486,,
TO,COMBDGHLCNewAE______STDNGA_23,12.90411441,,
TO,COMBDGEDSOldAE______STDNGA_23,67.41270429,,
TO,COMBDGWSTOldSCCE___STDNGA_23,18.33278218,,
TO,COMBDGWSTOldLIFLC___HIGELC_23,1614.952462,,
TO,COMBDGICIOldLIFLC___HIGELC_23,117.0756985,,
TO,COMBDGRTTOldLIFLC___HIGELC_23,3420.716931,,
TO,COMBDGOTSOldLIFLC___HIGELC_23,848.2623885,,
TO,COMBDGTAWOldLIFLC___HIGELC_23,422.447951,,
TO,COMBDGTAWOldSCCE___STDNGA_23,3.651439665,,
TO,COMBDGOFFOldLIFLC___HIGELC_23,8663.675994,,
TO,COMBDGRTTOldSCCE___HIGNGA_23,28.43867748,,
TO,COMBDGICIOldSCCE___STDNGA_23,1.077935486,,
TO,COMBDGRTTOldSCCE___STDNGA_23,28.43867748,,
TO,COMBDGEDSOldSCCE___HIGNGA_23,22.54290085,,
TO,COMBDGEDSOldSCCE___STDNGA_23,22.54290085,,
TO,COMBDGHLCOldSCCE___HIGNGA_23,12.09520449,,
TO,COMBDGHLCOldSCCE___STDNGA_23,12.09520449,,
TO,COMBDGHLCOldLIFLC___HIGELC_23,1494.545518,,
TO,COMBDGWSTNewAE______STDELC_23,2.234907598,,
TO,COMBDGTAWNewAE______STDELC_23,2.452415326,,
TO,COMBDGAFSNewAE______STDELC_23,1.034203219,,
TO,COMBDGOFFNewAE______STDELC_23,30.16618899,,
TO,COMBDGAERNewAE______STDELC_23,1.780790287,,
TO,COMBDGOTSNewAE______STDELC_23,4.442474971,,
TO,COMBDGICIOldAE______STDNGA_23,2.11451449,,
TO,COMBDGWSTOldAE______STDNGA_23,32.58934299,,
TO,COMBDGRTTNewAE______STDBMA_23,9.715536297,,
TO,COMBDGRTTOldAE______STDNGA_23,52.06982289,,
TO,COMBDGOTSOldAE______STDNGA_23,20.12104322,,
TO,COMBDGTAWOldAE______STDNGA_23,6.962110113,,
TO,COMBDGOFFOldAE______STDNGA_23,200.2978805,,
TO,COMBDGRTTNewAE______STDELC_23,9.715536297,,
TO,COMBDGOTSNewAE______STDBMA_23,4.442474971,,
TO,COMBDGOFFOldSCCE___HIGNGA_23,62.41944316,,
TO,COMBDGICIOldSCCE___ESRNGA_23,1.689434036,,
TO,COMBDGAERNewAE______STDBMA_23,1.780790287,,
TO,COMBDGAFSNewAE______STDBMA_23,1.034203219,,
TO,COMBDGTAWNewAE______STDBMA_23,2.452415326,,
TO,COMBDGRTTNewLIFLUT5STDELC_23,638.2602756,,
TO,COMBDGOTSNewLIFLUT5STDELC_23,187.2857381,,
TO,COMBDGAERNewLIFLUT5STDELC_23,76.38543648,,
TO,COMBDGWSTNewAE______STDBMA_23,2.234907598,,
TO,COMBDGAFSNewLIFLUT5STDELC_23,40.80277069,,
TO,COMBDGOFFOldSCCE___STDNGA_23,62.41944316,,
TO,COMBDGEDSNewAE______STDBMA_23,9.131196421,,
TO,COMBDGWSTNewLIFLUT5STDELC_23,110.7499936,,
TO,COMBDGEDSNewAE______STDELC_23,9.131196421,,
TO,COMBDGTAWNewLIFLUT5STDELC_23,148.8080212,,
TO,COMBDGHLCNewAE______STDBMA_23,12.90411441,,
TO,COMBDGOFFNewAE______STDBMA_23,30.16618899,,
TO,COMBDGHLCOldAE______STDNGA_23,52.20092878,,
TO,COMBDGHLCNewAE______STDELC_23,12.90411441,,
TO,COMBDGEDSNewLIFLUT5STDELC_23,306.2430629,,
TO,COMBDGOFFNewLIFLUT5STDELC_23,1304.807054,,
TO,COMBDGHLCNewLIFLUT5STDELC_23,369.4529351,,
TO,COMBDGTAWOldSCCE___ESRNGA_23,5.722853114,,
TO,COMBDGAEROldSCCE___ESRNGA_23,11.80685044,,
TO,COMBDGAFSOldSCCE___ESRNGA_23,12.64646821,,
TO,COMBDGOTSOldSCCE___ESRNGA_23,14.11810621,,
TO,COMBDGAFSNewSCCE___STDNGA_23,1.313976251,,
TO,COMBDGAFSNewSCCE___HIGNGA_23,1.313976251,,
TO,COMBDGRTTNewSCCE___HIGNGA_23,17.34630497,,
TO,COMBDGAERNewSCCE___HIGNGA_23,2.512698056,,
TO,COMBDGWSTOldSCCE___ESRNGA_23,28.73272716,,
TO,COMBDGOTSNewSCCE___HIGNGA_23,6.501311092,,
TO,COMBDGHLCOldSCCE___ESRNGA_23,18.9566541,,
TO,COMBDGTAWNewSCCE___HIGNGA_23,4.20442426,,
TO,COMBDGAFSNewSCCE___ESRNGA_23,1.313976251,,
TO,COMBDGTAWNewSCCE___STDNGA_23,4.20442426,,
TO,COMBDGRTTNewSCCE___STDNGA_23,17.34630497,,
TO,COMBDGWSTNewSCCE___HIGNGA_23,4.109459997,,
TO,COMBDGEDSNewSCCE___HIGNGA_23,9.981657781,,
TO,COMBDGAERNewSCCE___STDNGA_23,2.512698056,,
TO,COMBDGOFFNewSCCE___HIGNGA_23,30.73169269,,
TO,COMBDGOTSNewSCCE___STDNGA_23,6.501311092,,
TO,COMBDGWSTNewSCCE___STDNGA_23,4.109459997,,
TO,COMBDGHLCNewSCCE___HIGNGA_23,9.774022032,,
TO,COMBDGAFSNewSHFUR___ESRNGA_23,4.919527759,,
TO,COMBDGRTTOldSCCE___ESRNGA_23,44.57156325,,
TO,COMBDGOFFNewSCCE___STDNGA_23,30.73169269,,
TO,COMBDGRTTNewSCCE___ESRNGA_23,17.34630497,,
TO,COMBDGEDSOldSCCE___ESRNGA_23,35.33119049,,
TO,COMBDGAERNewSCCE___ESRNGA_23,2.512698056,,
TO,COMBDGEDSNewSCCE___STDNGA_23,9.981657781,,
TO,COMBDGOTSNewSCCE___ESRNGA_23,6.501311092,,
TO,COMBDGTAWNewSCCE___ESRNGA_23,4.20442426,,
TO,COMBDGHLCNewSCCE___STDNGA_23,9.774022032,,
TO,COMBDGAFSNewSHFUR___STDNGA_23,4.919527759,,
TO,COMBDGAEROldLIFLC___HIGELC_23,748.5134366,,
TO,COMBDGWSTNewSCCE___ESRNGA_23,4.109459997,,
TO,COMBDGEDSNewSCCE___ESRNGA_23,9.981657781,,
TO,COMBDGAFSOldLIFLC___HIGELC_23,818.8253337,,
TO,COMBDGOFFNewSCCE___ESRNGA_23,30.73169269,,
TO,COMBDGHLCNewSCCE___ESRNGA_23,9.774022032,,
TO,COMBDGEDSOldLIFLC___HIGELC_23,2260.894639,,
TO,COMBDGAERNewSHFUR___ESRNGA_23,9.3863797,,
TO,COMBDGOFFOldSCCE___ESRNGA_23,97.82916809,,
TO,COMBDGAERNewSHFUR___STDNGA_23,9.3863797,,
TO,COMBDGWSTNewSHFUR___ESRNGA_23,14.81763967,,
TO,COMBDGWSTNewSHFUR___STDNGA_23,14.81763967,,
TO,COMBDGTAWNewSHFUR___ESRNGA_23,24.35087035,,
TO,COMBDGOTSNewSHFUR___ESRNGA_23,24.72886096,,
TO,COMBDGTAWNewSHFUR___STDNGA_23,24.35087035,,
TO,COMBDGOTSNewSHFUR___STDNGA_23,24.72886096,,
TO,COMBDGAFSNewWHWTK___HIGNGA_23,0.619905633,,
TO,COMBDGAFSNewWHWTK___ESRNGA_23,0.619905633,,
TO,COMBDGAFSNewWHWTK___STDNGA_23,0.619905633,,
TO,COMBDGEDSNewSHFUR___ESRNGA_23,35.98318335,,
TO,COMBDGHLCNewSHFUR___ESRNGA_23,36.20254001,,
TO,COMBDGTAWNewWHWTK___HIGNGA_23,0.893928682,,
TO,COMBDGAERNewWHWTK___HIGNGA_23,0.932716892,,
TO,COMBDGAERNewWHWTK___ESRNGA_23,0.932716892,,
TO,COMBDGTAWNewWHWTK___ESRNGA_23,0.893928682,,
TO,COMBDGICIOldSHFUR___ESRNGA_23,11.22443111,,
TO,COMBDGTAWNewWHWTK___STDNGA_23,0.893928682,,
TO,COMBDGAERNewWHWTK___STDNGA_23,0.932716892,,
TO,COMBDGRTTNewSHFUR___ESRNGA_23,64.13236956,,
TO,COMBDGAFSNewWHSYS___ESRPRO_23,0.619905633,,
TO,COMBDGWSTNewWHWTK___HIGNGA_23,1.198332388,,
TO,COMBDGWSTNewWHWTK___ESRNGA_23,1.198332388,,
TO,COMBDGEDSNewSHFUR___STDNGA_23,35.98318335,,
TO,COMBDGAFSNewWHSYS___STDBWP_23,0.619905633,,
TO,COMBDGWSTNewWHWTK___STDNGA_23,1.198332388,,
TO,COMBDGAFSNewWHSTHBCKSTDNGA_23,0.619905633,,
TO,COMBDGHLCNewSHFUR___STDNGA_23,36.20254001,,
TO,COMBDGAFSNewWHWTK___STDELC_23,0.619905633,,
TO,COMBDGICIOldSHFUR___STDNGA_23,6.511033245,,
TO,COMBDGTAWNewWHSYS___ESRPRO_23,0.893928682,,
TO,COMBDGAFSNewSHPLT1500WSTDELC_23,4.919527759,,
TO,COMBDGAERNewWHSYS___ESRPRO_23,0.932716892,,
TO,COMBDGICIOldWHWTK___HIGNGA_23,0.424478447,,
TO,COMBDGAFSNewWHSYS___STDKER_23,0.619905633,,
TO,COMBDGAFSNewWHSYS___STDHFO_23,0.619905633,,
TO,COMBDGAFSNewWHSYS___STDLFO_23,0.619905633,,
TO,COMBDGICIOldWHWTK___ESRNGA_23,0.665279459,,
TO,COMBDGAFSNewLIFLUT5HIGELC_23,40.80277069,,
TO,COMBDGTAWNewWHSTHBCKSTDNGA_23,0.893928682,,
TO,COMBDGTAWNewWHSYS___STDBWP_23,0.893928682,,
TO,COMBDGRTTNewSHFUR___STDNGA_23,64.13236956,,
TO,COMBDGAERNewWHSYS___STDBWP_23,0.932716892,,
TO,COMBDGAERNewWHSTHBCKSTDNGA_23,0.932716892,,
TO,COMBDGICIOldWHWTK___STDNGA_23,0.424478447,,
TO,COMBDGAFSNewSHPLT1000WSTDELC_23,4.919527759,,
TO,COMBDGTAWNewWHWTK___STDELC_23,0.893928682,,
TO,COMBDGAFSNewSHFUR___STDELC_23,4.919527759,,
TO,COMBDGAERNewWHWTK___STDELC_23,0.932716892,,
TO,COMBDGWSTNewWHSYS___ESRPRO_23,1.198332388,,
TO,COMBDGWSTNewWHSYS___STDBWP_23,1.198332388,,
TO,COMBDGWSTNewWHSTHBCKSTDNGA_23,1.198332388,,
TO,COMBDGOTSNewWHWTK___HIGNGA_23,2.559099566,,
TO,COMBDGOTSNewWHWTK___ESRNGA_23,2.559099566,,
TO,COMBDGAFSNewWHWTK___HIGELC_23,0.619905633,,
TO,COMBDGTAWNewWHSYS___STDKER_23,0.893928682,,
TO,COMBDGTAWNewWHSYS___STDHFO_23,0.893928682,,
TO,COMBDGTAWNewWHSYS___STDLFO_23,0.893928682,,
TO,COMBDGAFSNewAE______STDPRO_23,1.034203219,,
TO,COMBDGAERNewWHSYS___STDKER_23,0.932716892,,
TO,COMBDGAERNewWHSYS___STDHFO_23,0.932716892,,
TO,COMBDGAERNewWHSYS___STDLFO_23,0.932716892,,
TO,COMBDGOTSNewWHWTK___STDNGA_23,2.559099566,,
TO,COMBDGOFFNewSHFUR___ESRNGA_23,130.892262,,
TO,COMBDGWSTNewWHWTK___STDELC_23,1.198332388,,
TO,COMBDGICIOldWHSTHBCKSTDNGA_23,0.424478447,,
TO,COMBDGAERNewSHPLT1500WSTDELC_23,9.3863797,,
TO,COMBDGTAWOldWHWTK___HIGNGA_23,0.776274416,,
TO,COMBDGAFSNewSHFUR___STDKER_23,4.919527759,,
TO,COMBDGAFSNewSHFUR___STDHFO_23,4.919527759,,
TO,COMBDGAFSNewSHFUR___STDLFO_23,4.919527759,,
TO,COMBDGAFSNewSHPLT500WSTDELC_23,4.919527759,,
TO,COMBDGTAWOldWHWTK___ESRNGA_23,1.21664463,,
TO,COMBDGAFSNewSHFUR___HIGHFO_23,4.919527759,,
TO,COMBDGAFSNewSHFUR___HIGLFO_23,4.919527759,,
TO,COMBDGAERNewLIFLUT5HIGELC_23,76.38543648,,
TO,COMBDGWSTNewWHSYS___STDKER_23,1.198332388,,
TO,COMBDGWSTNewWHSYS___STDHFO_23,1.198332388,,
TO,COMBDGWSTNewWHSYS___STDLFO_23,1.198332388,,
TO,COMBDGTAWOldWHWTK___STDNGA_23,0.776274416,,
TO,COMBDGAFSNewLIFLC___STDELC_23,40.80277069,,
TO,COMBDGICIOldWHSYS___ESRPRO_23,0.133055892,,
TO,COMBDGTAWNewWHWTK___HIGELC_23,0.893928682,,
