regions,tech,c2a,c2a_notes
TO,COMBDGWSTNewSCWA___ESRELC_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingWallEnergy StarElectricity2023
TO,COMBDGWSTNewSCWA___STDELC_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,COMBDGWSTNewSCWD___HIGELC_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,COMBDGWSTNewSCWD___ESRELC_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingWindowEnergy StarElectricity2023
TO,COMBDGWSTNewSCWD___STDELC_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,COMBDGWSTNewSCCE___HIGNGA_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingCentralHigh EfficiencyNatural Gas2023
TO,COMBDGWSTNewSCCE___ESRNGA_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingCentralEnergy StarNatural Gas2023
TO,COMBDGWSTNewSCCE___STDNGA_23,31.536,CommercialBuildingWholesale TradeNewSpace CoolingCentralStandard EfficiencyNatural Gas2023
TO,COMBDGWSTNewSHFUR___STDELC_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,COMBDGWSTNewSHPLT500WSTDELC_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,COMBDGWSTNewSHPLT1000WSTDELC_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,COMBDGWSTNewSHPLT1500WSTDELC_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,COMBDGWSTNewSHFUR___HIGHFO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceHigh EfficiencyHeavy Fuel Oil2023
TO,COMBDGWSTNewSHFUR___STDHFO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2023
TO,COMBDGWSTNewSHFURSMASTDHH2_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceSmallStandard EfficiencyHydrogen2023
TO,COMBDGWSTNewSHFURMEDSTDHH2_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceMediumStandard EfficiencyHydrogen2023
TO,COMBDGWSTNewSHFURLARSTDHH2_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceLargeStandard EfficiencyHydrogen2023
TO,COMBDGWSTNewSHFUR___STDKER_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,COMBDGWSTNewSHFUR___HIGLFO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,COMBDGWSTNewSHFUR___STDLFO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,COMBDGWSTNewSHFUR___HIGPRO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,COMBDGWSTNewSHFUR___ESRPRO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceEnergy StarPropane2023
TO,COMBDGWSTNewSHFUR___STDPRO_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,COMBDGWSTNewSHZTM___STDETHOS_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingZero Thermal MeasureStandard2023
TO,COMBDGWSTNewSHZTM___MEDETHOS_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingZero Thermal MeasureMedium2023
TO,COMBDGWSTNewSHZTM___HIGETHOS_23,31.536,CommercialBuildingWholesale TradeNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,COMBDGWSTNewWHSYS___STDBMA_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,COMBDGWSTNewWHHEP___HIGELC_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,COMBDGWSTNewWHHEP___ESRELC_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,COMBDGWSTNewWHHEP___STDELC_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,COMBDGWSTNewWHWTK___HIGELC_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,COMBDGWSTNewWHWTK___STDELC_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,COMBDGWSTNewWHSYS___STDHFO_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,COMBDGWSTNewWHSYS___STDKER_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,COMBDGWSTNewWHSYS___STDLFO_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,COMBDGWSTNewWHSYS___STDBWP_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,COMBDGWSTNewWHSYS___ESRPRO_23,31.536,CommercialBuildingWholesale TradeNewWater HeatingSystemEnergy StarPropane2023
TO,COMBDGWSTNewSLLED___HIGELC_23,1,CommercialBuildingWholesale TradeNewStreet LightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,COMBDGWSTNewAM______STDELC_16,31.536,CommercialBuildingWholesale TradeNewAuxiliary MotorsStandard EfficiencyElectricity2016
TO,COMBDGWSTNewAE______STDELC_16,31.536,CommercialBuildingWholesale TradeNewAuxiliary EquipmentStandard EfficiencyElectricity2016
TO,COMBDGWSTNewAE______STDPRO_16,31.536,CommercialBuildingWholesale TradeNewAuxiliary EquipmentStandard EfficiencyPropane2016
TO,COMBDGWSTNewLIFLC___STDELC_16,1,CommercialBuildingWholesale TradeNewLightingFluocompactStandard EfficiencyElectricity2016
TO,COMBDGWSTNewLIFLU___STDELC_16,1,CommercialBuildingWholesale TradeNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,COMBDGWSTNewLIHAL___STDELC_16,1,CommercialBuildingWholesale TradeNewLightingHalogenStandard EfficiencyElectricity2016
TO,COMBDGWSTNewLIINC___STDELC_16,1,CommercialBuildingWholesale TradeNewLightingIncandescentStandard EfficiencyElectricity2016
TO,COMBDGWSTNewLILED___STDELC_16,1,CommercialBuildingWholesale TradeNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,COMBDGWSTNewSC______STDELC_16,31.536,CommercialBuildingWholesale TradeNewSpace CoolingStandard EfficiencyElectricity2016
TO,COMBDGWSTNewSC_________DCO_16,31.536,CommercialBuildingWholesale TradeNewSpace CoolingDistrict Cooling2016
TO,COMBDGWSTNewSHFUR___STDELC_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyElectricity2016
TO,COMBDGWSTNewSHHEP___STDELC_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,COMBDGWSTNewSHPLT___STDELC_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,COMBDGWSTNewSHFUR___STDHFO_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2016
TO,COMBDGWSTNewSHFUR___STDKER_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,COMBDGWSTNewSHFUR___STDLFO_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,COMBDGWSTNewSHFUR___STDPRO_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,COMBDGWSTNewSH_________DHE_16,31.536,CommercialBuildingWholesale TradeNewSpace HeatingDistrict Heating2016
TO,COMBDGWSTNewWH______STDELC_16,31.536,CommercialBuildingWholesale TradeNewWater HeatingStandard EfficiencyElectricity2016
TO,COMBDGWSTNewWH______STDHFO_16,31.536,CommercialBuildingWholesale TradeNewWater HeatingStandard EfficiencyHeavy Fuel Oil2016
TO,COMBDGWSTNewWH______STDKER_16,31.536,CommercialBuildingWholesale TradeNewWater HeatingStandard EfficiencyKerosene2016
TO,COMBDGWSTNewWH______STDLFO_16,31.536,CommercialBuildingWholesale TradeNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,COMBDGWSTNewWH______STDPRO_16,31.536,CommercialBuildingWholesale TradeNewWater HeatingStandard EfficiencyPropane2016
TO,COMBDGWSTNewWH_________DHE_16,31.536,CommercialBuildingWholesale TradeNewWater HeatingDistrict Heating2016
TO,COMBDGWSTNewSLLED___STDELC_16,1,CommercialBuildingWholesale TradeNewStreet LightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,COMBDGRTTNewAM______STDELC_23,31.536,CommercialBuildingRetail TradeNewAuxiliary MotorsStandard EfficiencyElectricity2023
TO,COMBDGRTTNewAE______STDBMA_23,31.536,CommercialBuildingRetail TradeNewAuxiliary EquipmentStandard EfficiencyBiomass2023
TO,COMBDGRTTNewAE______STDELC_23,31.536,CommercialBuildingRetail TradeNewAuxiliary EquipmentStandard EfficiencyElectricity2023
TO,COMBDGRTTNewAE______STDNGA_23,31.536,CommercialBuildingRetail TradeNewAuxiliary EquipmentStandard EfficiencyNatural Gas2023
TO,COMBDGRTTNewAE______STDPRO_23,31.536,CommercialBuildingRetail TradeNewAuxiliary EquipmentStandard EfficiencyPropane2023
TO,COMBDGRTTNewLILED___HIGELC_23,1,CommercialBuildingRetail TradeNewLightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,COMBDGRTTNewLIFLC___HIGELC_23,1,CommercialBuildingRetail TradeNewLightingFluocompactHigh EfficiencyElectricity2023
TO,COMBDGRTTNewLIFLC___STDELC_23,1,CommercialBuildingRetail TradeNewLightingFluocompactStandard EfficiencyElectricity2023
TO,COMBDGRTTNewLIFLUT5HIGELC_23,1,CommercialBuildingRetail TradeNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,COMBDGRTTNewLIFLUT8HIGELC_23,1,CommercialBuildingRetail TradeNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,COMBDGRTTNewLIFLUT5STDELC_23,1,CommercialBuildingRetail TradeNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,COMBDGRTTNewLIFLUT8STDELC_23,1,CommercialBuildingRetail TradeNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,COMBDGRTTNewLIHAL100WSTDELC_23,1,CommercialBuildingRetail TradeNewLightingHalogen100WStandard EfficiencyElectricity2023
TO,COMBDGRTTNewLIINC100WSTDELC_23,1,CommercialBuildingRetail TradeNewLightingIncandescent100WStandard EfficiencyElectricity2023
TO,COMBDGRTTNewLILED___ESRELC_23,1,CommercialBuildingRetail TradeNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,COMBDGRTTNewLILED___STDELC_23,1,CommercialBuildingRetail TradeNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSCCE___HIGELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,COMBDGRTTNewSCCE___ESRELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingCentralEnergy StarElectricity2023
TO,COMBDGRTTNewSCCE___STDELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSCWA___HIGELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,COMBDGRTTNewSCWA___ESRELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingWallEnergy StarElectricity2023
TO,COMBDGRTTNewSCWA___STDELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSCWD___HIGELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,COMBDGRTTNewSCWD___ESRELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingWindowEnergy StarElectricity2023
TO,COMBDGRTTNewSCWD___STDELC_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSCCE___HIGNGA_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingCentralHigh EfficiencyNatural Gas2023
TO,COMBDGRTTNewSCCE___ESRNGA_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingCentralEnergy StarNatural Gas2023
TO,COMBDGRTTNewSCCE___STDNGA_23,31.536,CommercialBuildingRetail TradeNewSpace CoolingCentralStandard EfficiencyNatural Gas2023
TO,COMBDGRTTNewSHFUR___STDELC_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSHPLT500WSTDELC_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSHPLT1000WSTDELC_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSHPLT1500WSTDELC_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,COMBDGRTTNewSHFUR___HIGHFO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceHigh EfficiencyHeavy Fuel Oil2023
TO,COMBDGRTTNewSHFUR___STDHFO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2023
TO,COMBDGRTTNewSHFURSMASTDHH2_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceSmallStandard EfficiencyHydrogen2023
TO,COMBDGRTTNewSHFURMEDSTDHH2_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceMediumStandard EfficiencyHydrogen2023
TO,COMBDGRTTNewSHFURLARSTDHH2_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceLargeStandard EfficiencyHydrogen2023
TO,COMBDGRTTNewSHFUR___STDKER_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,COMBDGRTTNewSHFUR___HIGLFO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,COMBDGRTTNewSHFUR___STDLFO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,COMBDGRTTNewSHFUR___HIGPRO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,COMBDGRTTNewSHFUR___ESRPRO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceEnergy StarPropane2023
TO,COMBDGRTTNewSHFUR___STDPRO_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,COMBDGRTTNewSHZTM___STDETHOS_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingZero Thermal MeasureStandard2023
TO,COMBDGRTTNewSHZTM___MEDETHOS_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingZero Thermal MeasureMedium2023
TO,COMBDGRTTNewSHZTM___HIGETHOS_23,31.536,CommercialBuildingRetail TradeNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,COMBDGRTTNewWHSYS___STDBMA_23,31.536,CommercialBuildingRetail TradeNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,COMBDGRTTNewWHHEP___HIGELC_23,31.536,CommercialBuildingRetail TradeNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,COMBDGRTTNewWHHEP___ESRELC_23,31.536,CommercialBuildingRetail TradeNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,COMBDGRTTNewWHHEP___STDELC_23,31.536,CommercialBuildingRetail TradeNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,COMBDGRTTNewWHWTK___HIGELC_23,31.536,CommercialBuildingRetail TradeNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,COMBDGRTTNewWHWTK___STDELC_23,31.536,CommercialBuildingRetail TradeNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,COMBDGRTTNewWHSYS___STDHFO_23,31.536,CommercialBuildingRetail TradeNewWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,COMBDGRTTNewWHSYS___STDKER_23,31.536,CommercialBuildingRetail TradeNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,COMBDGRTTNewWHSYS___STDLFO_23,31.536,CommercialBuildingRetail TradeNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,COMBDGRTTNewWHSYS___STDBWP_23,31.536,CommercialBuildingRetail TradeNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,COMBDGRTTNewWHSYS___ESRPRO_23,31.536,CommercialBuildingRetail TradeNewWater HeatingSystemEnergy StarPropane2023
TO,COMBDGRTTNewSLLED___HIGELC_23,1,CommercialBuildingRetail TradeNewStreet LightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,COMBDGRTTNewAM______STDELC_16,31.536,CommercialBuildingRetail TradeNewAuxiliary MotorsStandard EfficiencyElectricity2016
TO,COMBDGRTTNewAE______STDELC_16,31.536,CommercialBuildingRetail TradeNewAuxiliary EquipmentStandard EfficiencyElectricity2016
TO,COMBDGRTTNewAE______STDPRO_16,31.536,CommercialBuildingRetail TradeNewAuxiliary EquipmentStandard EfficiencyPropane2016
TO,COMBDGRTTNewLIFLC___STDELC_16,1,CommercialBuildingRetail TradeNewLightingFluocompactStandard EfficiencyElectricity2016
TO,COMBDGRTTNewLIFLU___STDELC_16,1,CommercialBuildingRetail TradeNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,COMBDGRTTNewLIHAL___STDELC_16,1,CommercialBuildingRetail TradeNewLightingHalogenStandard EfficiencyElectricity2016
TO,COMBDGRTTNewLIINC___STDELC_16,1,CommercialBuildingRetail TradeNewLightingIncandescentStandard EfficiencyElectricity2016
TO,COMBDGRTTNewLILED___STDELC_16,1,CommercialBuildingRetail TradeNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,COMBDGRTTNewSC______STDELC_16,31.536,CommercialBuildingRetail TradeNewSpace CoolingStandard EfficiencyElectricity2016
TO,COMBDGRTTNewSC_________DCO_16,31.536,CommercialBuildingRetail TradeNewSpace CoolingDistrict Cooling2016
TO,COMBDGRTTNewSHFUR___STDELC_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyElectricity2016
TO,COMBDGRTTNewSHHEP___STDELC_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,COMBDGRTTNewSHPLT___STDELC_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,COMBDGRTTNewSHFUR___STDHFO_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2016
TO,COMBDGRTTNewSHFUR___STDKER_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,COMBDGRTTNewSHFUR___STDLFO_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,COMBDGRTTNewSHFUR___STDPRO_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,COMBDGRTTNewSH_________DHE_16,31.536,CommercialBuildingRetail TradeNewSpace HeatingDistrict Heating2016
TO,COMBDGRTTNewWH______STDELC_16,31.536,CommercialBuildingRetail TradeNewWater HeatingStandard EfficiencyElectricity2016
TO,COMBDGRTTNewWH______STDHFO_16,31.536,CommercialBuildingRetail TradeNewWater HeatingStandard EfficiencyHeavy Fuel Oil2016
TO,COMBDGRTTNewWH______STDKER_16,31.536,CommercialBuildingRetail TradeNewWater HeatingStandard EfficiencyKerosene2016
TO,COMBDGRTTNewWH______STDLFO_16,31.536,CommercialBuildingRetail TradeNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,COMBDGRTTNewWH______STDPRO_16,31.536,CommercialBuildingRetail TradeNewWater HeatingStandard EfficiencyPropane2016
TO,COMBDGRTTNewWH_________DHE_16,31.536,CommercialBuildingRetail TradeNewWater HeatingDistrict Heating2016
TO,COMBDGRTTNewSLLED___STDELC_16,1,CommercialBuildingRetail TradeNewStreet LightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,COMBDGTAWNewAM______STDELC_23,31.536,CommercialBuildingTransportation and WarehousingNewAuxiliary MotorsStandard EfficiencyElectricity2023
TO,COMBDGTAWNewAE______STDBMA_23,31.536,CommercialBuildingTransportation and WarehousingNewAuxiliary EquipmentStandard EfficiencyBiomass2023
TO,COMBDGTAWNewAE______STDELC_23,31.536,CommercialBuildingTransportation and WarehousingNewAuxiliary EquipmentStandard EfficiencyElectricity2023
TO,COMBDGTAWNewAE______STDNGA_23,31.536,CommercialBuildingTransportation and WarehousingNewAuxiliary EquipmentStandard EfficiencyNatural Gas2023
TO,COMBDGTAWNewAE______STDPRO_23,31.536,CommercialBuildingTransportation and WarehousingNewAuxiliary EquipmentStandard EfficiencyPropane2023
TO,COMBDGTAWNewLILED___HIGELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,COMBDGTAWNewLIFLC___HIGELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingFluocompactHigh EfficiencyElectricity2023
TO,COMBDGTAWNewLIFLC___STDELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingFluocompactStandard EfficiencyElectricity2023
TO,COMBDGTAWNewLIFLUT5HIGELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,COMBDGTAWNewLIFLUT8HIGELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,COMBDGTAWNewLIFLUT5STDELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,COMBDGTAWNewLIFLUT8STDELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,COMBDGTAWNewLIHAL100WSTDELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingHalogen100WStandard EfficiencyElectricity2023
TO,COMBDGTAWNewLIINC100WSTDELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingIncandescent100WStandard EfficiencyElectricity2023
TO,COMBDGTAWNewLILED___ESRELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,COMBDGTAWNewLILED___STDELC_23,1,CommercialBuildingTransportation and WarehousingNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,COMBDGTAWNewSCCE___HIGELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,COMBDGTAWNewSCCE___ESRELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingCentralEnergy StarElectricity2023
TO,COMBDGTAWNewSCCE___STDELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,COMBDGTAWNewSCWA___HIGELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,COMBDGTAWNewSCWA___ESRELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingWallEnergy StarElectricity2023
TO,COMBDGTAWNewSCWA___STDELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,COMBDGTAWNewSCWD___HIGELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,COMBDGTAWNewSCWD___ESRELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingWindowEnergy StarElectricity2023
TO,COMBDGTAWNewSCWD___STDELC_23,31.536,CommercialBuildingTransportation and WarehousingNewSpace CoolingWindowStandard EfficiencyElectricity2023
