regions,tech,growthrate_seed,growthrate_seed_units,growthrate_seed_notes
TO,PUBBDGDCOCONHEPLARHWC_23,1.153292231,,
TO,PUBBDGDCOCONHEPMEDHWC_23,1.153292231,,
TO,PUBBDGDCOCONHEPSMAHWC_23,1.153292231,,
TO,PUBBDGDCOPRDDLAENWELC_23,1.153292231,,
TO,PUBBDGDCOPRDHEPENWELC_23,1.153292231,,
TO,PUBBDGDCOPRDHEPLARELC_23,1.153292231,,
TO,PUBBDGDCOPRDHEPLARHWP_23,1.153292231,,
TO,PUBBDGDCOPRDHEPMEDELC_23,1.153292231,,
TO,PUBBDGDCOPRDHEPMEDHWP_23,1.153292231,,
TO,PUBBDGDCOPRDHEPSMAELC_23,1.153292231,,
TO,PUBBDGDCOPRDHEPSMAHWP_23,1.153292231,,
TO,PUBBDGDCOSTGHTSLARCW_23,1.153292231,,
TO,PUBBDGDCOSTGHTSMEDCW_23,1.153292231,,
TO,PUBBDGDCOSTGHTSSMACW_23,1.153292231,,
TO,PUBBDGDHEAVGPIP___HW_23,1.153292231,,
TO,PUBBDGDHEAVGSUB___HW_23,1.153292231,,
TO,PUBBDGDHECONHEPLARHWC_23,1.153292231,,
TO,PUBBDGDHECONHEPMEDHWC_23,1.153292231,,
TO,PUBBDGDHECONHEPSMAHWC_23,1.153292231,,
TO,PUBBDGDHEPRDBOILARELC_23,1.153292231,,
TO,PUBBDGDHEPRDBOILARNGA_23,1.153292231,,
TO,PUBBDGDHEPRDBOIMEDELC_23,1.153292231,,
TO,PUBBDGDHEPRDBOIMEDNGA_23,1.153292231,,
TO,PUBBDGDHEPRDBOISMAELC_23,1.153292231,,
TO,PUBBDGDHEPRDBOISMANGA_23,1.153292231,,
TO,PUBBDGDHEPRDGTULARNGA_23,1.153292231,,
TO,PUBBDGDHEPRDGTULARMNGA_23,1.153292231,,
TO,PUBBDGDHEPRDGTUMEDNGA_23,1.153292231,,
TO,PUBBDGDHEPRDGTUMEDMNGA_23,1.153292231,,
TO,PUBBDGDHEPRDGTUSMANGA_23,1.153292231,,
TO,PUBBDGDHEPRDGTUSMAMNGA_23,1.153292231,,
TO,PUBBDGDHEPRDICELARNGA_23,1.153292231,,
TO,PUBBDGDHEPRDICELARMNGA_23,1.153292231,,
TO,PUBBDGDHEPRDICEMEDNGA_23,1.153292231,,
TO,PUBBDGDHEPRDICEMEDMNGA_23,1.153292231,,
TO,PUBBDGDHEPRDICESMANGA_23,1.153292231,,
TO,PUBBDGDHEPRDICESMAMNGA_23,1.153292231,,
TO,PUBBDGDHESTGHTSLARHW_23,1.153292231,,
TO,PUBBDGDHESTGHTSMEDHW_23,1.153292231,,
TO,PUBBDGDHESTGHTSSMAHW_23,1.153292231,,
TO,PUBBDGDHESTGPITLARHW_23,1.153292231,,
TO,PUBBDGDHESTGPITMEDHW_23,1.153292231,,
TO,PUBBDGDHESTGPITSMAHW_23,1.153292231,,
TO,RESBDGDCOAVGPIP___CW_23,1.153292231,,
TO,RESBDGDCOAVGSUB___CW_23,1.153292231,,
TO,RESBDGDCOCONHEPLARHWC_23,1.153292231,,
TO,RESBDGDCOCONHEPMEDHWC_23,1.153292231,,
TO,RESBDGDCOCONHEPSMAHWC_23,1.153292231,,
TO,RESBDGDCOPRDDLAENWELC_23,1.153292231,,
TO,RESBDGDCOPRDHEPENWELC_23,1.153292231,,
TO,RESBDGDCOPRDHEPLARELC_23,1.153292231,,
TO,RESBDGDCOPRDHEPLARHWP_23,1.153292231,,
TO,RESBDGDCOPRDHEPMEDELC_23,1.153292231,,
TO,RESBDGDCOPRDHEPMEDHWP_23,1.153292231,,
TO,RESBDGDCOPRDHEPSMAELC_23,1.153292231,,
TO,RESBDGDCOPRDHEPSMAHWP_23,1.153292231,,
TO,RESBDGDCOSTGHTSLARCW_23,1.153292231,,
TO,RESBDGDCOSTGHTSMEDCW_23,1.153292231,,
TO,RESBDGDCOSTGHTSSMACW_23,1.153292231,,
TO,RESBDGDHEAVGPIP___HW_23,1.153292231,,
TO,RESBDGDHEAVGSUB___HW_23,1.153292231,,
TO,RESBDGDHECONHEPLARHWC_23,1.153292231,,
TO,RESBDGDHECONHEPMEDHWC_23,1.153292231,,
TO,RESBDGDHECONHEPSMAHWC_23,1.153292231,,
TO,RESBDGDHEPRDBOILARELC_23,1.153292231,,
TO,RESBDGDHEPRDBOILARNGA_23,1.153292231,,
TO,RESBDGDHEPRDBOIMEDELC_23,1.153292231,,
TO,RESBDGDHEPRDBOIMEDNGA_23,1.153292231,,
TO,RESBDGDHEPRDBOISMAELC_23,1.153292231,,
TO,RESBDGDHEPRDBOISMANGA_23,1.153292231,,
TO,RESBDGDHEPRDGTULARNGA_23,1.153292231,,
TO,RESBDGDHEPRDGTULARMNGA_23,1.153292231,,
TO,RESBDGDHEPRDGTUMEDNGA_23,1.153292231,,
TO,RESBDGDHEPRDGTUMEDMNGA_23,1.153292231,,
TO,RESBDGDHEPRDGTUSMANGA_23,1.153292231,,
TO,RESBDGDHEPRDGTUSMAMNGA_23,1.153292231,,
TO,RESBDGDHEPRDICELARNGA_23,1.153292231,,
TO,RESBDGDHEPRDICELARMNGA_23,1.153292231,,
TO,RESBDGDHEPRDICEMEDNGA_23,1.153292231,,
TO,RESBDGDHEPRDICEMEDMNGA_23,1.153292231,,
TO,RESBDGDHEPRDICESMANGA_23,1.153292231,,
TO,RESBDGDHEPRDICESMAMNGA_23,1.153292231,,
TO,RESBDGDHESTGHTSLARHW_23,1.153292231,,
TO,RESBDGDHESTGHTSMEDHW_23,1.153292231,,
TO,RESBDGDHESTGHTSSMAHW_23,1.153292231,,
TO,RESBDGDHESTGPITLARHW_23,1.153292231,,
TO,RESBDGDHESTGPITMEDHW_23,1.153292231,,
TO,RESBDGDHESTGPITSMAHW_23,1.153292231,,
TO,INDBDGHH2PRDSMRCCSNGA_23,1.154169927,,
TO,INDBDGHH2PRDARGCCSNGA_23,1.154169927,,
TO,INDBDGHH2PRDSMR___NGA_23,1.154169927,,
TO,INDBDGHH2PRDALK___ELC_23,1.154169927,,
