regions,tech,growthrate_max,growthrate_max_notes
TO,COMBDGDHEPRDICEMEDNGA_23,1.2,
TO,COMBDGDHEPRDICEMEDMNGA_23,1.2,
TO,COMBDGDHEPRDICESMANGA_23,1.2,
TO,COMBDGDHEPRDICESMAMNGA_23,1.2,
TO,COMBDGDHESTGHTSLARHW_23,1.2,
TO,COMBDGDHESTGHTSMEDHW_23,1.2,
TO,COMBDGDHESTGHTSSMAHW_23,1.2,
TO,COMBDGDHESTGPITLARHW_23,1.2,
TO,COMBDGDHESTGPITMEDHW_23,1.2,
TO,COMBDGDHESTGPITSMAHW_23,1.2,
TO,INDBDGDCOAVGPIP___CW_23,1.2,
TO,INDBDGDCOAVGSUB___CW_23,1.2,
TO,INDBDGDCOCONHEPLARHWC_23,1.2,
TO,INDBDGDCOCONHEPMEDHWC_23,1.2,
TO,INDBDGDCOCONHEPSMAHWC_23,1.2,
TO,INDBDGDCOPRDDLAENWELC_23,1.2,
TO,INDBDGDCOPRDHEPENWELC_23,1.2,
TO,INDBDGDCOPRDHEPLARELC_23,1.2,
TO,INDBDGDCOPRDHEPLARHWP_23,1.2,
TO,INDBDGDCOPRDHEPMEDELC_23,1.2,
TO,INDBDGDCOPRDHEPMEDHWP_23,1.2,
TO,INDBDGDCOPRDHEPSMAELC_23,1.2,
TO,INDBDGDCOPRDHEPSMAHWP_23,1.2,
TO,INDBDGDCOSTGHTSLARCW_23,1.2,
TO,INDBDGDCOSTGHTSMEDCW_23,1.2,
TO,INDBDGDCOSTGHTSSMACW_23,1.2,
TO,INDBDGDHEAVGPIP___HW_23,1.2,
TO,INDBDGDHEAVGSUB___HW_23,1.2,
TO,INDBDGDHECONHEPLARHWC_23,1.2,
TO,INDBDGDHECONHEPMEDHWC_23,1.2,
TO,INDBDGDHECONHEPSMAHWC_23,1.2,
TO,INDBDGDHEPRDBOILARELC_23,1.2,
TO,INDBDGDHEPRDBOILARNGA_23,1.2,
TO,INDBDGDHEPRDBOIMEDELC_23,1.2,
TO,INDBDGDHEPRDBOIMEDNGA_23,1.2,
TO,INDBDGDHEPRDBOISMAELC_23,1.2,
TO,INDBDGDHEPRDBOISMANGA_23,1.2,
TO,INDBDGDHEPRDGTULARNGA_23,1.2,
TO,INDBDGDHEPRDGTULARMNGA_23,1.2,
TO,INDBDGDHEPRDGTUMEDNGA_23,1.2,
TO,INDBDGDHEPRDGTUMEDMNGA_23,1.2,
TO,INDBDGDHEPRDGTUSMANGA_23,1.2,
TO,INDBDGDHEPRDGTUSMAMNGA_23,1.2,
TO,INDBDGDHEPRDICELARNGA_23,1.2,
TO,INDBDGDHEPRDICELARMNGA_23,1.2,
TO,INDBDGDHEPRDICEMEDNGA_23,1.2,
TO,INDBDGDHEPRDICEMEDMNGA_23,1.2,
TO,INDBDGDHEPRDICESMANGA_23,1.2,
TO,INDBDGDHEPRDICESMAMNGA_23,1.2,
TO,INDBDGDHESTGHTSLARHW_23,1.2,
TO,INDBDGDHESTGHTSMEDHW_23,1.2,
TO,INDBDGDHESTGHTSSMAHW_23,1.2,
TO,INDBDGDHESTGPITLARHW_23,1.2,
TO,INDBDGDHESTGPITMEDHW_23,1.2,
TO,INDBDGDHESTGPITSMAHW_23,1.2,
TO,PUBBDGDCOAVGPIP___CW_23,1.2,
TO,PUBBDGDCOAVGSUB___CW_23,1.2,
TO,PUBBDGDCOCONHEPLARHWC_23,1.2,
TO,PUBBDGDCOCONHEPMEDHWC_23,1.2,
TO,PUBBDGDCOCONHEPSMAHWC_23,1.2,
TO,PUBBDGDCOPRDDLAENWELC_23,1.2,
TO,PUBBDGDCOPRDHEPENWELC_23,1.2,
TO,PUBBDGDCOPRDHEPLARELC_23,1.2,
TO,PUBBDGDCOPRDHEPLARHWP_23,1.2,
TO,PUBBDGDCOPRDHEPMEDELC_23,1.2,
TO,PUBBDGDCOPRDHEPMEDHWP_23,1.2,
TO,PUBBDGDCOPRDHEPSMAELC_23,1.2,
TO,PUBBDGDCOPRDHEPSMAHWP_23,1.2,
TO,PUBBDGDCOSTGHTSLARCW_23,1.2,
TO,PUBBDGDCOSTGHTSMEDCW_23,1.2,
TO,PUBBDGDCOSTGHTSSMACW_23,1.2,
TO,PUBBDGDHEAVGPIP___HW_23,1.2,
TO,PUBBDGDHEAVGSUB___HW_23,1.2,
TO,PUBBDGDHECONHEPLARHWC_23,1.2,
TO,PUBBDGDHECONHEPMEDHWC_23,1.2,
TO,PUBBDGDHECONHEPSMAHWC_23,1.2,
TO,PUBBDGDHEPRDBOILARELC_23,1.2,
TO,PUBBDGDHEPRDBOILARNGA_23,1.2,
TO,PUBBDGDHEPRDBOIMEDELC_23,1.2,
TO,PUBBDGDHEPRDBOIMEDNGA_23,1.2,
TO,PUBBDGDHEPRDBOISMAELC_23,1.2,
TO,PUBBDGDHEPRDBOISMANGA_23,1.2,
TO,PUBBDGDHEPRDGTULARNGA_23,1.2,
TO,PUBBDGDHEPRDGTULARMNGA_23,1.2,
TO,PUBBDGDHEPRDGTUMEDNGA_23,1.2,
TO,PUBBDGDHEPRDGTUMEDMNGA_23,1.2,
TO,PUBBDGDHEPRDGTUSMANGA_23,1.2,
TO,PUBBDGDHEPRDGTUSMAMNGA_23,1.2,
TO,PUBBDGDHEPRDICELARNGA_23,1.2,
TO,PUBBDGDHEPRDICELARMNGA_23,1.2,
TO,PUBBDGDHEPRDICEMEDNGA_23,1.2,
TO,PUBBDGDHEPRDICEMEDMNGA_23,1.2,
TO,PUBBDGDHEPRDICESMANGA_23,1.2,
TO,PUBBDGDHEPRDICESMAMNGA_23,1.2,
TO,PUBBDGDHESTGHTSLARHW_23,1.2,
TO,PUBBDGDHESTGHTSMEDHW_23,1.2,
TO,PUBBDGDHESTGHTSSMAHW_23,1.2,
TO,PUBBDGDHESTGPITLARHW_23,1.2,
TO,PUBBDGDHESTGPITMEDHW_23,1.2,
TO,PUBBDGDHESTGPITSMAHW_23,1.2,
TO,RESBDGDCOAVGPIP___CW_23,1.2,
TO,RESBDGDCOAVGSUB___CW_23,1.2,
TO,RESBDGDCOCONHEPLARHWC_23,1.2,
TO,RESBDGDCOCONHEPMEDHWC_23,1.2,
TO,RESBDGDCOCONHEPSMAHWC_23,1.2,
TO,RESBDGDCOPRDDLAENWELC_23,1.2,
TO,RESBDGDCOPRDHEPENWELC_23,1.2,
TO,RESBDGDCOPRDHEPLARELC_23,1.2,
TO,RESBDGDCOPRDHEPLARHWP_23,1.2,
TO,RESBDGDCOPRDHEPMEDELC_23,1.2,
TO,RESBDGDCOPRDHEPMEDHWP_23,1.2,
TO,RESBDGDCOPRDHEPSMAELC_23,1.2,
TO,RESBDGDCOPRDHEPSMAHWP_23,1.2,
TO,RESBDGDCOSTGHTSLARCW_23,1.2,
TO,RESBDGDCOSTGHTSMEDCW_23,1.2,
TO,RESBDGDCOSTGHTSSMACW_23,1.2,
TO,RESBDGDHEAVGPIP___HW_23,1.2,
TO,RESBDGDHEAVGSUB___HW_23,1.2,
TO,RESBDGDHECONHEPLARHWC_23,1.2,
TO,RESBDGDHECONHEPMEDHWC_23,1.2,
TO,RESBDGDHECONHEPSMAHWC_23,1.2,
TO,RESBDGDHEPRDBOILARELC_23,1.2,
TO,RESBDGDHEPRDBOILARNGA_23,1.2,
TO,RESBDGDHEPRDBOIMEDELC_23,1.2,
TO,RESBDGDHEPRDBOIMEDNGA_23,1.2,
TO,RESBDGDHEPRDBOISMAELC_23,1.2,
TO,RESBDGDHEPRDBOISMANGA_23,1.2,
TO,RESBDGDHEPRDGTULARNGA_23,1.2,
TO,RESBDGDHEPRDGTULARMNGA_23,1.2,
TO,RESBDGDHEPRDGTUMEDNGA_23,1.2,
TO,RESBDGDHEPRDGTUMEDMNGA_23,1.2,
TO,RESBDGDHEPRDGTUSMANGA_23,1.2,
TO,RESBDGDHEPRDGTUSMAMNGA_23,1.2,
TO,RESBDGDHEPRDICELARNGA_23,1.2,
TO,RESBDGDHEPRDICELARMNGA_23,1.2,
TO,RESBDGDHEPRDICEMEDNGA_23,1.2,
TO,RESBDGDHEPRDICEMEDMNGA_23,1.2,
TO,RESBDGDHEPRDICESMANGA_23,1.2,
TO,RESBDGDHEPRDICESMAMNGA_23,1.2,
TO,RESBDGDHESTGHTSLARHW_23,1.2,
TO,RESBDGDHESTGHTSMEDHW_23,1.2,
TO,RESBDGDHESTGHTSSMAHW_23,1.2,
TO,RESBDGDHESTGPITLARHW_23,1.2,
TO,RESBDGDHESTGPITMEDHW_23,1.2,
TO,RESBDGDHESTGPITSMAHW_23,1.2,
TO,INDBDGHH2PRDSMRCCSNGA_23,1.2,
TO,INDBDGHH2PRDARGCCSNGA_23,1.2,
TO,INDBDGHH2PRDSMR___NGA_23,1.2,
TO,INDBDGHH2PRDALK___ELC_23,1.2,
