"Waste Capacity per end use,  per plants, per technology type, and per period"
t_periods,Sub,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Capacity_units,Capacities
2023,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,1.2751929065071512
2023,Solid,Green Bin,Dufferin,Gasification,Central,MW,0.05382132295791023
2023,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,0.5240476161585983
2023,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2023,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,1.657203960709301
2023,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.03756294315531013
2023,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,0.5557879370895961
2023,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,5.856264485151365
2023,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2023,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,8.758031674778273
2023,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.026819246000367655
2023,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,6.193930124243755
2023,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2023,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,9.484984216110584
2023,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.027217710745793523
2023,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,13.123000413899405
2023,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,12.967813890145283
2023,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.028641314127264204
2023,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,6.795226069547599
2023,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2023,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,10.91780983232567
2023,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.027902532148080833
2023,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,28.834940178083503
2023,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2023,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,12.988032689310913
2023,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.015578598124075272
2023,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,30.837487575794114
2023,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2023,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,14.721654028516053
2023,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.015581038529658416
2023,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,7.212721076694359
2023,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,6.62171477378956
2023,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.02529586041038967
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.801777677775552
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.11537092942482652
2023,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,5.271256435544271
2023,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2023,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.6531881382719105
2023,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.11032196161104885
2023,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,5.186947550464714
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.5581789637082775
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.10527839078568305
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,5.08291811328565
2023,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2024,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,20.576340081933317
2024,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,23.014167382186592
2024,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.022508589042562557
2024,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2024,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,3.1982313598708365
2024,Solid,Green Bin,Dufferin,Gasification,Central,MW,0.0995838772380328
2024,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,0.937701497587416
2024,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2024,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,3.739621505203477
2024,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.06978985070401764
2024,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,0.9894609683753184
2024,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,11.387558675052171
2024,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2024,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,21.457237778615323
2024,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.05148435112798326
2024,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,12.071370731242112
2024,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2024,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,23.47910446216771
2024,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.05225548782061801
2024,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,30.719899020208302
2024,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,31.96209809150745
2024,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.055012416682690565
2024,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,13.287161555205724
2024,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2024,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,27.430963976891174
2024,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.05358081581032419
2024,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,240.35476602635302
2024,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2024,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,33.14965052591686
2024,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.03061098009829496
2024,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,251.910578285882
2024,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2024,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,38.58721202666376
2024,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.030616210730067272
2024,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,15.88727102880626
2024,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,15.029218522250924
2024,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.04853343268294341
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,4.247385760220025
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.1206504219346004
2024,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,5.746206537340179
2024,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2024,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,4.078439843550509
2024,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.1153954789406239
2024,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,5.654050570306718
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.970069586422392
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.11014643023978678
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,5.538928324491202
2024,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2025,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,89.58509928570577
2025,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,94.3233208132388
2025,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.0321488703799963
2025,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2025,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,227.05208678291888
2025,Solid,Green Bin,Dufferin,Gasification,Central,MW,0.13286869206746243
2025,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,1.263214726790642
2025,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2025,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,317.6521954543473
2025,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.09492503289174414
2025,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,1.3498095217917987
2025,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,16.7807906795976
2025,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2025,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,185.0898041747768
2025,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.07375529444961185
2025,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,17.83989463145111
2025,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2025,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,260.2005278585813
2025,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.07486771012351948
2025,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,775.7000013086445
2025,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,814.805843163448
2025,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.07884776787644429
2025,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,19.725342813577683
2025,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2025,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,493.13568626376144
2025,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.07678050505081949
2025,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1157.8542031355328
2025,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2025,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1219.6894987278315
2025,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.04465078197704682
2025,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1454.8960600108126
2025,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2025,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1532.3351983225505
2025,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.04466122050578353
2025,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,50.41214396274592
2025,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,51.540140779193706
2025,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.06949238544297033
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,4.678169622526041
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.1255000924122987
2025,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,6.1732616689384905
2025,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2025,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,4.488722605264675
