"Building capacity per subsector, per end use, per input energy, and per vintage"
vintage,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Capacity_units,Capacities
1995,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,15.614751400886401
1995,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,20.23208085922587
1995,Commercial,Space Heating,___,___,District Heating,___,MW,68.66725656716946
1995,Commercial,Water Heating,___,___,District Heating,___,MW,5.461639927067946
1995,Public,Space Cooling,___,___,District Cooling,___,MW,1.4066617224999411
1995,Public,Space Heating,Furnace,___,Electricity,Standard,MW,6.109607408296004
1995,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,5.641516764518759
1995,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,122.10581190946097
1995,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,6.49405549351191
1995,Public,Space Heating,___,___,District Heating,___,MW,31.320015041499335
1995,Public,Water Heating,___,___,District Heating,___,MW,2.131148471147541
1995,Residential,Freezer,___,___,Electricity,Standard,kunits,69.59257852566105
1995,Residential,Space Cooling,___,___,District Cooling,___,MW,1.4800129686399732
1995,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,8.746753577795392
1995,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,697.1671833380108
1995,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,219.22132638527552
1995,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,36.444806574147464
1995,Residential,Space Heating,___,___,District Heating,___,MW,2.2439902893372814
2000,Commercial,Space Cooling,___,___,District Cooling,___,MW,7.641957074125591
2000,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,2.992163824447848
2000,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,594.9051346433569
2000,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,15.6147514008864
2000,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,38.36122698608217
2000,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,20.23208085922587
2000,Commercial,Space Heating,___,___,District Heating,___,MW,68.66725656716946
2000,Commercial,Water Heating,___,___,District Heating,___,MW,5.461639927067946
2000,Public,Space Cooling,___,___,District Cooling,___,MW,1.4066617224999411
2000,Public,Space Cooling,___,___,Electricity,Standard,MW,87.69607415412418
2000,Public,Space Heating,Furnace,___,Electricity,Standard,MW,6.109607408296004
2000,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,5.641516764518759
2000,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,122.10581190946097
2000,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,6.49405549351191
2000,Public,Space Heating,___,___,District Heating,___,MW,31.32001504149933
2000,Public,Water Heating,___,___,District Heating,___,MW,2.131148471147541
2000,Residential,Freezer,___,___,Electricity,Standard,kunits,69.59257852566105
2000,Residential,Refrigerator,___,___,Electricity,Standard,kunits,221.61925032101323
2000,Residential,Space Cooling,Central,___,Electricity,Standard,MW,481.4845032154094
2000,Residential,Space Cooling,___,___,District Cooling,___,MW,1.4800129686399732
2000,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,8.746753577795392
2000,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,697.1671833380108
2000,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,219.22132638527555
2000,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,36.444806574147464
2000,Residential,Space Heating,___,___,District Heating,___,MW,2.2439902893372814
2005,Commercial,Space Cooling,___,___,District Cooling,___,MW,7.6419570741255916
2005,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,12.249125543960034
2005,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,2.992163824447848
2005,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,594.9051346433566
2005,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,15.614751400886401
2005,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,38.36122698608217
2005,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,20.232080859225867
2005,Commercial,Space Heating,___,___,District Heating,___,MW,68.66725656716947
2005,Commercial,Water Heating,___,___,District Heating,___,MW,5.461639927067946
2005,Commercial,Water Heating,___,___,Electricity,Standard,MW,4.348507419530958
2005,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,3.0132289970345396
2005,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,79.95451122583306
2005,Commercial,Water Heating,___,___,Propane,Standard,MW,1.0743080071116726
2005,Public,Space Cooling,___,___,District Cooling,___,MW,1.406661722499941
2005,Public,Space Cooling,___,___,Electricity,Standard,MW,87.69607415412418
2005,Public,Space Cooling,___,___,Natural Gas,Standard,MW,14.507236978138874
2005,Public,Space Heating,Furnace,___,Electricity,Standard,MW,6.109607408296004
2005,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,5.641516764518759
2005,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,122.10581190946097
2005,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,6.494055493511909
2005,Public,Space Heating,___,___,District Heating,___,MW,31.320015041499335
2005,Public,Water Heating,___,___,District Heating,___,MW,2.131148471147541
2005,Public,Water Heating,___,___,Electricity,Standard,MW,1.1213943960309356
2005,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,2.071130259868062
2005,Public,Water Heating,___,___,Natural Gas,Standard,MW,13.127868026129923
2005,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,363.3240243094242
2005,Residential,Clothe Dryer,___,___,Natural Gas,Standard,kunits,25.109679150583784
2005,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,353.0107508431462
2005,Residential,Dish Washer,___,___,Electricity,Standard,kunits,241.44582134441072
2005,Residential,Freezer,___,___,Electricity,Standard,kunits,69.59257852566105
2005,Residential,Range,___,___,Electricity,Standard,kunits,465.9553461890886
2005,Residential,Range,___,___,Natural Gas,Standard,kunits,32.20263032026446
2005,Residential,Refrigerator,___,___,Electricity,Standard,kunits,221.61925032101323
2005,Residential,Space Cooling,Central,___,Electricity,Standard,MW,481.4845032154094
2005,Residential,Space Cooling,___,___,District Cooling,___,MW,1.480012968639973
2005,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,8.746753577795392
2005,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,697.1671833380108
2005,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,219.22132638527552
2005,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,351.5069963580449
2005,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,36.444806574147464
2005,Residential,Space Heating,___,___,District Heating,___,MW,2.2439902893372814
2005,Residential,Water Heating,___,___,Electricity,Standard,MW,26.514618920383246
2005,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,1.356150070168067
2005,Residential,Water Heating,___,___,Natural Gas,Standard,MW,242.2424155735119
2010,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,341.153776571285
2010,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,33.99982177431883
2010,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,18.969198139668087
2010,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,35.34729803857452
2010,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,7162.34282592014
2010,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,31.467209127483457
2010,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,31.467209127483414
2010,Commercial,Space Cooling,___,___,District Cooling,___,MW,7.641957074125591
2010,Commercial,Space Cooling,___,___,Electricity,Standard,MW,398.09658017870123
2010,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,12.249125543960037
2010,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,2.9921638244478483
2010,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,594.9051346433566
2010,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,15.614751400886401
2010,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,38.36122698608217
2010,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,20.23208085922587
2010,Commercial,Space Heating,___,___,District Heating,___,MW,68.66725656716945
2010,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,2124.1804446843194
2010,Commercial,Water Heating,___,___,District Heating,___,MW,5.461639927067945
2010,Commercial,Water Heating,___,___,Electricity,Standard,MW,4.348507419530958
2010,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,3.013228997034539
2010,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,79.95451122583304
2010,Commercial,Water Heating,___,___,Propane,Standard,MW,1.0743080071116728
2010,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,39.951874347614265
2010,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,4.932158016235347
2010,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,8.339623042900348
2010,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,469.6488386756401
2010,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,2.0633664964490888
2010,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,2.063366496449086
2010,Public,Space Cooling,___,___,District Cooling,___,MW,1.4066617224999411
2010,Public,Space Cooling,___,___,Electricity,Standard,MW,87.69607415412418
2010,Public,Space Cooling,___,___,Natural Gas,Standard,MW,14.507236978138874
2010,Public,Space Heating,Furnace,___,Electricity,Standard,MW,6.109607408296002
2010,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,5.641516764518759
2010,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,122.10581190946097
2010,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,6.494055493511909
2010,Public,Space Heating,___,___,District Heating,___,MW,31.32001504149933
2010,Public,Water Heating,___,___,District Heating,___,MW,2.131148471147541
2010,Public,Water Heating,___,___,Electricity,Standard,MW,1.1213943960309356
2010,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,2.071130259868062
2010,Public,Water Heating,___,___,Natural Gas,Standard,MW,13.127868026129923
2010,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,363.3240243094242
2010,Residential,Clothe Dryer,___,___,Natural Gas,Standard,kunits,25.10967915058378
2010,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,353.0107508431462
2010,Residential,Dish Washer,___,___,Electricity,Standard,kunits,241.44582134441072
2010,Residential,Freezer,___,___,Electricity,Standard,kunits,69.59257852566105
2010,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,1017.3777907607384
2010,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,4.469772039906849
2010,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,4.469772039906845
2010,Residential,Range,___,___,Electricity,Standard,kunits,465.9553461890886
2010,Residential,Range,___,___,Natural Gas,Standard,kunits,32.20263032026446
2010,Residential,Refrigerator,___,___,Electricity,Standard,kunits,221.61925032101323
2010,Residential,Space Cooling,Central,___,Electricity,Standard,MW,481.4845032154094
2010,Residential,Space Cooling,Room,___,Electricity,Standard,MW,60.22655787070423
2010,Residential,Space Cooling,___,___,District Cooling,___,MW,1.4800129686399732
2010,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,8.746753577795392
2010,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,697.1671833380108
2010,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,219.22132638527552
2010,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,351.5069963580449
2010,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,36.444806574147464
2010,Residential,Space Heating,___,___,District Heating,___,MW,2.2439902893372814
2010,Residential,Water Heating,___,___,Electricity,Standard,MW,26.51461892038325
2010,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,1.3561500701680673
2010,Residential,Water Heating,___,___,Natural Gas,Standard,MW,242.24241557351192
2015,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,341.15377657128494
2015,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,33.99982177431884
2015,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,18.969198139668084
2015,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,35.34729803857452
2015,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1958.275478991657
2015,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,7162.342825920141
2015,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4203.613110926938
2015,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13501.124501127428
2015,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,31.467209127483457
2015,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,31.467209127483418
2015,Commercial,Space Cooling,___,___,District Cooling,___,MW,7.641957074125591
2015,Commercial,Space Cooling,___,___,Electricity,Standard,MW,398.0965801787013
2015,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,12.249125543960034
2015,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,2.9921638244478483
2015,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,594.9051346433566
2015,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,15.614751400886401
2015,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,38.36122698608217
2015,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,20.232080859225874
2015,Commercial,Space Heating,___,___,District Heating,___,MW,68.66725656716946
2015,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,2124.1804446843194
2015,Commercial,Water Heating,___,___,District Heating,___,MW,5.461639927067946
2015,Commercial,Water Heating,___,___,Electricity,Standard,MW,4.348507419530958
2015,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,3.0132289970345396
2015,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,79.95451122583304
2015,Commercial,Water Heating,___,___,Propane,Standard,MW,1.0743080071116726
2015,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,39.951874347614265
2015,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,4.932158016235347
2015,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,8.339623042900348
2015,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,128.40795628869682
2015,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,469.6488386756401
2015,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,275.6391398417744
2015,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,885.295160659268
2015,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,2.0633664964490883
2015,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,2.063366496449086
2015,Public,Space Cooling,___,___,District Cooling,___,MW,1.4066617224999411
2015,Public,Space Cooling,___,___,Electricity,Standard,MW,87.69607415412419
2015,Public,Space Cooling,___,___,Natural Gas,Standard,MW,14.507236978138874
2015,Public,Space Heating,Furnace,___,Electricity,Standard,MW,6.109607408296004
2015,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,5.641516764518759
2015,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,122.10581190946098
2015,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,6.494055493511909
2015,Public,Space Heating,___,___,District Heating,___,MW,31.32001504149933
2015,Public,Water Heating,___,___,District Heating,___,MW,2.131148471147541
2015,Public,Water Heating,___,___,Electricity,Standard,MW,1.1213943960309356
2015,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,2.071130259868062
2015,Public,Water Heating,___,___,Natural Gas,Standard,MW,13.127868026129923
2015,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,15195.0938527596
2015,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,363.3240243094242
2015,Residential,Clothe Dryer,___,___,Natural Gas,Standard,kunits,25.10967915058378
2015,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,353.0107508431462
2015,Residential,Dish Washer,___,___,Electricity,Standard,kunits,241.44582134441072
2015,Residential,Freezer,___,___,Electricity,Standard,kunits,69.59257852566105
2015,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,278.1640070770431
2015,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,1017.3777907607384
2015,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,597.1038700536236
2015,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1917.7725154447735
2015,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,4.469772039906849
2015,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,4.469772039906844
2015,Residential,Range,___,___,Electricity,Standard,kunits,465.9553461890886
2015,Residential,Range,___,___,Natural Gas,Standard,kunits,32.20263032026446
2015,Residential,Refrigerator,___,___,Electricity,Standard,kunits,221.61925032101323
2015,Residential,Space Cooling,Central,___,Electricity,Standard,MW,481.4845032154094
2015,Residential,Space Cooling,Room,___,Electricity,Standard,MW,60.22655787070423
2015,Residential,Space Cooling,___,___,District Cooling,___,MW,1.480012968639973
2015,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,8.746753577795392
2015,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,697.1671833380108
2015,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,219.22132638527552
2015,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,351.50699635804483
2015,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,36.444806574147464
2015,Residential,Space Heating,___,___,District Heating,___,MW,2.2439902893372814
2015,Residential,Water Heating,___,___,Electricity,Standard,MW,26.51461892038325
2015,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,1.356150070168067
2015,Residential,Water Heating,___,___,Natural Gas,Standard,MW,242.24241557351192
2016,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,0.2029391853354329
2016,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.195313869742216
2016,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.09261519972528193
2016,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.12484803212083655
2016,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,0.05050204118316628
2016,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,0.21473569562247768
2016,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,0.007135427000000001
2016,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,0.020401261999999996
2016,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,0.27138985072509086
2016,Commercial,Space Cooling,___,___,District Cooling,___,MW,0.5410672950634872
2016,Commercial,Space Cooling,___,___,Electricity,Standard,MW,3.201336789081196
2016,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,0.32973683972762213
2016,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.16748476630787956
2016,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.1729056659747087
2016,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.1728971483002869
2016,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,1.2441737683131404
2016,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.3516328421218665
2016,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,150.78833852745186
2016,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,3.85105594254344
2016,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,7.081011562258938
2016,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,7.043942144505002
2016,Commercial,Space Heating,___,___,District Heating,___,MW,17.177089937370074
2016,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,0.06112725344215271
2016,Commercial,Water Heating,___,___,District Heating,___,MW,0.30850589681233864
2016,Commercial,Water Heating,___,___,Electricity,Standard,MW,0.25086864306259105
2016,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.1490335104037056
2016,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.14903590298810426
2016,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.21244849022515166
2016,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,2.3831102592976405
2016,Commercial,Water Heating,___,___,Propane,Standard,MW,0.15405066627161876
2016,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,0.003949197151003538
2016,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.005289334105290126
2016,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.00326132415081658
2016,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,0.004572492126583839
2016,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,0.004828273380130825
2016,Public,Space Cooling,___,___,District Cooling,___,MW,8.59305596832276
2016,Public,Space Cooling,___,___,Electricity,Standard,MW,4.647708894702615
2016,Public,Space Cooling,___,___,Natural Gas,Standard,MW,2.7706378250344863
2016,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.003954800686363535
2016,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.0019697270258062756
2016,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,0.011145052376711255
2016,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,0.003784409436107586
2016,Public,Space Heating,___,___,District Heating,___,MW,0.0048428061534335504
2016,Public,Water Heating,___,___,District Heating,___,MW,10.595845366923221
2016,Public,Water Heating,___,___,Electricity,Standard,MW,0.3773351064416381
2016,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.17528706894961874
2016,Public,Water Heating,___,___,Kerosene,Standard,MW,0.17538681835119457
2016,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.5664880235075114
2016,Public,Water Heating,___,___,Natural Gas,Standard,MW,3.723337845180236
2016,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,0.0036505278042683305
2016,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,0.03516902326150405
2016,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,0.04615448604703836
2016,Residential,Dish Washer,___,___,Electricity,Standard,kunits,0.026432376175902435
2016,Residential,Freezer,___,___,Electricity,Standard,kunits,0.040020196399519245
2016,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,0.009634049530749951
2016,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,0.051002579844887666
2016,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,0.05100937447017859
2016,Residential,Range,___,___,Electricity,Standard,kunits,0.017635446312380388
2016,Residential,Refrigerator,___,___,Electricity,Standard,kunits,0.042447359285267924
2016,Residential,Space Cooling,Central,___,Electricity,Standard,MW,7.717402026498396
2016,Residential,Space Cooling,Room,___,Electricity,Standard,MW,10.613295872000762
2016,Residential,Space Cooling,___,___,District Cooling,___,MW,47.97393251062078
2016,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,13.813162553093905
2016,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.022849525912090034
2016,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.021545761344949906
2016,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,7.358273394714579
2016,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,49.313362820139574
2016,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,39.46803211634218
2016,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.02259332257270427
2016,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,31.89124621860931
2016,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,14.473170143029405
