"District heating and cooling  generation per end use, per technology type, and per period.(TJ)"
t_periods,Sub,EndUse,Tech_cat,Tech_type_1,Tech_type_2,Output_units,VFlow_Out
2024,Public,District Heating,Toronto Average,Substation,___,TJ,579.5939583717973
2024,Residential,District Cooling,Toronto Average,Substation,___,TJ,88.6439989663544
2024,Residential,District Heating,Toronto Average,Substation,___,TJ,1028.0076891058327
2025,Commercial,District Cooling,Toronto Average,Substation,___,TJ,1969.507576994664
2025,Commercial,District Heating,Toronto Average,Substation,___,TJ,5857.650184737103
2025,Public,District Cooling,Toronto Average,Substation,___,TJ,147.0003614897721
2025,Public,District Heating,Toronto Average,Substation,___,TJ,658.3894642317941
2025,Residential,District Cooling,Toronto Average,Substation,___,TJ,88.66332319434352
2025,Residential,District Heating,Toronto Average,Substation,___,TJ,1028.1723644755066
2030,Commercial,District Cooling,Toronto Average,Substation,___,TJ,2041.1701069006344
2030,Commercial,District Heating,Toronto Average,Substation,___,TJ,5858.434871431394
2030,Public,District Cooling,Toronto Average,Substation,___,TJ,4.8401823449221215
2030,Public,District Heating,Toronto Average,Substation,___,TJ,1841.6231134584882
2030,Residential,District Cooling,Toronto Average,Substation,___,TJ,88.66270853706337
2030,Residential,District Heating,Toronto Average,Substation,___,TJ,1015.9771776344825
2035,Commercial,District Cooling,Toronto Average,Substation,___,TJ,783.8787110805138
2035,Commercial,District Heating,Toronto Average,Substation,___,TJ,240.15387328684557
2035,Public,District Cooling,Toronto Average,Substation,___,TJ,4.337497018403251
2035,Public,District Heating,Toronto Average,Substation,___,TJ,1403.5677034040377
2035,Residential,District Cooling,Toronto Average,Substation,___,TJ,88.66113169015517
2035,Residential,District Heating,Toronto Average,Substation,___,TJ,1004.0723700913105
