periods,group_name,max_act_g,notes
2050,NZ50-BDG-10-COMBDGTAW-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGICI-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGICI-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGICI-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGICI-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGICI-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGICI-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGOFF-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGOFF-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGOFF-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGOFF-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGOFF-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGOFF-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGEDS-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGEDS-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGEDS-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGEDS-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGEDS-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGEDS-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGHLC-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGHLC-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGHLC-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGHLC-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGHLC-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGHLC-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGAER-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGAER-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGAER-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGAER-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGAER-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGAER-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGAFS-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGAFS-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGAFS-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGAFS-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGAFS-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGAFS-TEDI-T3,0,
2023,NZ50-BDG-10-COMBDGOTS-TEDI-T2,0,
2024,NZ50-BDG-10-COMBDGOTS-TEDI-T2,0,
2025,NZ50-BDG-10-COMBDGOTS-TEDI-T2,0,
2026,NZ50-BDG-10-COMBDGOTS-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGOTS-TEDI-T2,0,
2027,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2028,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2029,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2030,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2031,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2032,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2033,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2034,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2035,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2036,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2037,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2038,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2039,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2040,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2041,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2042,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2043,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2044,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2045,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2046,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2047,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2048,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2049,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
2050,NZ50-BDG-10-COMBDGOTS-TEDI-T3,0,
