regions,periods,tech,maxact,maxact_units,maxact_notes
TO,2023,INDBDGDCOPRDHEPLARHWP_23,0,,
TO,2023,INDBDGDCOPRDHEPMEDELC_23,0,,
TO,2023,INDBDGDCOPRDHEPMEDHWP_23,0,,
TO,2023,INDBDGDCOPRDHEPSMAELC_23,0,,
TO,2023,INDBDGDCOPRDHEPSMAHWP_23,0,,
TO,2023,INDBDGDHEAVGSUB___HW_23,0,,
TO,2023,INDBDGDHECONHEPLARHWC_23,0,,
TO,2023,INDBDGDHECONHEPMEDHWC_23,0,,
TO,2023,INDBDGDHECONHEPSMAHWC_23,0,,
TO,2023,INDBDGDHEPRDBOILARELC_23,0,,
TO,2023,INDBDGDHEPRDBOIMEDELC_23,0,,
TO,2023,INDBDGDHEPRDBOISMAELC_23,0,,
TO,2023,INDBDGHH2PRDALK___ELC_23,0,,
TO,2023,PUBBDGDHEPRDBOILARNGA_23,0,,
TO,2023,PUBBDGDHEPRDBOIMEDNGA_23,0,,
TO,2023,PUBBDGDHEPRDBOISMANGA_23,0,,
TO,2023,PUBBDGDHEPRDGTULARMNGA_23,0,,
TO,2023,PUBBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2023,PUBBDGDHEPRDGTUSMAMNGA_23,0,,
TO,2023,PUBBDGDHEPRDICELARMNGA_23,0,,
TO,2023,PUBBDGDHEPRDICEMEDMNGA_23,0,,
TO,2023,PUBBDGDHEPRDICESMAMNGA_23,0,,
TO,2023,PUBBDGDCOAVGSUB___CW_23,0,,
TO,2023,PUBBDGDCOCONHEPLARHWC_23,0,,
TO,2023,PUBBDGDCOCONHEPMEDHWC_23,0,,
TO,2023,PUBBDGDCOCONHEPSMAHWC_23,0,,
TO,2023,PUBBDGDCOPRDDLAENWELC_23,0,,
TO,2023,PUBBDGDCOPRDHEPENWELC_23,0,,
TO,2023,PUBBDGDCOPRDHEPLARELC_23,0,,
TO,2023,PUBBDGDCOPRDHEPLARHWP_23,0,,
TO,2023,PUBBDGDCOPRDHEPMEDELC_23,0,,
TO,2023,PUBBDGDCOPRDHEPMEDHWP_23,0,,
TO,2023,PUBBDGDCOPRDHEPSMAELC_23,0,,
TO,2023,PUBBDGDCOPRDHEPSMAHWP_23,0,,
TO,2023,PUBBDGDHEAVGSUB___HW_23,0,,
TO,2023,PUBBDGDHECONHEPLARHWC_23,0,,
TO,2023,PUBBDGDHECONHEPMEDHWC_23,0,,
TO,2023,PUBBDGDHECONHEPSMAHWC_23,0,,
TO,2023,PUBBDGDHEPRDBOILARELC_23,0,,
TO,2023,PUBBDGDHEPRDBOIMEDELC_23,0,,
TO,2023,PUBBDGDHEPRDBOISMAELC_23,0,,
TO,2023,RESBDGDHEPRDBOILARNGA_23,0,,
TO,2023,RESBDGDHEPRDBOIMEDNGA_23,0,,
TO,2023,RESBDGDHEPRDBOISMANGA_23,0,,
TO,2023,RESBDGDHEPRDGTULARMNGA_23,0,,
TO,2023,RESBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2023,RESBDGDHEPRDGTUSMAMNGA_23,0,,
TO,2023,RESBDGDHEPRDICELARMNGA_23,0,,
TO,2023,RESBDGDHEPRDICEMEDMNGA_23,0,,
TO,2023,RESBDGDHEPRDICESMAMNGA_23,0,,
TO,2023,RESBDGDCOAVGSUB___CW_23,0,,
TO,2023,RESBDGDCOCONHEPLARHWC_23,0,,
TO,2023,RESBDGDCOCONHEPMEDHWC_23,0,,
TO,2023,RESBDGDCOCONHEPSMAHWC_23,0,,
TO,2023,RESBDGDCOPRDDLAENWELC_23,0,,
TO,2023,RESBDGDCOPRDHEPENWELC_23,0,,
TO,2023,RESBDGDCOPRDHEPLARELC_23,0,,
TO,2023,RESBDGDCOPRDHEPLARHWP_23,0,,
TO,2023,RESBDGDCOPRDHEPMEDELC_23,0,,
TO,2023,RESBDGDCOPRDHEPMEDHWP_23,0,,
TO,2023,RESBDGDCOPRDHEPSMAELC_23,0,,
TO,2023,RESBDGDCOPRDHEPSMAHWP_23,0,,
TO,2023,RESBDGDHEAVGSUB___HW_23,0,,
TO,2023,RESBDGDHECONHEPLARHWC_23,0,,
TO,2023,RESBDGDHECONHEPMEDHWC_23,0,,
TO,2023,RESBDGDHECONHEPSMAHWC_23,0,,
TO,2023,RESBDGDHEPRDBOILARELC_23,0,,
TO,2023,RESBDGDHEPRDBOIMEDELC_23,0,,
TO,2023,RESBDGDHEPRDBOISMAELC_23,0,,
TO,2023,COMBDGDCOAVGPIP___CW_23,0,,
TO,2023,COMBDGDCOSTGHTSLARCW_23,0,,
TO,2023,COMBDGDCOSTGHTSMEDCW_23,0,,
TO,2023,COMBDGDCOSTGHTSSMACW_23,0,,
TO,2023,COMBDGDHEAVGPIP___HW_23,0,,
TO,2023,COMBDGDHESTGHTSLARHW_23,0,,
TO,2023,COMBDGDHESTGHTSMEDHW_23,0,,
TO,2023,COMBDGDHESTGHTSSMAHW_23,0,,
TO,2023,COMBDGDHESTGPITLARHW_23,0,,
TO,2023,COMBDGDHESTGPITMEDHW_23,0,,
TO,2023,COMBDGDHESTGPITSMAHW_23,0,,
TO,2023,COMBDGDHEPRDGTULARNGA_23,0,,
TO,2023,COMBDGDHEPRDGTUMEDNGA_23,0,,
TO,2023,COMBDGDHEPRDGTUSMANGA_23,0,,
TO,2023,COMBDGDHEPRDICELARNGA_23,0,,
TO,2023,COMBDGDHEPRDICEMEDNGA_23,0,,
TO,2023,COMBDGDHEPRDICESMANGA_23,0,,
TO,2023,INDBDGDCOAVGPIP___CW_23,0,,
TO,2023,INDBDGDCOSTGHTSLARCW_23,0,,
TO,2023,INDBDGDCOSTGHTSMEDCW_23,0,,
TO,2023,INDBDGDCOSTGHTSSMACW_23,0,,
TO,2023,INDBDGDHEAVGPIP___HW_23,0,,
TO,2023,INDBDGDHESTGHTSLARHW_23,0,,
TO,2023,INDBDGDHESTGHTSMEDHW_23,0,,
TO,2023,INDBDGDHESTGHTSSMAHW_23,0,,
TO,2023,INDBDGDHESTGPITLARHW_23,0,,
TO,2023,INDBDGDHESTGPITMEDHW_23,0,,
TO,2023,INDBDGDHESTGPITSMAHW_23,0,,
TO,2023,INDBDGDHEPRDGTULARNGA_23,0,,
TO,2023,INDBDGDHEPRDGTUMEDNGA_23,0,,
TO,2023,INDBDGDHEPRDGTUSMANGA_23,0,,
TO,2023,INDBDGDHEPRDICELARNGA_23,0,,
TO,2023,INDBDGDHEPRDICEMEDNGA_23,0,,
TO,2023,INDBDGDHEPRDICESMANGA_23,0,,
TO,2023,PUBBDGDCOAVGPIP___CW_23,0,,
TO,2023,PUBBDGDCOSTGHTSLARCW_23,0,,
TO,2023,PUBBDGDCOSTGHTSMEDCW_23,0,,
TO,2023,PUBBDGDCOSTGHTSSMACW_23,0,,
TO,2023,PUBBDGDHEAVGPIP___HW_23,0,,
TO,2023,PUBBDGDHESTGHTSLARHW_23,0,,
TO,2023,PUBBDGDHESTGHTSMEDHW_23,0,,
TO,2023,PUBBDGDHESTGHTSSMAHW_23,0,,
TO,2023,PUBBDGDHESTGPITLARHW_23,0,,
TO,2023,PUBBDGDHESTGPITMEDHW_23,0,,
TO,2023,PUBBDGDHESTGPITSMAHW_23,0,,
TO,2023,PUBBDGDHEPRDGTULARNGA_23,0,,
TO,2023,PUBBDGDHEPRDGTUMEDNGA_23,0,,
TO,2023,PUBBDGDHEPRDGTUSMANGA_23,0,,
TO,2023,PUBBDGDHEPRDICELARNGA_23,0,,
TO,2023,PUBBDGDHEPRDICEMEDNGA_23,0,,
TO,2023,PUBBDGDHEPRDICESMANGA_23,0,,
TO,2023,RESBDGDCOAVGPIP___CW_23,0,,
TO,2023,RESBDGDCOSTGHTSLARCW_23,0,,
TO,2023,RESBDGDCOSTGHTSMEDCW_23,0,,
TO,2023,RESBDGDCOSTGHTSSMACW_23,0,,
TO,2023,RESBDGDHEAVGPIP___HW_23,0,,
TO,2023,RESBDGDHESTGHTSLARHW_23,0,,
TO,2023,RESBDGDHESTGHTSMEDHW_23,0,,
TO,2023,RESBDGDHESTGHTSSMAHW_23,0,,
TO,2023,RESBDGDHESTGPITLARHW_23,0,,
TO,2023,RESBDGDHESTGPITMEDHW_23,0,,
TO,2023,RESBDGDHESTGPITSMAHW_23,0,,
TO,2023,RESBDGDHEPRDGTULARNGA_23,0,,
TO,2023,RESBDGDHEPRDGTUMEDNGA_23,0,,
TO,2023,RESBDGDHEPRDGTUSMANGA_23,0,,
TO,2023,RESBDGDHEPRDICELARNGA_23,0,,
TO,2023,RESBDGDHEPRDICEMEDNGA_23,0,,
TO,2023,RESBDGDHEPRDICESMANGA_23,0,,
TO,2024,COMBDGDCOAVGSUB___CW_EX,2184.67179,,
TO,2024,COMBDGDHEAVGSUB___HW_EX,5858.699686,,
TO,2024,PUBBDGDCOAVGSUB___CW_EX,300.3590195,,
TO,2024,PUBBDGDHEAVGSUB___HW_EX,1841.822015,,
TO,2024,RESBDGDCOAVGSUB___CW_EX,88.6673165,,
TO,2024,RESBDGDHEAVGSUB___HW_EX,1056.396317,,
TO,2024,COMBDGDHEPRDBOILARNGA_23,0,,
TO,2024,COMBDGDHEPRDBOIMEDNGA_23,0,,
TO,2024,COMBDGDHEPRDBOISMANGA_23,0,,
TO,2024,COMBDGDHEPRDGTULARMNGA_23,0,,
TO,2024,COMBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2024,COMBDGDHEPRDGTUSMAMNGA_23,0,,
TO,2024,COMBDGDHEPRDICELARMNGA_23,0,,
TO,2024,COMBDGDHEPRDICEMEDMNGA_23,0,,
TO,2024,COMBDGDHEPRDICESMAMNGA_23,0,,
TO,2024,COMBDGDCOAVGSUB___CW_23,0,,
TO,2024,COMBDGDCOCONHEPLARHWC_23,0,,
TO,2024,COMBDGDCOCONHEPMEDHWC_23,0,,
TO,2024,COMBDGDCOCONHEPSMAHWC_23,0,,
TO,2024,COMBDGDCOPRDDLAENWELC_23,0,,
TO,2024,COMBDGDCOPRDHEPENWELC_23,0,,
TO,2024,COMBDGDCOPRDHEPLARELC_23,0,,
TO,2024,COMBDGDCOPRDHEPLARHWP_23,0,,
TO,2024,COMBDGDCOPRDHEPMEDELC_23,0,,
TO,2024,COMBDGDCOPRDHEPMEDHWP_23,0,,
TO,2024,COMBDGDCOPRDHEPSMAELC_23,0,,
TO,2024,COMBDGDCOPRDHEPSMAHWP_23,0,,
TO,2024,COMBDGDHEAVGSUB___HW_23,0,,
TO,2024,COMBDGDHECONHEPLARHWC_23,0,,
TO,2024,COMBDGDHECONHEPMEDHWC_23,0,,
TO,2024,COMBDGDHECONHEPSMAHWC_23,0,,
TO,2024,COMBDGDHEPRDBOILARELC_23,0,,
TO,2024,COMBDGDHEPRDBOIMEDELC_23,0,,
TO,2024,COMBDGDHEPRDBOISMAELC_23,0,,
TO,2024,INDBDGDHEPRDBOILARNGA_23,0,,
TO,2024,INDBDGDHEPRDBOIMEDNGA_23,0,,
TO,2024,INDBDGDHEPRDBOISMANGA_23,0,,
TO,2024,INDBDGDHEPRDGTULARMNGA_23,0,,
TO,2024,INDBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2024,INDBDGDHEPRDGTUSMAMNGA_23,0,,
TO,2024,INDBDGDHEPRDICELARMNGA_23,0,,
TO,2024,INDBDGDHEPRDICEMEDMNGA_23,0,,
TO,2024,INDBDGDHEPRDICESMAMNGA_23,0,,
TO,2024,INDBDGHH2PRDARGCCSNGA_23,0,,
TO,2024,INDBDGHH2PRDSMRCCSNGA_23,0,,
TO,2024,INDBDGHH2PRDSMR___NGA_23,0,,
TO,2024,INDBDGDCOAVGSUB___CW_23,0,,
TO,2024,INDBDGDCOCONHEPLARHWC_23,0,,
TO,2024,INDBDGDCOCONHEPMEDHWC_23,0,,
TO,2024,INDBDGDCOCONHEPSMAHWC_23,0,,
TO,2024,INDBDGDCOPRDDLAENWELC_23,0,,
TO,2024,INDBDGDCOPRDHEPENWELC_23,0,,
TO,2024,INDBDGDCOPRDHEPLARELC_23,0,,
TO,2024,INDBDGDCOPRDHEPLARHWP_23,0,,
TO,2024,INDBDGDCOPRDHEPMEDELC_23,0,,
TO,2024,INDBDGDCOPRDHEPMEDHWP_23,0,,
TO,2024,INDBDGDCOPRDHEPSMAELC_23,0,,
TO,2024,INDBDGDCOPRDHEPSMAHWP_23,0,,
TO,2024,INDBDGDHEAVGSUB___HW_23,0,,
TO,2024,INDBDGDHECONHEPLARHWC_23,0,,
TO,2024,INDBDGDHECONHEPMEDHWC_23,0,,
TO,2024,INDBDGDHECONHEPSMAHWC_23,0,,
TO,2024,INDBDGDHEPRDBOILARELC_23,0,,
TO,2024,INDBDGDHEPRDBOIMEDELC_23,0,,
TO,2024,INDBDGDHEPRDBOISMAELC_23,0,,
TO,2024,INDBDGHH2PRDALK___ELC_23,0,,
TO,2024,PUBBDGDHEPRDBOILARNGA_23,0,,
TO,2024,PUBBDGDHEPRDBOIMEDNGA_23,0,,
TO,2024,PUBBDGDHEPRDBOISMANGA_23,0,,
TO,2024,PUBBDGDHEPRDGTULARMNGA_23,0,,
TO,2024,PUBBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2024,PUBBDGDHEPRDGTUSMAMNGA_23,0,,
TO,2024,PUBBDGDHEPRDICELARMNGA_23,0,,
TO,2024,PUBBDGDHEPRDICEMEDMNGA_23,0,,
TO,2024,PUBBDGDHEPRDICESMAMNGA_23,0,,
TO,2024,PUBBDGDCOAVGSUB___CW_23,0,,
TO,2024,PUBBDGDCOCONHEPLARHWC_23,0,,
TO,2024,PUBBDGDCOCONHEPMEDHWC_23,0,,
TO,2024,PUBBDGDCOCONHEPSMAHWC_23,0,,
TO,2024,PUBBDGDCOPRDDLAENWELC_23,0,,
TO,2024,PUBBDGDCOPRDHEPENWELC_23,0,,
TO,2024,PUBBDGDCOPRDHEPLARELC_23,0,,
TO,2024,PUBBDGDCOPRDHEPLARHWP_23,0,,
TO,2024,PUBBDGDCOPRDHEPMEDELC_23,0,,
TO,2024,PUBBDGDCOPRDHEPMEDHWP_23,0,,
TO,2024,PUBBDGDCOPRDHEPSMAELC_23,0,,
TO,2024,PUBBDGDCOPRDHEPSMAHWP_23,0,,
TO,2024,PUBBDGDHEAVGSUB___HW_23,0,,
TO,2024,PUBBDGDHECONHEPLARHWC_23,0,,
TO,2024,PUBBDGDHECONHEPMEDHWC_23,0,,
TO,2024,PUBBDGDHECONHEPSMAHWC_23,0,,
TO,2024,PUBBDGDHEPRDBOILARELC_23,0,,
TO,2024,PUBBDGDHEPRDBOIMEDELC_23,0,,
TO,2024,PUBBDGDHEPRDBOISMAELC_23,0,,
TO,2024,RESBDGDHEPRDBOILARNGA_23,0,,
TO,2024,RESBDGDHEPRDBOIMEDNGA_23,0,,
TO,2024,RESBDGDHEPRDBOISMANGA_23,0,,
TO,2024,RESBDGDHEPRDGTULARMNGA_23,0,,
TO,2024,RESBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2024,RESBDGDHEPRDGTUSMAMNGA_23,0,,
TO,2024,RESBDGDHEPRDICELARMNGA_23,0,,
TO,2024,RESBDGDHEPRDICEMEDMNGA_23,0,,
TO,2024,RESBDGDHEPRDICESMAMNGA_23,0,,
TO,2024,RESBDGDCOAVGSUB___CW_23,0,,
TO,2024,RESBDGDCOCONHEPLARHWC_23,0,,
TO,2024,RESBDGDCOCONHEPMEDHWC_23,0,,
TO,2024,RESBDGDCOCONHEPSMAHWC_23,0,,
TO,2024,RESBDGDCOPRDDLAENWELC_23,0,,
TO,2024,RESBDGDCOPRDHEPENWELC_23,0,,
TO,2024,RESBDGDCOPRDHEPLARELC_23,0,,
TO,2024,RESBDGDCOPRDHEPLARHWP_23,0,,
TO,2024,RESBDGDCOPRDHEPMEDELC_23,0,,
TO,2024,RESBDGDCOPRDHEPMEDHWP_23,0,,
TO,2024,RESBDGDCOPRDHEPSMAELC_23,0,,
TO,2024,RESBDGDCOPRDHEPSMAHWP_23,0,,
TO,2024,RESBDGDHEAVGSUB___HW_23,0,,
TO,2024,RESBDGDHECONHEPLARHWC_23,0,,
TO,2024,RESBDGDHECONHEPMEDHWC_23,0,,
TO,2024,RESBDGDHECONHEPSMAHWC_23,0,,
TO,2024,RESBDGDHEPRDBOILARELC_23,0,,
TO,2024,RESBDGDHEPRDBOIMEDELC_23,0,,
TO,2024,RESBDGDHEPRDBOISMAELC_23,0,,
TO,2024,COMBDGDCOAVGPIP___CW_23,0,,
TO,2024,COMBDGDCOSTGHTSLARCW_23,0,,
TO,2024,COMBDGDCOSTGHTSMEDCW_23,0,,
TO,2024,COMBDGDCOSTGHTSSMACW_23,0,,
TO,2024,COMBDGDHEAVGPIP___HW_23,0,,
TO,2024,COMBDGDHESTGHTSLARHW_23,0,,
TO,2024,COMBDGDHESTGHTSMEDHW_23,0,,
TO,2024,COMBDGDHESTGHTSSMAHW_23,0,,
TO,2024,COMBDGDHESTGPITLARHW_23,0,,
TO,2024,COMBDGDHESTGPITMEDHW_23,0,,
TO,2024,COMBDGDHESTGPITSMAHW_23,0,,
TO,2024,COMBDGDHEPRDGTULARNGA_23,0,,
TO,2024,COMBDGDHEPRDGTUMEDNGA_23,0,,
TO,2024,COMBDGDHEPRDGTUSMANGA_23,0,,
TO,2024,COMBDGDHEPRDICELARNGA_23,0,,
TO,2024,COMBDGDHEPRDICEMEDNGA_23,0,,
TO,2024,COMBDGDHEPRDICESMANGA_23,0,,
TO,2024,INDBDGDCOAVGPIP___CW_23,0,,
TO,2024,INDBDGDCOSTGHTSLARCW_23,0,,
TO,2024,INDBDGDCOSTGHTSMEDCW_23,0,,
TO,2024,INDBDGDCOSTGHTSSMACW_23,0,,
TO,2024,INDBDGDHEAVGPIP___HW_23,0,,
TO,2024,INDBDGDHESTGHTSLARHW_23,0,,
TO,2024,INDBDGDHESTGHTSMEDHW_23,0,,
TO,2024,INDBDGDHESTGHTSSMAHW_23,0,,
TO,2024,INDBDGDHESTGPITLARHW_23,0,,
TO,2024,INDBDGDHESTGPITMEDHW_23,0,,
TO,2024,INDBDGDHESTGPITSMAHW_23,0,,
TO,2024,INDBDGDHEPRDGTULARNGA_23,0,,
TO,2024,INDBDGDHEPRDGTUMEDNGA_23,0,,
TO,2024,INDBDGDHEPRDGTUSMANGA_23,0,,
TO,2024,INDBDGDHEPRDICELARNGA_23,0,,
TO,2024,INDBDGDHEPRDICEMEDNGA_23,0,,
TO,2024,INDBDGDHEPRDICESMANGA_23,0,,
TO,2024,PUBBDGDCOAVGPIP___CW_23,0,,
TO,2024,PUBBDGDCOSTGHTSLARCW_23,0,,
TO,2024,PUBBDGDCOSTGHTSMEDCW_23,0,,
TO,2024,PUBBDGDCOSTGHTSSMACW_23,0,,
TO,2024,PUBBDGDHEAVGPIP___HW_23,0,,
TO,2024,PUBBDGDHESTGHTSLARHW_23,0,,
TO,2024,PUBBDGDHESTGHTSMEDHW_23,0,,
TO,2024,PUBBDGDHESTGHTSSMAHW_23,0,,
TO,2024,PUBBDGDHESTGPITLARHW_23,0,,
TO,2024,PUBBDGDHESTGPITMEDHW_23,0,,
TO,2024,PUBBDGDHESTGPITSMAHW_23,0,,
TO,2024,PUBBDGDHEPRDGTULARNGA_23,0,,
TO,2024,PUBBDGDHEPRDGTUMEDNGA_23,0,,
TO,2024,PUBBDGDHEPRDGTUSMANGA_23,0,,
TO,2024,PUBBDGDHEPRDICELARNGA_23,0,,
TO,2024,PUBBDGDHEPRDICEMEDNGA_23,0,,
TO,2024,PUBBDGDHEPRDICESMANGA_23,0,,
TO,2024,RESBDGDCOAVGPIP___CW_23,0,,
TO,2024,RESBDGDCOSTGHTSLARCW_23,0,,
TO,2024,RESBDGDCOSTGHTSMEDCW_23,0,,
TO,2024,RESBDGDCOSTGHTSSMACW_23,0,,
TO,2024,RESBDGDHEAVGPIP___HW_23,0,,
TO,2024,RESBDGDHESTGHTSLARHW_23,0,,
TO,2024,RESBDGDHESTGHTSMEDHW_23,0,,
TO,2024,RESBDGDHESTGHTSSMAHW_23,0,,
TO,2024,RESBDGDHESTGPITLARHW_23,0,,
TO,2024,RESBDGDHESTGPITMEDHW_23,0,,
TO,2024,RESBDGDHESTGPITSMAHW_23,0,,
TO,2024,RESBDGDHEPRDGTULARNGA_23,0,,
TO,2024,RESBDGDHEPRDGTUMEDNGA_23,0,,
TO,2024,RESBDGDHEPRDGTUSMANGA_23,0,,
TO,2024,RESBDGDHEPRDICELARNGA_23,0,,
TO,2024,RESBDGDHEPRDICEMEDNGA_23,0,,
TO,2024,RESBDGDHEPRDICESMANGA_23,0,,
TO,2025,COMBDGDCOAVGSUB___CW_EX,2184.67179,,
TO,2025,COMBDGDHEAVGSUB___HW_EX,5858.699686,,
TO,2025,PUBBDGDCOAVGSUB___CW_EX,300.3590195,,
TO,2025,PUBBDGDHEAVGSUB___HW_EX,1841.822015,,
TO,2025,RESBDGDCOAVGSUB___CW_EX,88.6673165,,
TO,2025,RESBDGDHEAVGSUB___HW_EX,1056.396317,,
TO,2025,COMBDGDHEPRDBOILARNGA_23,0,,
TO,2025,COMBDGDHEPRDBOIMEDNGA_23,0,,
TO,2025,COMBDGDHEPRDBOISMANGA_23,0,,
TO,2025,COMBDGDHEPRDGTULARMNGA_23,0,,
TO,2025,COMBDGDHEPRDGTUMEDMNGA_23,0,,
TO,2025,COMBDGDHEPRDGTUSMAMNGA_23,0,,
