regions,tech,growthrate_seed,growthrate_seed_units,growthrate_seed_notes
TO,RESBDGSDEOldSCWD___STDELC_23,232.1644706,,
TO,RESBDGSATOldSCWD___STDELC_23,11.1351712,,
TO,RESBDGAPANewWHWTK___STDNGA_23,162.3246869,,
TO,RESBDGSDENewSHFUR___HIGNGA_23,155.8313106,,
TO,RESBDGSDEOldSCWA___STDELC_23,232.1644706,,
TO,RESBDGSATNewWHWTK___STDNGA_23,4.069122306,,
TO,RESBDGSATNewSHFUR___HIGNGA_23,18.65866513,,
TO,RESBDGSDENewWHWTK___STDNGA_23,19.31843038,,
TO,RESBDGSATOldSCWA___STDELC_23,11.1351712,,
TO,RESBDGAPAOldSCWA___STDELC_23,97.63339274,,
TO,RESBDGAPANewSHFUR___ESRNGA_23,351.6349949,,
TO,RESBDGAPANewSHFUR___HIGNGA_23,351.6349949,,
TO,RESBDGSDENewSHFUR___ESRNGA_23,155.8313106,,
TO,RESBDGSATNewSHFUR___ESRNGA_23,18.65866513,,
TO,RESBDGAPANewSHPLT1500WSTDELC_23,351.6349949,,
TO,RESBDGSATNewSHPLT1500WSTDELC_23,18.65866513,,
TO,RESBDGSDENewSHPLT1500WSTDELC_23,155.8313106,,
TO,RESBDGSATOldWHWTK___ESRNGA_23,147.5885832,,
TO,RESBDGSDEOldWHWTK___ESRNGA_23,251.5377535,,
TO,RESBDGAPANewWHWTK___ESRNGA_23,162.3246869,,
TO,RESBDGSDENewWHWTK___HIGNGA_23,19.31843038,,
TO,RESBDGAPANewWHWTK___HIGNGA_23,162.3246869,,
TO,RESBDGAPAOldWHWTK___ESRNGA_23,426.2162289,,
TO,RESBDGAPANewWHSYS___STDPRO_23,162.3246869,,
TO,RESBDGSDENewWHWTK___ESRNGA_23,19.31843038,,
TO,RESBDGSDENewSCWA___STDELC_23,178.8220802,,
TO,RESBDGSATNewWHWTK___ESRNGA_23,4.069122306,,
TO,RESBDGSATNewSCWA___STDELC_23,2.15550388,,
TO,RESBDGSDENewWHSYS___STDPRO_23,19.31843038,,
TO,RESBDGSATNewWHSYS___STDBMA_23,4.069122306,,
TO,RESBDGSATNewWHSYS___STDBWP_23,4.069122306,,
TO,RESBDGAPANewSCWA___STDELC_23,183.4749898,,
TO,RESBDGSATNewWHSYS___STDLFO_23,4.069122306,,
TO,RESBDGSATNewWHWTK___HIGNGA_23,4.069122306,,
TO,RESBDGSATNewWHSYS___STDPRO_23,4.069122306,,
TO,RESBDGSDENewWHSYS___STDBMA_23,19.31843038,,
TO,RESBDGSDENewWHSYS___STDLFO_23,19.31843038,,
TO,RESBDGSDENewREF___FRTSTDELC_23,24.80342706,,
TO,RESBDGSATNewREF___FRTSTDELC_23,5.510721269,,
TO,RESBDGSDENewWHSYS___STDBWP_23,19.31843038,,
TO,RESBDGSATNewWHSYS___STDKER_23,4.069122306,,
TO,RESBDGAPANewREF___FRTSTDELC_23,224.2476724,,
TO,RESBDGAPANewWHSYS___STDLFO_23,162.3246869,,
TO,RESBDGSATOldWHSYS___STDBMA_23,71.20575214,,
TO,RESBDGSATOldWHSYS___STDLFO_23,71.20575214,,
TO,RESBDGSDENewWHSYS___STDKER_23,19.31843038,,
TO,RESBDGSATOldWHSYS___STDBWP_23,71.20575214,,
TO,RESBDGSDEOldWHSYS___STDBMA_23,121.3571845,,
TO,RESBDGSDEOldWHSYS___STDLFO_23,121.3571845,,
TO,RESBDGAPANewWHSYS___STDBMA_23,162.3246869,,
TO,RESBDGSDEOldSHFUR___HIGPRO_23,29.1024911,,
TO,RESBDGSDEOldWHSYS___STDBWP_23,121.3571845,,
TO,RESBDGAPAOldSHFUR___HIGPRO_23,21.65851399,,
TO,RESBDGAPANewWHSYS___STDBWP_23,162.3246869,,
TO,RESBDGAPANewWHSYS___STDKER_23,162.3246869,,
TO,RESBDGAPAOldWHSYS___STDBMA_23,205.6327562,,
TO,RESBDGAPAOldWHSYS___STDLFO_23,205.6327562,,
TO,RESBDGSATOldSHFUR___HIGPRO_23,13.17341284,,
TO,RESBDGSATOldWHSYS___STDKER_23,71.20575214,,
TO,RESBDGAPAOldWHSYS___STDBWP_23,205.6327562,,
TO,RESBDGSATNewCWA___CBSTDELC_23,0.307282764,,
TO,RESBDGSDENewSHHEP___ESRELC_23,155.8313106,,
TO,RESBDGSATNewSCWA___ESRELC_23,2.15550388,,
TO,RESBDGSDEOldWHSYS___STDKER_23,121.3571845,,
TO,RESBDGSATNewLIFLUT5HIGELC_23,34.36904415,,
TO,RESBDGSATNewSHFUR___STDNGA_23,18.65866513,,
TO,RESBDGSATNewSHPLT1000WSTDELC_23,18.65866513,,
TO,RESBDGSATNewSCWA___HIGELC_23,2.15550388,,
TO,RESBDGSATNewFRZ___CHHIGELC_23,1.752854365,,
TO,RESBDGSATOldWHSYS___STDPRO_23,71.20575214,,
TO,RESBDGSATNewSCWD___ESRELC_23,2.15550388,,
TO,RESBDGSDEOldSHHEP___ESRELC_23,69.20011907,,
TO,RESBDGSATNewWHWTK___STDELC_23,4.069122306,,
TO,RESBDGSATNewFRZ___CHESRELC_23,1.752854365,,
TO,RESBDGAPANewSHHEP___ESRELC_23,351.6349949,,
TO,RESBDGAPAOldWHSYS___STDKER_23,205.6327562,,
TO,RESBDGSATNewLIFLUT8STDELC_23,34.36904415,,
TO,RESBDGSATNewLIFLC___STDELC_23,34.36904415,,
TO,RESBDGSATNewLIFLUT12STDELC_23,34.36904415,,
TO,RESBDGSDEOldWHSYS___STDPRO_23,121.3571845,,
TO,RESBDGSDENewCWA___CBSTDELC_23,1.383061355,,
TO,RESBDGAPAOldSHHEP___ESRELC_23,51.49977512,,
TO,RESBDGSATNewLILED___STDELC_23,34.36904415,,
TO,RESBDGSDENewSHFUR___STDNGA_23,155.8313106,,
TO,RESBDGSATNewSCWD___HIGELC_23,2.15550388,,
TO,RESBDGSATNewSHPLT500WSTDELC_23,18.65866513,,
TO,RESBDGSATNewSHFUR___HIGPRO_23,18.65866513,,
TO,RESBDGSATNewWHSTHBCKSTDNGA_23,4.069122306,,
TO,RESBDGSATNewLIFLUT8HIGELC_23,34.36904415,,
TO,RESBDGSATNewCWA___CBHIGELC_23,0.307282764,,
TO,RESBDGSATNewDWA______ESRELC_23,3.648831851,,
TO,RESBDGAPAOldWHSYS___STDPRO_23,205.6327562,,
TO,RESBDGSDENewFRZ___CHHIGELC_23,7.889492733,,
TO,RESBDGSATNewLIFLC___HIGELC_23,34.36904415,,
TO,RESBDGSATNewSCCE___STDELC_23,2.15550388,,
TO,RESBDGSATNewSCCE___ESRELC_23,2.15550388,,
TO,RESBDGAPANewSHFUR___STDNGA_23,351.6349949,,
TO,RESBDGSDENewFRZ___CHESRELC_23,7.889492733,,
TO,RESBDGSATNewDWA______HIGELC_23,3.648831851,,
TO,RESBDGSATNewFRZ___STGSTDELC_23,1.752854365,,
TO,RESBDGSATNewLILED___ESRELC_23,34.36904415,,
TO,RESBDGSATOldWHWTK___STDNGA_23,71.20575214,,
TO,RESBDGSATNewSCCE___HIGELC_23,2.15550388,,
TO,RESBDGSDENewWHWTK___STDELC_23,19.31843038,,
TO,RESBDGSATNewFRZ___STGESRELC_23,1.752854365,,
TO,RESBDGSATNewFRZ___STGHIGELC_23,1.752854365,,
TO,RESBDGSATNewSHFUR___ESRPRO_23,18.65866513,,
TO,RESBDGSATNewLIFLC___ESRELC_23,34.36904415,,
TO,RESBDGSATNewSHFUR___STDELC_23,18.65866513,,
TO,RESBDGSATNewLIINC60WSTDELC_23,34.36904415,,
TO,RESBDGSDENewLIFLUT5HIGELC_23,340.8179478,,
TO,RESBDGSDENewSHPLT1000WSTDELC_23,155.8313106,,
TO,RESBDGSATNewREF___FRTESRELC_23,5.510721269,,
TO,RESBDGAPANewLIFLUT5HIGELC_23,394.7139262,,
TO,RESBDGSATNewLIHAL60WSTDELC_23,34.36904415,,
TO,RESBDGSDEOldWHWTK___STDNGA_23,121.3571845,,
TO,RESBDGSATNewWHWTK___HIGELC_23,4.069122306,,
TO,RESBDGSATNewRAG______HIGNGA_23,2.478127415,,
TO,RESBDGSATNewSHFUR___STDPRO_23,18.65866513,,
TO,RESBDGSATNewSHFUR___STDLFO_23,18.65866513,,
TO,RESBDGSATOldCWA___CBSTDELC_23,3.035426434,,
TO,RESBDGSATNewREF___FRTHIGELC_23,5.510721269,,
TO,RESBDGSATNewSHFUR___STDKER_23,18.65866513,,
TO,RESBDGSDENewWHSTHBCKSTDNGA_23,19.31843038,,
TO,RESBDGSATOldSCWA___ESRELC_23,17.45200662,,
TO,RESBDGSATNewCDY______ESRELC_23,5.870175186,,
TO,RESBDGSDENewDWA______ESRELC_23,16.42317408,,
TO,RESBDGSDENewCWA___CBHIGELC_23,1.383061355,,
TO,RESBDGAPANewCWA___CBSTDELC_23,12.50425148,,
TO,RESBDGSATOldLIFLUT5HIGELC_23,580.4302109,,
TO,RESBDGSATOldSHHEP___ESRELC_23,31.32383872,,
TO,RESBDGSDENewLIFLUT8STDELC_23,340.8179478,,
TO,RESBDGSATOldSCWA___HIGELC_23,11.1351712,,
TO,RESBDGAPAOldWHWTK___STDNGA_23,205.6327562,,
TO,RESBDGSDEOldCWA___CBSTDELC_23,4.904585145,,
TO,RESBDGAPAOldLIFLUT5HIGELC_23,686.654742,,
TO,RESBDGSDENewDWA______HIGELC_23,16.42317408,,
TO,RESBDGAPANewLIFLUT8STDELC_23,394.7139262,,
TO,RESBDGSDENewLIFLC___STDELC_23,340.8179478,,
TO,RESBDGAPANewSHPLT1000WSTDELC_23,351.6349949,,
TO,RESBDGSDENewSHFUR___HIGPRO_23,155.8313106,,
TO,RESBDGSATOldSCWD___ESRELC_23,17.45200662,,
TO,RESBDGSATOldFRZ___CHHIGELC_23,17.31519337,,
TO,RESBDGAPANewLIFLC___STDELC_23,394.7139262,,
TO,RESBDGSDENewLIFLUT12STDELC_23,340.8179478,,
TO,RESBDGSATNewCDY______HIGELC_23,5.870175186,,
TO,RESBDGSDENewFRZ___STGSTDELC_23,7.889492733,,
TO,RESBDGSDENewLILED___STDELC_23,340.8179478,,
TO,RESBDGSATNewSHHEP___ESRELC_23,18.65866513,,
TO,RESBDGAPANewLIFLUT12STDELC_23,394.7139262,,
TO,RESBDGSDENewFRZ___STGESRELC_23,7.889492733,,
TO,RESBDGSATOldFRZ___CHESRELC_23,29.84982381,,
TO,RESBDGSATNewREF___FRDSTDELC_23,5.510721269,,
TO,RESBDGAPANewLILED___STDELC_23,394.7139262,,
TO,RESBDGAPANewFRZ___CHHIGELC_23,71.32886829,,
TO,RESBDGSDENewFRZ___STGHIGELC_23,7.889492733,,
TO,RESBDGSDENewSHPLT500WSTDELC_23,155.8313106,,
TO,RESBDGSATNewREF___FRDESRELC_23,5.510721269,,
TO,RESBDGSATNewREF___FRDHIGELC_23,5.510721269,,
TO,RESBDGSATOldLIFLUT8STDELC_23,580.4302109,,
TO,RESBDGSATOldLIFLC___STDELC_23,580.4302109,,
TO,RESBDGAPAOldCWA___CBSTDELC_23,8.941957453,,
TO,RESBDGSDEOldFRZ___CHHIGELC_23,27.97756494,,
TO,RESBDGSATNewWHHEP___ESRELC_23,4.069122306,,
TO,RESBDGSDENewLIFLUT8HIGELC_23,340.8179478,,
TO,RESBDGSDENewREF___FRTESRELC_23,24.80342706,,
TO,RESBDGSATNewSHHEP___STDELC_23,18.65866513,,
TO,RESBDGSATNewWHHEP___STDELC_23,4.069122306,,
TO,RESBDGAPANewFRZ___CHESRELC_23,71.32886829,,
TO,RESBDGSDEOldLIFLUT5HIGELC_23,1446.543632,,
TO,RESBDGSATNewSHHEP___HIGELC_23,18.65866513,,
TO,RESBDGAPAOldLIFLUT8STDELC_23,686.654742,,
TO,RESBDGAPAOldLIFLC___STDELC_23,686.654742,,
TO,RESBDGSATNewSHFUR___HIGLFO_23,18.65866513,,
TO,RESBDGAPANewWHWTK___STDELC_23,162.3246869,,
TO,RESBDGAPANewLIFLUT8HIGELC_23,394.7139262,,
TO,RESBDGSATOldWHSTHBCKSTDNGA_23,71.20575214,,
TO,RESBDGSDEOldFRZ___CHESRELC_23,48.23078589,,
TO,RESBDGSDENewRAG______HIGNGA_23,11.15390338,,
TO,RESBDGSATNewWHHEP___HIGELC_23,4.069122306,,
TO,RESBDGSATOldLIFLUT12STDELC_23,580.4302109,,
TO,RESBDGSDENewREF___FRTHIGELC_23,24.80342706,,
TO,RESBDGSDENewSCWA___ESRELC_23,178.8220802,,
TO,RESBDGSATNewRAG______STDELC_23,7.528375026,,
TO,RESBDGSATOldLILED___STDELC_23,580.4302109,,
TO,RESBDGAPANewSCWA___ESRELC_23,183.4749898,,
TO,RESBDGSATNewSHFIR___STDPRO_23,18.65866513,,
TO,RESBDGAPANewSHFUR___HIGPRO_23,351.6349949,,
TO,RESBDGAPAOldLIFLUT12STDELC_23,686.654742,,
TO,RESBDGSDENewCDY______ESRELC_23,26.42130766,,
TO,RESBDGSATOldREF___FRTSTDELC_23,54.43647017,,
TO,RESBDGSATNewCWA___TPSTDELC_23,5.334848474,,
TO,RESBDGSATOldSCWD___HIGELC_23,11.1351712,,
TO,RESBDGSDENewLIFLC___HIGELC_23,340.8179478,,
TO,RESBDGAPAOldLILED___STDELC_23,686.654742,,
TO,RESBDGSDENewWHWTK___HIGELC_23,19.31843038,,
TO,RESBDGSATNewSHHEP___STDNGA_23,18.65866513,,
TO,RESBDGSATNewSHFIR___HIGPRO_23,18.65866513,,
TO,RESBDGSDENewSHFUR___ESRPRO_23,155.8313106,,
TO,RESBDGAPAOldFRZ___CHHIGELC_23,51.00822759,,
TO,RESBDGSATNewSHPST___STDBWP_23,18.65866513,,
TO,RESBDGSDENewSCWA___HIGELC_23,178.8220802,,
TO,RESBDGSDENewLILED___ESRELC_23,340.8179478,,
TO,RESBDGAPANewSHPLT500WSTDELC_23,351.6349949,,
TO,RESBDGAPANewSCWA___HIGELC_23,183.4749898,,
TO,RESBDGAPANewLIFLC___HIGELC_23,394.7139262,,
TO,RESBDGSDENewSCWD___ESRELC_23,178.8220802,,
TO,RESBDGSATNewSHPST___HIGBWP_23,18.65866513,,
TO,RESBDGSATOldLIFLUT8HIGELC_23,580.4302109,,
TO,RESBDGAPANewSCWD___ESRELC_23,183.4749898,,
TO,RESBDGSDEOldWHSTHBCKSTDNGA_23,121.3571845,,
TO,RESBDGSATNewCWA___TPESRELC_23,5.334848474,,
TO,RESBDGAPANewLILED___ESRELC_23,394.7139262,,
TO,RESBDGSDENewSHFUR___STDELC_23,155.8313106,,
TO,RESBDGSATNewWHSTHBCKSTDELC_23,4.069122306,,
TO,RESBDGAPAOldFRZ___CHESRELC_23,87.93356066,,
TO,RESBDGSATOldDWA______ESRELC_23,88.22966114,,
TO,RESBDGSDENewLIFLC___ESRELC_23,340.8179478,,
TO,RESBDGSATNewCWA___FRESRELC_23,5.334848474,,
TO,RESBDGSDEOldLIFLUT8STDELC_23,1446.543632,,
TO,RESBDGSATNewCWA___FRSTDELC_23,5.334848474,,
TO,RESBDGSDEOldREF___FRTSTDELC_23,87.9574283,,
TO,RESBDGAPAOldLIFLUT8HIGELC_23,686.654742,,
TO,RESBDGAPAOldSCWA___ESRELC_23,153.0195257,,
TO,RESBDGSDEOldLIFLC___STDELC_23,1446.543632,,
TO,RESBDGSATNewCWA___TPHIGELC_23,5.334848474,,
TO,RESBDGSATOldCWA___CBHIGELC_23,3.035426434,,
TO,RESBDGAPANewLIFLC___ESRELC_23,394.7139262,,
TO,RESBDGSDENewLIINC60WSTDELC_23,340.8179478,,
TO,RESBDGAPANewWHSTHBCKSTDNGA_23,162.3246869,,
TO,RESBDGSATOldSHFUR___ESRNGA_23,496.8575876,,
TO,RESBDGSATOldSCCE___ESRELC_23,17.45200662,,
TO,RESBDGSATNewSHSTV___STDBMA_23,18.65866513,,
TO,RESBDGSATNewCWA___FRHIGELC_23,5.334848474,,
TO,RESBDGSATNewSHSTV___HIGBMA_23,18.65866513,,
TO,RESBDGSATOldLIFLC___HIGELC_23,580.4302109,,
TO,RESBDGSATOldSCCE___STDELC_23,11.1351712,,
TO,RESBDGSDENewCDY______HIGELC_23,26.42130766,,
TO,RESBDGSDENewSHFUR___STDPRO_23,155.8313106,,
TO,RESBDGSATOldSCCE___HIGELC_23,11.1351712,,
TO,RESBDGAPAOldSCWA___HIGELC_23,97.63339274,,
TO,RESBDGAPANewDWA______ESRELC_23,148.4818429,,
TO,RESBDGAPANewLIINC60WSTDELC_23,394.7139262,,
TO,RESBDGSATOldDWA______HIGELC_23,42.56738053,,
TO,RESBDGSDEOldLIFLUT12STDELC_23,1446.543632,,
TO,RESBDGAPAOldLIFLC___HIGELC_23,686.654742,,
TO,RESBDGSDEOldLILED___STDELC_23,1446.543632,,
TO,RESBDGSDENewSHFUR___STDLFO_23,155.8313106,,
TO,RESBDGSDENewLIHAL60WSTDELC_23,340.8179478,,
TO,RESBDGSDENewREF___FRDSTDELC_23,24.80342706,,
TO,RESBDGSATOldSHFUR___STDNGA_23,288.2156109,,
TO,RESBDGSATOldWHWTK___STDELC_23,71.20575214,,
TO,RESBDGAPAOldWHSTHBCKSTDNGA_23,205.6327562,,
TO,RESBDGSDEOldDWA______ESRELC_23,142.5598329,,
TO,RESBDGSDENewSHFUR___STDKER_23,155.8313106,,
TO,RESBDGAPANewCWA___CBHIGELC_23,12.50425148,,
TO,RESBDGSDENewREF___FRDESRELC_23,24.80342706,,
TO,RESBDGSATOldFRZ___STGSTDELC_23,17.31519337,,
TO,RESBDGSDENewREF___FRDHIGELC_23,24.80342706,,
TO,RESBDGSATOldLILED___ESRELC_23,580.4302109,,
TO,RESBDGAPANewLIHAL60WSTDELC_23,394.7139262,,
TO,RESBDGAPAOldREF___FRTSTDELC_23,160.3625094,,
TO,RESBDGAPANewSHFUR___ESRPRO_23,351.6349949,,
TO,RESBDGSATOldFRZ___STGESRELC_23,29.84982381,,
TO,RESBDGSATOldLIFLC___ESRELC_23,580.4302109,,
TO,RESBDGSDEOldCWA___CBHIGELC_23,4.904585145,,
TO,RESBDGSATNewRAG______HIGELC_23,7.528375026,,
TO,RESBDGAPAOldSCWD___ESRELC_23,153.0195257,,
TO,RESBDGAPAOldLILED___ESRELC_23,686.654742,,
TO,RESBDGAPAOldSHFUR___ESRNGA_23,816.8875552,,
TO,RESBDGAPANewDWA______HIGELC_23,148.4818429,,
TO,RESBDGSATOldFRZ___STGHIGELC_23,17.31519337,,
TO,RESBDGAPANewSHFUR___STDELC_23,351.6349949,,
TO,RESBDGSDENewWHHEP___ESRELC_23,19.31843038,,
TO,RESBDGSATOldLIINC60WSTDELC_23,580.4302109,,
TO,RESBDGAPAOldLIFLC___ESRELC_23,686.654742,,
TO,RESBDGSDEOldLIFLUT8HIGELC_23,1446.543632,,
TO,RESBDGSDENewWHHEP___STDELC_23,19.31843038,,
TO,RESBDGSDEOldDWA______HIGELC_23,68.7795757,,
TO,RESBDGAPANewFRZ___STGSTDELC_23,71.32886829,,
TO,RESBDGSDENewSHHEP___HIGELC_23,155.8313106,,
TO,RESBDGSDENewSCWD___HIGELC_23,178.8220802,,
TO,RESBDGSDEOldSCWA___ESRELC_23,363.8683055,,
TO,RESBDGAPANewSCWD___HIGELC_23,183.4749898,,
TO,RESBDGSATOldREF___FRTESRELC_23,117.4877821,,
TO,RESBDGSDENewRAG______STDELC_23,33.88476604,,
TO,RESBDGAPAOldSHFUR___STDNGA_23,473.8576036,,
TO,RESBDGAPAOldLIINC60WSTDELC_23,686.654742,,
TO,RESBDGSDENewSHHEP___STDELC_23,155.8313106,,
TO,RESBDGSDEOldFRZ___STGSTDELC_23,27.97756494,,
TO,RESBDGAPANewFRZ___STGESRELC_23,71.32886829,,
TO,RESBDGSDEOldSHFUR___ESRNGA_23,1097.649765,,
TO,RESBDGSDENewWHHEP___HIGELC_23,19.31843038,,
TO,RESBDGSATOldLIHAL60WSTDELC_23,580.4302109,,
TO,RESBDGAPANewFRZ___STGHIGELC_23,71.32886829,,
TO,RESBDGAPAOldDWA______ESRELC_23,259.9126986,,
TO,RESBDGSATOldRAG______HIGNGA_23,6.758601448,,
TO,RESBDGSATOldREF___FRTHIGELC_23,54.43647017,,
TO,RESBDGAPANewSHFUR___STDPRO_23,351.6349949,,
TO,RESBDGSDEOldFRZ___STGESRELC_23,48.23078589,,
TO,RESBDGSDENewCWA___TPSTDELC_23,24.01183413,,
TO,RESBDGSDEOldSCWA___HIGELC_23,232.1644706,,
TO,RESBDGSDEOldLIFLC___HIGELC_23,1446.543632,,
TO,RESBDGSDEOldWHWTK___STDELC_23,121.3571845,,
TO,RESBDGSDEOldFRZ___STGHIGELC_23,27.97756494,,
TO,RESBDGAPAOldLIHAL60WSTDELC_23,686.654742,,
TO,RESBDGAPANewREF___FRTESRELC_23,224.2476724,,
TO,RESBDGAPANewSHFUR___STDLFO_23,351.6349949,,
TO,RESBDGSDEOldSHFUR___STDNGA_23,636.7212772,,
TO,RESBDGAPAOldCWA___CBHIGELC_23,8.941957453,,
TO,RESBDGSATNewSHHEP___STDGEO_23,18.65866513,,
TO,RESBDGAPANewSHFUR___STDKER_23,351.6349949,,
TO,RESBDGSATOldSHPLT1500WSTDELC_23,288.2156109,,
TO,RESBDGSATNewSHHEP___ESRGEO_23,18.65866513,,
TO,RESBDGSDEOldREF___FRTESRELC_23,189.8345564,,
TO,RESBDGSDENewSHHEP___STDNGA_23,155.8313106,,
TO,RESBDGSATNewSHHEP___HIGGEO_23,18.65866513,,
TO,RESBDGSATOldCDY______ESRELC_23,225.8973322,,
TO,RESBDGSATOldSHPLT1000WSTDELC_23,288.2156109,,
TO,RESBDGAPANewREF___FRTHIGELC_23,224.2476724,,
TO,RESBDGSDENewCWA___TPESRELC_23,24.01183413,,
TO,RESBDGAPAOldDWA______HIGELC_23,125.3977699,,
TO,RESBDGSATOldSHFUR___ESRPRO_23,49.68575876,,
TO,RESBDGSDEOldLILED___ESRELC_23,1446.543632,,
TO,RESBDGSATOldWHWTK___HIGELC_23,71.20575214,,
TO,RESBDGSDENewSCCE___ESRELC_23,178.8220802,,
TO,RESBDGAPANewSCCE___ESRELC_23,183.4749898,,
TO,RESBDGSDENewSHFUR___HIGLFO_23,155.8313106,,
TO,RESBDGSDENewCWA___FRESRELC_23,24.01183413,,
TO,RESBDGSDENewSCCE___STDELC_23,178.8220802,,
TO,RESBDGSDENewCWA___FRSTDELC_23,24.01183413,,
TO,RESBDGSDENewWHSTHBCKSTDELC_23,19.31843038,,
TO,RESBDGAPANewSCCE___STDELC_23,183.4749898,,
TO,RESBDGSDEOldSCWD___ESRELC_23,363.8683055,,
TO,RESBDGSDEOldREF___FRTHIGELC_23,87.9574283,,
TO,RESBDGAPAOldFRZ___STGSTDELC_23,51.00822759,,
TO,RESBDGSDENewSCCE___HIGELC_23,178.8220802,,
TO,RESBDGSDEOldLIFLC___ESRELC_23,1446.543632,,
TO,RESBDGAPANewRAG______HIGNGA_23,100.8423903,,
