regions,tech,c2a,c2a_notes
TO,RESBDGAPAOldSCWD___ESRELC_23,31.536,ResidentialBuildingApartmentsOldSpace CoolingWindowEnergy StarElectricity2023
TO,RESBDGAPAOldSCWD___STDELC_23,31.536,ResidentialBuildingApartmentsOldSpace CoolingWindowStandard EfficiencyElectricity2023
TO,RESBDGAPAOldSHSTV___HIGBMA_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingStoveHigh EfficiencyBiomass2023
TO,RESBDGAPAOldSHSTV___STDBMA_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingStoveStandard EfficiencyBiomass2023
TO,RESBDGAPAOldSHFUR___STDELC_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,RESBDGAPAOldSHPLT500WSTDELC_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,RESBDGAPAOldSHPLT1000WSTDELC_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,RESBDGAPAOldSHPLT1500WSTDELC_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,RESBDGAPAOldSHBOI___STDHH2_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingBoilerStandard EfficiencyHydrogen2023
TO,RESBDGAPAOldSHFUR___STDKER_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,RESBDGAPAOldSHFUR___HIGLFO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,RESBDGAPAOldSHFUR___STDLFO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPAOldSHPST___HIGBWP_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingPellet stoveHigh EfficiencyWood Pellet2023
TO,RESBDGAPAOldSHPST___STDBWP_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingPellet stoveStandard EfficiencyWood Pellet2023
TO,RESBDGAPAOldSHFIR___HIGPRO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFireplaceHigh EfficiencyPropane2023
TO,RESBDGAPAOldSHFIR___STDPRO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFireplaceStandard EfficiencyPropane2023
TO,RESBDGAPAOldSHFUR___HIGPRO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,RESBDGAPAOldSHFUR___ESRPRO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceEnergy StarPropane2023
TO,RESBDGAPAOldSHFUR___STDPRO_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,RESBDGAPAOldSHZTM___STDETHOS_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGAPAOldSHZTM___MEDETHOS_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingZero Thermal MeasureMedium2023
TO,RESBDGAPAOldSHZTM___HIGETHOS_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,RESBDGAPAOldSHZPT___STDETHOS_23,31.536,ResidentialBuildingApartmentsOldSpace HeatingZero Programmable ThermostatStandard Efficiency2023
TO,RESBDGAPAOldWHSYS___STDBMA_23,31.536,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyBiomass2023
TO,RESBDGAPAOldWHHEP___HIGELC_23,31.536,ResidentialBuildingApartmentsOldWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,RESBDGAPAOldWHHEP___ESRELC_23,31.536,ResidentialBuildingApartmentsOldWater HeatingHeat PumpEnergy StarElectricity2023
TO,RESBDGAPAOldWHHEP___STDELC_23,31.536,ResidentialBuildingApartmentsOldWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,RESBDGAPAOldWHWTK___HIGELC_23,31.536,ResidentialBuildingApartmentsOldWater HeatingWith TankHigh EfficiencyElectricity2023
TO,RESBDGAPAOldWHWTK___STDELC_23,31.536,ResidentialBuildingApartmentsOldWater HeatingWith TankStandard EfficiencyElectricity2023
TO,RESBDGAPAOldWHSYS___STDKER_23,31.536,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyKerosene2023
TO,RESBDGAPAOldWHSYS___STDLFO_23,31.536,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPAOldWHSYS___STDBWP_23,31.536,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,RESBDGAPAOldWHSYS___STDPRO_23,31.536,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyPropane2023
TO,RESBDGAPAOldCDY______STDELC_16,2.822176491,ResidentialBuildingApartmentsOldClothe DryerStandard EfficiencyElectricity2016
TO,RESBDGAPAOldAPLOTH___STDELC_16,0.338431357,ResidentialBuildingApartmentsOldAppliancesOtherStandard EfficiencyElectricity2016
TO,RESBDGAPAOldCWA______STDELC_16,0.162554981,ResidentialBuildingApartmentsOldClothe WasherStandard EfficiencyElectricity2016
TO,RESBDGAPAOldDWA______STDELC_16,0.260979652,ResidentialBuildingApartmentsOldDish WasherStandard EfficiencyElectricity2016
TO,RESBDGAPAOldFRZ______STDELC_16,1.139813968,ResidentialBuildingApartmentsOldFreezerStandard EfficiencyElectricity2016
TO,RESBDGAPAOldREF______STDELC_16,1.40657225,ResidentialBuildingApartmentsOldRefrigeratorStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLILED___HIGELC_16,1,ResidentialBuildingApartmentsOldLightingLight Emitting DiodeHigh EfficiencyElectricity2016
TO,RESBDGAPAOldLIFLC___STDELC_16,1,ResidentialBuildingApartmentsOldLightingFluocompactStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLIFLU___STDELC_16,1,ResidentialBuildingApartmentsOldLightingFluorescenteStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLIHAL___STDELC_16,1,ResidentialBuildingApartmentsOldLightingHalogenStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLIINC___STDELC_16,1,ResidentialBuildingApartmentsOldLightingIncandescentStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLILED___STDELC_16,1,ResidentialBuildingApartmentsOldLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSCCE___STDELC_16,31.536,ResidentialBuildingApartmentsOldSpace CoolingCentralStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSCRO___STDELC_16,31.536,ResidentialBuildingApartmentsOldSpace CoolingRoomStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSC_________DCO_16,31.536,ResidentialBuildingApartmentsOldSpace CoolingDistrict Cooling2016
TO,RESBDGAPAOldSHFUR___STDBMA_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyBiomass2016
TO,RESBDGAPAOldSHHEP___STDELC_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSHPLT___STDELC_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSHFUR___STDKER_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,RESBDGAPAOldSHFUR___STDLFO_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPAOldSHFUR___STDBWP_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyWood Pellet2016
TO,RESBDGAPAOldSHFUR___STDPRO_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,RESBDGAPAOldSH_________DHE_16,31.536,ResidentialBuildingApartmentsOldSpace HeatingDistrict Heating2016
TO,RESBDGAPAOldWH______STDBMA_16,31.536,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyBiomass2016
TO,RESBDGAPAOldWH______STDELC_16,31.536,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyElectricity2016
TO,RESBDGAPAOldWH______STDKER_16,31.536,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyKerosene2016
TO,RESBDGAPAOldWH______STDLFO_16,31.536,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPAOldWH______STDBWP_16,31.536,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyWood Pellet2016
TO,RESBDGAPAOldWH______STDPRO_16,31.536,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyPropane2016
TO,RESBDGAPAOldWH_________DHE_16,31.536,ResidentialBuildingApartmentsOldWater HeatingDistrict Heating2016
TO,RESBDGAPAOldRAG______STDELC_16,0.338431357,ResidentialBuildingApartmentsOldRangeStandard EfficiencyElectricity2016
TO,RESBDGAPANewCDY______HIGELC_23,2.822176491,ResidentialBuildingApartmentsNewClothe DryerHigh EfficiencyElectricity2023
TO,RESBDGAPANewCDY______ESRELC_23,2.822176491,ResidentialBuildingApartmentsNewClothe DryerEnergy StarElectricity2023
TO,RESBDGAPANewCDY______STDELC_23,2.822176491,ResidentialBuildingApartmentsNewClothe DryerStandard EfficiencyElectricity2023
TO,RESBDGAPANewRAG______HIGELC_23,1.706387646,ResidentialBuildingApartmentsNewRangeHigh EfficiencyElectricity2023
TO,RESBDGAPANewRAG______STDELC_23,1.706387646,ResidentialBuildingApartmentsNewRangeStandard EfficiencyElectricity2023
TO,RESBDGAPANewCWA___FRHIGELC_23,0.162554981,ResidentialBuildingApartmentsNewClothe WasherFrontHigh EfficiencyElectricity2023
TO,RESBDGAPANewCWA___FRESRELC_23,0.162554981,ResidentialBuildingApartmentsNewClothe WasherFrontEnergy StarElectricity2023
TO,RESBDGAPANewCWA___FRSTDELC_23,0.162554981,ResidentialBuildingApartmentsNewClothe WasherFrontStandard EfficiencyElectricity2023
TO,RESBDGAPANewCWA___TPHIGELC_23,0.162554981,ResidentialBuildingApartmentsNewClothe WasherTopHigh EfficiencyElectricity2023
TO,RESBDGAPANewCWA___TPESRELC_23,0.162554981,ResidentialBuildingApartmentsNewClothe WasherTopEnergy StarElectricity2023
TO,RESBDGAPANewCWA___TPSTDELC_23,0.162554981,ResidentialBuildingApartmentsNewClothe WasherTopStandard EfficiencyElectricity2023
TO,RESBDGAPANewDWA______HIGELC_23,0.260979652,ResidentialBuildingApartmentsNewDish WasherHigh EfficiencyElectricity2023
TO,RESBDGAPANewDWA______ESRELC_23,0.260979652,ResidentialBuildingApartmentsNewDish WasherEnergy StarElectricity2023
TO,RESBDGAPANewDWA______STDELC_23,0.260979652,ResidentialBuildingApartmentsNewDish WasherStandard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLC___HIGELC_23,1,ResidentialBuildingApartmentsNewLightingFluocompactHigh EfficiencyElectricity2023
TO,RESBDGAPANewLIFLC___ESRELC_23,1,ResidentialBuildingApartmentsNewLightingFluocompactEnergy StarElectricity2023
TO,RESBDGAPANewLIFLC___STDELC_23,1,ResidentialBuildingApartmentsNewLightingFluocompactStandard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT5HIGELC_23,1,ResidentialBuildingApartmentsNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT8HIGELC_23,1,ResidentialBuildingApartmentsNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT12STDELC_23,1,ResidentialBuildingApartmentsNewLightingFluorescenteT12Standard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT5STDELC_23,1,ResidentialBuildingApartmentsNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT8STDELC_23,1,ResidentialBuildingApartmentsNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,RESBDGAPANewLIHAL60WSTDELC_23,1,ResidentialBuildingApartmentsNewLightingHalogen60WStandard EfficiencyElectricity2023
TO,RESBDGAPANewLIINC60WSTDELC_23,1,ResidentialBuildingApartmentsNewLightingIncandescent60WStandard EfficiencyElectricity2023
TO,RESBDGAPANewLILED___ESRELC_23,1,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,RESBDGAPANewLILED___STDELC_23,1,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,RESBDGAPANewSCCE___HIGELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,RESBDGAPANewSCCE___ESRELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingCentralEnergy StarElectricity2023
TO,RESBDGAPANewSCCE___STDELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,RESBDGAPANewSCWA___HIGELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,RESBDGAPANewSCWA___ESRELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingWallEnergy StarElectricity2023
TO,RESBDGAPANewSCWA___STDELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,RESBDGAPANewSCWD___HIGELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,RESBDGAPANewSCWD___ESRELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingWindowEnergy StarElectricity2023
TO,RESBDGAPANewSCWD___STDELC_23,31.536,ResidentialBuildingApartmentsNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHSTV___HIGBMA_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingStoveHigh EfficiencyBiomass2023
TO,RESBDGAPANewSHSTV___STDBMA_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingStoveStandard EfficiencyBiomass2023
TO,RESBDGAPANewSHFUR___STDELC_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHPLT500WSTDELC_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHPLT1000WSTDELC_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHPLT1500WSTDELC_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHBOI___STDHH2_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingBoilerStandard EfficiencyHydrogen2023
TO,RESBDGAPANewSHFUR___STDKER_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,RESBDGAPANewSHFUR___HIGLFO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,RESBDGAPANewSHFUR___STDLFO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPANewSHPST___HIGBWP_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingPellet stoveHigh EfficiencyWood Pellet2023
TO,RESBDGAPANewSHPST___STDBWP_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingPellet stoveStandard EfficiencyWood Pellet2023
TO,RESBDGAPANewSHFIR___HIGPRO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFireplaceHigh EfficiencyPropane2023
TO,RESBDGAPANewSHFIR___STDPRO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFireplaceStandard EfficiencyPropane2023
TO,RESBDGAPANewSHFUR___HIGPRO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,RESBDGAPANewSHFUR___ESRPRO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceEnergy StarPropane2023
TO,RESBDGAPANewSHFUR___STDPRO_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,RESBDGAPANewSHZTM___STDETHOS_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGAPANewSHZTM___MEDETHOS_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingZero Thermal MeasureMedium2023
TO,RESBDGAPANewSHZTM___HIGETHOS_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,RESBDGAPANewSHZPT___STDETHOS_23,31.536,ResidentialBuildingApartmentsNewSpace HeatingZero Programmable ThermostatStandard Efficiency2023
TO,RESBDGAPANewWHSYS___STDBMA_23,31.536,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,RESBDGAPANewWHHEP___HIGELC_23,31.536,ResidentialBuildingApartmentsNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,RESBDGAPANewWHHEP___ESRELC_23,31.536,ResidentialBuildingApartmentsNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,RESBDGAPANewWHHEP___STDELC_23,31.536,ResidentialBuildingApartmentsNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,RESBDGAPANewWHWTK___HIGELC_23,31.536,ResidentialBuildingApartmentsNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,RESBDGAPANewWHWTK___STDELC_23,31.536,ResidentialBuildingApartmentsNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,RESBDGAPANewWHSYS___STDKER_23,31.536,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,RESBDGAPANewWHSYS___STDLFO_23,31.536,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPANewWHSYS___STDBWP_23,31.536,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,RESBDGAPANewWHSYS___STDPRO_23,31.536,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyPropane2023
TO,RESBDGAPANewCDY______STDELC_16,2.822176491,ResidentialBuildingApartmentsNewClothe DryerStandard EfficiencyElectricity2016
TO,RESBDGAPANewAPLOTH___STDELC_16,0.338431357,ResidentialBuildingApartmentsNewAppliancesOtherStandard EfficiencyElectricity2016
TO,RESBDGAPANewCWA______STDELC_16,0.162554981,ResidentialBuildingApartmentsNewClothe WasherStandard EfficiencyElectricity2016
TO,RESBDGAPANewDWA______STDELC_16,0.260979652,ResidentialBuildingApartmentsNewDish WasherStandard EfficiencyElectricity2016
TO,RESBDGAPANewFRZ______STDELC_16,1.139813968,ResidentialBuildingApartmentsNewFreezerStandard EfficiencyElectricity2016
TO,RESBDGAPANewREF______STDELC_16,1.40657225,ResidentialBuildingApartmentsNewRefrigeratorStandard EfficiencyElectricity2016
TO,RESBDGAPANewLILED___HIGELC_16,1,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeHigh EfficiencyElectricity2016
TO,RESBDGAPANewLIFLC___STDELC_16,1,ResidentialBuildingApartmentsNewLightingFluocompactStandard EfficiencyElectricity2016
TO,RESBDGAPANewLIFLU___STDELC_16,1,ResidentialBuildingApartmentsNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,RESBDGAPANewLIHAL___STDELC_16,1,ResidentialBuildingApartmentsNewLightingHalogenStandard EfficiencyElectricity2016
TO,RESBDGAPANewLIINC___STDELC_16,1,ResidentialBuildingApartmentsNewLightingIncandescentStandard EfficiencyElectricity2016
TO,RESBDGAPANewLILED___STDELC_16,1,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,RESBDGAPANewSCCE___STDELC_16,31.536,ResidentialBuildingApartmentsNewSpace CoolingCentralStandard EfficiencyElectricity2016
TO,RESBDGAPANewSCRO___STDELC_16,31.536,ResidentialBuildingApartmentsNewSpace CoolingRoomStandard EfficiencyElectricity2016
TO,RESBDGAPANewSC_________DCO_16,31.536,ResidentialBuildingApartmentsNewSpace CoolingDistrict Cooling2016
TO,RESBDGAPANewSHFUR___STDBMA_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyBiomass2016
TO,RESBDGAPANewSHHEP___STDELC_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,RESBDGAPANewSHPLT___STDELC_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,RESBDGAPANewSHFUR___STDKER_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,RESBDGAPANewSHFUR___STDLFO_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPANewSHFUR___STDBWP_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyWood Pellet2016
TO,RESBDGAPANewSHFUR___STDPRO_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,RESBDGAPANewSH_________DHE_16,31.536,ResidentialBuildingApartmentsNewSpace HeatingDistrict Heating2016
TO,RESBDGAPANewWH______STDBMA_16,31.536,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyBiomass2016
TO,RESBDGAPANewWH______STDELC_16,31.536,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyElectricity2016
TO,RESBDGAPANewWH______STDKER_16,31.536,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyKerosene2016
TO,RESBDGAPANewWH______STDLFO_16,31.536,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPANewWH______STDBWP_16,31.536,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyWood Pellet2016
TO,RESBDGAPANewWH______STDPRO_16,31.536,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyPropane2016
TO,RESBDGAPANewWH_________DHE_16,31.536,ResidentialBuildingApartmentsNewWater HeatingDistrict Heating2016
TO,RESBDGAPANewRAG______STDELC_16,0.338431357,ResidentialBuildingApartmentsNewRangeStandard EfficiencyElectricity2016
TO,RESBDGSDEOldCDY______HIGELC_23,2.822176491,ResidentialBuildingSingle DetachedOldClothe DryerHigh EfficiencyElectricity2023
TO,RESBDGSDEOldCDY______ESRELC_23,2.822176491,ResidentialBuildingSingle DetachedOldClothe DryerEnergy StarElectricity2023
TO,RESBDGSDEOldCDY______STDELC_23,2.822176491,ResidentialBuildingSingle DetachedOldClothe DryerStandard EfficiencyElectricity2023
