"Discounted and Undiscounted Investment and fixed Costs for building sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
2015,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,395.5438912035739
2015,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,668.8120978081798
2015,Public Building,FixedCosts,Discounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,10068.720086811838
2015,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,1429.0537303818837
2015,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,227.20552448337912
2015,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,302.4907371365823
2015,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,3709.934616131958
2015,Public Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,1198.947729175952
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,40.757698873865415
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,265.8857161282847
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,943.9200447445847
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2015,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,3595.668691285284
2015,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,443.8942214611812
2015,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,750.5660738610313
2015,Public Building,FixedCosts,Undiscounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,12622.000863032905
2015,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,1719.5383782555136
2015,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,304.50893627143716
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,405.4088596959349
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,4972.1865089489365
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,1585.7623793442854
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,47.70411760715599
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,311.20116745304534
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,1104.794285997362
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2015,Residential Building,FixedCosts,Discounted,Other Appliances,Other,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Clothe Dryer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Clothe Dryer,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Discounted,Clothe Washer,___,___,Standard,Electricity,42942.07531483266
2015,Residential Building,FixedCosts,Discounted,Dish Washer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,7051.91907144072
2015,Residential Building,FixedCosts,Discounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Range,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Range,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,36598.67836135377
2015,Residential Building,FixedCosts,Discounted,Space Cooling,Central,___,Standard,Electricity,57321.72187338274
2015,Residential Building,FixedCosts,Discounted,Space Cooling,Room,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,29320.41532676472
2015,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Medium,Natural Gas,9219.682870506218
2015,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,423.09582169552505
2015,Residential Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,43253.5343870178
2015,Residential Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2015,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,112.86051214417492
2015,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Undiscounted,Other Appliances,Other,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Clothe Dryer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Clothe Dryer,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Undiscounted,Clothe Washer,___,___,Standard,Electricity,49564.824228123674
2015,Residential Building,FixedCosts,Undiscounted,Dish Washer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Freezer,___,___,Standard,Electricity,9327.068806708638
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Range,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Range,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Undiscounted,Refrigerator,___,___,Standard,Electricity,45260.61151598937
2015,Residential Building,FixedCosts,Undiscounted,Space Cooling,Central,___,Standard,Electricity,71857.67572425018
2015,Residential Building,FixedCosts,Undiscounted,Space Cooling,Room,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,40340.84876728611
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Medium,Natural Gas,12685.012412560152
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,597.4259017807361
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,52045.70744432139
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2015,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,132.0955621462192
2015,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,17.830457868745228
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,17.16048933508817
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,8.137272326079142
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,10.969284088959306
2016,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,383.9559191554818
2016,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,34.3267779891712
2016,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,64.89351301919591
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,10.683642594371667
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,6.42648826281196
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,9.565732819915867
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,9.565261593034398
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,68.83194823107914
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,4727.053310817262
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,152.4116647662897
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,897.2629758832561
2016,Commercial Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,679.8106577142569
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,9.741717138198325
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,20.441341021062144
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,20.441669186408863
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,29.13929911694634
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,154.25207724868042
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,13.697323296614059
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,27.430618184408157
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,20.293918533543287
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,19.531386974221604
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,9.261519972528193
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,12.484803212083653
2016,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,487.8687523711299
2016,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,41.875293355937
2016,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,82.4561249199921
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,14.318598323318144
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,8.727044786866195
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,12.990077212414306
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,12.989437295568404
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,93.47243321923416
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,6419.245514245396
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,204.26754155239232
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,1124.7957991006153
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,911.1064562239455
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,11.56128141553951
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,24.259388021937447
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,24.259777482221544
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,34.581956400851105
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,183.06338078846682
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,16.25571827073887
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,32.55412692990695
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Halogen,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Street Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Halogen,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Street Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2016,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,0.34698076322691707
2016,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.46472665573288985
2016,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,0.28654349218629327
2016,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,557.4281802274285
2016,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,288.4332535816193
2016,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,340.0838588433982
2016,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,0.15174801119497539
2016,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.10897203599901932
2016,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,0.34938548465386443
2016,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,0.19166175693042742
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,14.65265578189168
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,24.0422623292949
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,24.05594389345275
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,77.69913519111866
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,241.0012691091123
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,419.34743511213713
2016,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,0.39491971510035373
2016,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.5289334105290127
2016,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,0.326132415081658
2016,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,708.2890958478467
2016,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,351.86020404093574
2016,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,455.79250035825805
2016,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,0.20607081750694112
2016,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.14798188369573367
2016,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,0.4744586230864859
2016,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.2568719130377863
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,17.38948838036289
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,28.53289175943059
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,28.549128775060346
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,92.21183031133539
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,286.01564325321016
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,562.0243683973172
2016,Public Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2016,Residential Building,FixedCosts,Discounted,Clothe Washer,___,___,Standard,Electricity,6.040069111395124
2016,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,4.1926025966378315
2016,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,7.3474834071557815
