"Discounted and undiscounted Cost breakdown, per subsectors, per periods. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Costs
2017,Residential building,Discounted,FixedCosts,95954.40627891349
2017,Residential building,Discounted,FixedSubsidies,0.0
2017,Residential building,Discounted,InvestmentCosts,1131767.865364266
2017,Residential building,Undiscounted,FixedCosts,120580.01300634057
2017,Residential building,Undiscounted,FixedSubsidies,0.0
2017,Residential building,Undiscounted,InvestmentCosts,1024502.186517215
2017,Water waste,Discounted,FixedCosts,1265.7124948784178
2017,Water waste,Discounted,FixedSubsidies,0.0
2017,Water waste,Discounted,InvestmentCosts,96.48525193106423
2017,Water waste,Undiscounted,FixedCosts,1980.1157152253668
2017,Water waste,Undiscounted,FixedSubsidies,0.0
2017,Water waste,Undiscounted,InvestmentCosts,87.340659330546
2018,Commercial building,Discounted,FixedCosts,38608.06628345818
2018,Commercial building,Discounted,FixedSubsidies,0.0
2018,Commercial building,Discounted,InvestmentCosts,0.0
2018,Commercial building,Undiscounted,FixedCosts,52748.619531659
2018,Commercial building,Undiscounted,FixedSubsidies,0.0
2018,Commercial building,Undiscounted,InvestmentCosts,0.0
2018,Freight transportation,Discounted,FixedCosts,11986.216496284067
2018,Freight transportation,Discounted,FixedSubsidies,0.0
2018,Freight transportation,Discounted,InvestmentCosts,0.0
2018,Freight transportation,Undiscounted,FixedCosts,15524.425860880709
2018,Freight transportation,Undiscounted,FixedSubsidies,0.0
2018,Freight transportation,Undiscounted,InvestmentCosts,0.0
2018,Long distance transportation,Discounted,FixedCosts,491.91201493546464
2018,Long distance transportation,Discounted,FixedSubsidies,0.0
2018,Long distance transportation,Discounted,InvestmentCosts,0.0
2018,Long distance transportation,Undiscounted,FixedCosts,729.273037043171
2018,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2018,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2018,Passenger transportation,Discounted,FixedCosts,58730.68624866318
2018,Passenger transportation,Discounted,FixedSubsidies,0.0
2018,Passenger transportation,Discounted,InvestmentCosts,0.0
2018,Passenger transportation,Discounted,VariableCosts,2.8560420216976925
2018,Passenger transportation,Discounted,VariableSubsidies,0.0
2018,Passenger transportation,Undiscounted,FixedCosts,76057.3565973404
2018,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2018,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2018,Passenger transportation,Undiscounted,VariableCosts,3.6455938067959455
2018,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2018,Public building,Discounted,FixedCosts,15890.321655506636
2018,Public building,Discounted,FixedSubsidies,0.0
2018,Public building,Discounted,InvestmentCosts,0.0
2018,Public building,Undiscounted,FixedCosts,21761.527707899597
2018,Public building,Undiscounted,FixedSubsidies,0.0
2018,Public building,Undiscounted,InvestmentCosts,0.0
2018,Public transportation,Discounted,FixedCosts,1753.5181562077332
2018,Public transportation,Discounted,FixedSubsidies,0.0
2018,Public transportation,Discounted,InvestmentCosts,0.0
2018,Public transportation,Undiscounted,FixedCosts,2251.535523257844
2018,Public transportation,Undiscounted,FixedSubsidies,0.0
2018,Public transportation,Undiscounted,InvestmentCosts,0.0
2018,Residential building,Discounted,FixedCosts,63899.82017139613
2018,Residential building,Discounted,FixedSubsidies,0.0
2018,Residential building,Discounted,InvestmentCosts,47595.32371415555
2018,Residential building,Undiscounted,FixedCosts,85588.60909533568
2018,Residential building,Undiscounted,FixedSubsidies,0.0
2018,Residential building,Undiscounted,InvestmentCosts,44376.90815101595
2018,Water waste,Discounted,FixedCosts,1092.047530106383
2018,Water waste,Discounted,FixedSubsidies,0.0
2018,Water waste,Discounted,InvestmentCosts,89.61149279114787
2018,Water waste,Undiscounted,FixedCosts,1739.5853608092557
2018,Water waste,Undiscounted,FixedSubsidies,0.0
2018,Water waste,Undiscounted,InvestmentCosts,83.55192641930647
2019,Commercial building,Discounted,FixedCosts,2473.960465634548
2019,Commercial building,Discounted,FixedSubsidies,0.0
2019,Commercial building,Discounted,InvestmentCosts,0.0
2019,Commercial building,Undiscounted,FixedCosts,3380.7284210707503
2019,Commercial building,Undiscounted,FixedSubsidies,0.0
2019,Commercial building,Undiscounted,InvestmentCosts,0.0
2019,Freight transportation,Discounted,FixedCosts,11622.040453746786
2019,Freight transportation,Discounted,FixedSubsidies,0.0
2019,Freight transportation,Discounted,InvestmentCosts,0.0
2019,Freight transportation,Undiscounted,FixedCosts,15509.320421500895
2019,Freight transportation,Undiscounted,FixedSubsidies,0.0
2019,Freight transportation,Undiscounted,InvestmentCosts,0.0
2019,Long distance transportation,Discounted,FixedCosts,480.7319883176151
2019,Long distance transportation,Discounted,FixedSubsidies,0.0
2019,Long distance transportation,Discounted,InvestmentCosts,0.0
2019,Long distance transportation,Undiscounted,FixedCosts,733.7874313874082
2019,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2019,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2019,Passenger transportation,Discounted,FixedCosts,59712.06138944163
2019,Passenger transportation,Discounted,FixedSubsidies,0.0
2019,Passenger transportation,Discounted,InvestmentCosts,0.0
2019,Passenger transportation,Discounted,VariableCosts,3.2263630854125047
2019,Passenger transportation,Discounted,VariableSubsidies,0.0
2019,Passenger transportation,Undiscounted,FixedCosts,79642.12683436902
2019,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2019,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2019,Passenger transportation,Undiscounted,VariableCosts,4.26819693346125
2019,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2019,Public building,Discounted,FixedCosts,1147.2132475258707
2019,Public building,Discounted,FixedSubsidies,0.0
2019,Public building,Discounted,InvestmentCosts,0.0
2019,Public building,Undiscounted,FixedCosts,1629.4743380110572
2019,Public building,Undiscounted,FixedSubsidies,0.0
2019,Public building,Undiscounted,InvestmentCosts,0.0
2019,Public transportation,Discounted,FixedCosts,2041.8849674677792
2019,Public transportation,Discounted,FixedSubsidies,0.0
2019,Public transportation,Discounted,InvestmentCosts,0.0
2019,Public transportation,Undiscounted,FixedCosts,2701.040749210063
2019,Public transportation,Undiscounted,FixedSubsidies,0.0
2019,Public transportation,Undiscounted,InvestmentCosts,0.0
2019,Residential building,Discounted,FixedCosts,6417.092202638019
2019,Residential building,Discounted,FixedSubsidies,0.0
2019,Residential building,Discounted,InvestmentCosts,46215.237481442266
2019,Residential building,Undiscounted,FixedCosts,8757.441571815354
2019,Residential building,Undiscounted,FixedSubsidies,0.0
2019,Residential building,Undiscounted,InvestmentCosts,44382.84824040035
2019,Water waste,Discounted,FixedCosts,959.493644091159
2019,Water waste,Discounted,FixedSubsidies,0.0
2019,Water waste,Discounted,InvestmentCosts,83.27448550388713
2019,Water waste,Undiscounted,FixedCosts,1558.187194878396
2019,Water waste,Undiscounted,FixedSubsidies,0.0
2019,Water waste,Undiscounted,InvestmentCosts,79.97273310346083
2020,Commercial building,Discounted,FixedCosts,79636.92609506907
2020,Commercial building,Discounted,FixedSubsidies,0.0
2020,Commercial building,Discounted,InvestmentCosts,0.0
2020,Commercial building,Undiscounted,FixedCosts,108798.78715922602
2020,Commercial building,Undiscounted,FixedSubsidies,0.0
2020,Commercial building,Undiscounted,InvestmentCosts,0.0
2020,Freight transportation,Discounted,FixedCosts,577861.9837155751
2020,Freight transportation,Discounted,FixedSubsidies,0.0
2020,Freight transportation,Discounted,InvestmentCosts,0.0
2020,Freight transportation,Undiscounted,FixedCosts,793118.5036297175
2020,Freight transportation,Undiscounted,FixedSubsidies,0.0
2020,Freight transportation,Undiscounted,InvestmentCosts,0.0
2020,Long distance transportation,Discounted,FixedCosts,6145.189560231013
2020,Long distance transportation,Discounted,FixedSubsidies,0.0
2020,Long distance transportation,Discounted,InvestmentCosts,0.0
2020,Long distance transportation,Undiscounted,FixedCosts,9642.021176217999
2020,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2020,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2020,Passenger transportation,Discounted,FixedCosts,2610639.6471111597
2020,Passenger transportation,Discounted,FixedSubsidies,0.0
2020,Passenger transportation,Discounted,InvestmentCosts,0.0
2020,Passenger transportation,Discounted,VariableCosts,246.0735187013054
2020,Passenger transportation,Discounted,VariableSubsidies,0.0
2020,Passenger transportation,Undiscounted,FixedCosts,3586306.6413709796
2020,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2020,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2020,Passenger transportation,Undiscounted,VariableCosts,337.870048466362
2020,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2020,Public building,Discounted,FixedCosts,6495.230892257776
2020,Public building,Discounted,FixedSubsidies,0.0
2020,Public building,Discounted,InvestmentCosts,0.0
2020,Public building,Undiscounted,FixedCosts,8647.995320465365
2020,Public building,Undiscounted,FixedSubsidies,0.0
2020,Public building,Undiscounted,InvestmentCosts,0.0
2020,Public transportation,Discounted,FixedCosts,14820.74907337149
2020,Public transportation,Discounted,FixedSubsidies,0.0
2020,Public transportation,Discounted,InvestmentCosts,0.0
2020,Public transportation,Undiscounted,FixedCosts,20189.09231035272
2020,Public transportation,Undiscounted,FixedSubsidies,0.0
2020,Public transportation,Undiscounted,InvestmentCosts,0.0
2020,Residential building,Discounted,FixedCosts,51290.1135197821
2020,Residential building,Discounted,FixedSubsidies,0.0
2020,Residential building,Discounted,InvestmentCosts,44867.557437742435
2020,Residential building,Undiscounted,FixedCosts,77280.35769217598
2020,Residential building,Undiscounted,FixedSubsidies,0.0
2020,Residential building,Undiscounted,InvestmentCosts,44381.260472386144
2020,Water waste,Discounted,FixedCosts,597.3133040668737
2020,Water waste,Discounted,FixedSubsidies,0.0
2020,Water waste,Discounted,InvestmentCosts,137.43120113612
2020,Water waste,Undiscounted,FixedCosts,993.4965735149849
2020,Water waste,Undiscounted,FixedSubsidies,0.0
2020,Water waste,Undiscounted,InvestmentCosts,135.94165323393028
2021,Commercial building,Discounted,FixedCosts,1607.286434221699
2021,Commercial building,Discounted,FixedSubsidies,0.0
2021,Commercial building,Discounted,InvestmentCosts,0.0
2021,Commercial building,Undiscounted,FixedCosts,2287.3401706884624
2021,Commercial building,Undiscounted,FixedSubsidies,0.0
2021,Commercial building,Undiscounted,InvestmentCosts,0.0
2021,Freight transportation,Discounted,FixedCosts,10947.108598092756
2021,Freight transportation,Discounted,FixedSubsidies,0.0
2021,Freight transportation,Discounted,InvestmentCosts,0.0
2021,Freight transportation,Undiscounted,FixedCosts,15487.847310331694
2021,Freight transportation,Undiscounted,FixedSubsidies,0.0
2021,Freight transportation,Undiscounted,InvestmentCosts,0.0
2021,Long distance transportation,Discounted,FixedCosts,503.0054130902176
2021,Long distance transportation,Discounted,FixedSubsidies,0.0
2021,Long distance transportation,Discounted,InvestmentCosts,0.0
2021,Long distance transportation,Undiscounted,FixedCosts,813.8334927185144
2021,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2021,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2021,Passenger transportation,Discounted,FixedCosts,55623.197797886176
2021,Passenger transportation,Discounted,FixedSubsidies,0.0
2021,Passenger transportation,Discounted,InvestmentCosts,0.0
2021,Passenger transportation,Discounted,VariableCosts,2.8457289240373917
2021,Passenger transportation,Discounted,VariableSubsidies,0.0
2021,Passenger transportation,Undiscounted,FixedCosts,78713.60899559034
2021,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2021,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2021,Passenger transportation,Undiscounted,VariableCosts,3.987355128664128
2021,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2021,Public building,Discounted,FixedCosts,1059.0144027333563
2021,Public building,Discounted,FixedSubsidies,0.0
2021,Public building,Discounted,InvestmentCosts,0.0
2021,Public building,Undiscounted,FixedCosts,1597.8866326034613
2021,Public building,Undiscounted,FixedSubsidies,0.0
2021,Public building,Undiscounted,InvestmentCosts,0.0
2021,Public transportation,Discounted,FixedCosts,1953.91905637179
2021,Public transportation,Discounted,FixedSubsidies,0.0
2021,Public transportation,Discounted,InvestmentCosts,0.0
2021,Public transportation,Undiscounted,FixedCosts,2741.6134920761174
2021,Public transportation,Undiscounted,FixedSubsidies,0.0
2021,Public transportation,Undiscounted,InvestmentCosts,0.0
2021,Residential building,Discounted,FixedCosts,4453.233001830197
2021,Residential building,Discounted,FixedSubsidies,0.0
2021,Residential building,Discounted,InvestmentCosts,33678.57356243102
2021,Residential building,Undiscounted,FixedCosts,6404.618424399852
2021,Residential building,Undiscounted,FixedSubsidies,0.0
2021,Residential building,Undiscounted,InvestmentCosts,34312.95483640467
2021,Water waste,Discounted,FixedCosts,615.1813257722273
2021,Water waste,Discounted,FixedSubsidies,0.0
2021,Water waste,Discounted,InvestmentCosts,141.4171302666282
2021,Water waste,Undiscounted,FixedCosts,1053.4373036924108
2021,Water waste,Undiscounted,FixedSubsidies,0.0
2021,Water waste,Undiscounted,InvestmentCosts,144.08091230282213
2022,Commercial building,Discounted,FixedCosts,4120.801122021705
2022,Commercial building,Discounted,FixedSubsidies,0.0
2022,Commercial building,Discounted,InvestmentCosts,0.0
2022,Commercial building,Undiscounted,FixedCosts,6307.481145767263
2022,Commercial building,Undiscounted,FixedSubsidies,0.0
2022,Commercial building,Undiscounted,InvestmentCosts,0.0
2022,Freight transportation,Discounted,FixedCosts,13451.848650901236
2022,Freight transportation,Discounted,FixedSubsidies,0.0
2022,Freight transportation,Discounted,InvestmentCosts,0.0
2022,Freight transportation,Undiscounted,FixedCosts,19600.412299688247
2022,Freight transportation,Undiscounted,FixedSubsidies,0.0
2022,Freight transportation,Undiscounted,InvestmentCosts,0.0
2022,Long distance transportation,Discounted,FixedCosts,477.8963574668327
2022,Long distance transportation,Discounted,FixedSubsidies,0.0
2022,Long distance transportation,Discounted,InvestmentCosts,0.0
2022,Long distance transportation,Undiscounted,FixedCosts,796.1853773183665
2022,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2022,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2022,Passenger transportation,Discounted,FixedCosts,61950.70675017219
2022,Passenger transportation,Discounted,FixedSubsidies,0.0
2022,Passenger transportation,Discounted,InvestmentCosts,0.0
2022,Passenger transportation,Discounted,VariableCosts,3.6889763531570297
2022,Passenger transportation,Discounted,VariableSubsidies,0.0
2022,Passenger transportation,Undiscounted,FixedCosts,90284.10665164067
2022,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2022,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2022,Passenger transportation,Undiscounted,VariableCosts,5.299030164088909
2022,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2022,Public building,Discounted,FixedCosts,2064.146464977394
2022,Public building,Discounted,FixedSubsidies,0.0
2022,Public building,Discounted,InvestmentCosts,0.0
2022,Public building,Undiscounted,FixedCosts,3262.5944319749697
2022,Public building,Undiscounted,FixedSubsidies,0.0
2022,Public building,Undiscounted,InvestmentCosts,0.0
2022,Public transportation,Discounted,FixedCosts,1864.7075703646806
2022,Public transportation,Discounted,FixedSubsidies,0.0
2022,Public transportation,Discounted,InvestmentCosts,0.0
2022,Public transportation,Undiscounted,FixedCosts,2693.853103981254
2022,Public transportation,Undiscounted,FixedSubsidies,0.0
2022,Public transportation,Undiscounted,InvestmentCosts,0.0
2022,Residential building,Discounted,FixedCosts,83644.15209218278
2022,Residential building,Discounted,FixedSubsidies,0.0
2022,Residential building,Discounted,InvestmentCosts,976513.0338858695
2022,Residential building,Undiscounted,FixedCosts,121771.08369014174
2022,Residential building,Undiscounted,FixedSubsidies,0.0
2022,Residential building,Undiscounted,InvestmentCosts,1024754.1806892885
2022,Water waste,Discounted,FixedCosts,566.8390205235079
2022,Water waste,Discounted,FixedSubsidies,0.0
2022,Water waste,Discounted,InvestmentCosts,129.92741350764715
2022,Water waste,Undiscounted,FixedCosts,987.2874675523786
2022,Water waste,Undiscounted,FixedSubsidies,0.0
2022,Water waste,Undiscounted,InvestmentCosts,136.34601439807162
2023,Commercial building,Discounted,FixedCosts,82404.92251510183
2023,Commercial building,Discounted,FixedSubsidies,0.0
2023,Commercial building,Discounted,InvestmentCosts,1166577.388476344
2023,Commercial building,Undiscounted,FixedCosts,125238.75418560117
2023,Commercial building,Undiscounted,FixedSubsidies,0.0
2023,Commercial building,Undiscounted,InvestmentCosts,1260934.2270804762
2023,District Energy,Discounted,FixedCosts,7222.862388035628
2023,District Energy,Discounted,FixedSubsidies,0.0
2023,District Energy,Discounted,InvestmentCosts,37654.73915233319
2023,District Energy,Discounted,VariableCosts,1280.5536000164605
2023,District Energy,Discounted,VariableSubsidies,0.0
2023,District Energy,Undiscounted,FixedCosts,12485.82775083292
2023,District Energy,Undiscounted,FixedSubsidies,0.0
2023,District Energy,Undiscounted,InvestmentCosts,40700.38548490769
2023,District Energy,Undiscounted,VariableCosts,2132.746177922128
2023,District Energy,Undiscounted,VariableSubsidies,0.0
2023,Electricity energy,Discounted,FixedCosts,775862.5981385591
2023,Electricity energy,Discounted,FixedSubsidies,0.0
2023,Electricity energy,Discounted,InvestmentCosts,3158263.7750196108
2023,Electricity energy,Undiscounted,FixedCosts,1346320.9585386422
2023,Electricity energy,Undiscounted,FixedSubsidies,0.0
2023,Electricity energy,Undiscounted,InvestmentCosts,3413715.1391832996
2023,Freight transportation,Discounted,FixedCosts,1827.707929202304
2023,Freight transportation,Discounted,FixedSubsidies,0.0
2023,Freight transportation,Discounted,InvestmentCosts,16231.37946083432
2023,Freight transportation,Undiscounted,FixedCosts,2748.702041268665
2023,Freight transportation,Undiscounted,FixedSubsidies,0.0
2023,Freight transportation,Undiscounted,InvestmentCosts,17469.695838792402
2023,Industrial building,Discounted,InvestmentCosts,381.86035574433777
2023,Industrial building,Undiscounted,InvestmentCosts,412.74655010418576
2023,Long distance transportation,Discounted,FixedCosts,356.26958685167114
2023,Long distance transportation,Discounted,FixedSubsidies,0.0
2023,Long distance transportation,Discounted,InvestmentCosts,1211.0107884978554
2023,Long distance transportation,Undiscounted,FixedCosts,611.1692945498804
2023,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2023,Long distance transportation,Undiscounted,InvestmentCosts,1308.9615551138581
2023,Passenger transportation,Discounted,FixedCosts,13524.553407242916
2023,Passenger transportation,Discounted,FixedSubsidies,0.0
2023,Passenger transportation,Discounted,InvestmentCosts,55408.19510657591
2023,Passenger transportation,Discounted,VariableCosts,0.31503726600490334
2023,Passenger transportation,Discounted,VariableSubsidies,0.0
2023,Passenger transportation,Undiscounted,FixedCosts,20291.13916571586
2023,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2023,Passenger transportation,Undiscounted,InvestmentCosts,59310.42086783213
2023,Passenger transportation,Undiscounted,VariableCosts,0.46681944823262894
2023,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2023,Public building,Discounted,FixedCosts,14757.719738850692
2023,Public building,Discounted,FixedSubsidies,0.0
2023,Public building,Discounted,InvestmentCosts,194693.16069568883
2023,Public building,Undiscounted,FixedCosts,23306.95544261796
2023,Public building,Undiscounted,FixedSubsidies,0.0
2023,Public building,Undiscounted,InvestmentCosts,210440.62102070416
2023,Public transportation,Discounted,FixedCosts,5097.529267054801
2023,Public transportation,Discounted,FixedSubsidies,0.0
2023,Public transportation,Discounted,InvestmentCosts,33442.25862304632
2023,Public transportation,Undiscounted,FixedCosts,7651.777264908654
2023,Public transportation,Undiscounted,FixedSubsidies,0.0
2023,Public transportation,Undiscounted,InvestmentCosts,35862.700676652436
2023,Residential building,Discounted,FixedCosts,55789.16201555098
2023,Residential building,Discounted,FixedSubsidies,0.0
2023,Residential building,Discounted,InvestmentCosts,5691028.683758119
2023,Residential building,Undiscounted,FixedCosts,91766.98885647336
2023,Residential building,Undiscounted,FixedSubsidies,0.0
2023,Residential building,Undiscounted,InvestmentCosts,6151338.887186794
2023,Solid waste,Discounted,FixedCosts,3687.293004163787
2023,Solid waste,Discounted,FixedSubsidies,0.0
2023,Solid waste,Discounted,InvestmentCosts,2707.9243781977607
2023,Solid waste,Undiscounted,FixedCosts,6535.9691809043
2023,Solid waste,Undiscounted,FixedSubsidies,0.0
2023,Solid waste,Undiscounted,InvestmentCosts,2926.950724867754
2023,Charging Station Energy,Discounted,FixedCosts,364.15563592626233
2023,Charging Station Energy,Discounted,FixedSubsidies,0.0
2023,Charging Station Energy,Discounted,InvestmentCosts,503.426023040724
2023,Charging Station Energy,Undiscounted,FixedCosts,540.398844682041
2023,Charging Station Energy,Undiscounted,FixedSubsidies,0.0
2023,Charging Station Energy,Undiscounted,InvestmentCosts,544.1448715923955
2023,Water waste,Discounted,FixedCosts,516.9938224624138
2023,Water waste,Discounted,FixedSubsidies,0.0
2023,Water waste,Discounted,InvestmentCosts,118.122034830248
2023,Water waste,Undiscounted,FixedCosts,915.8582320997881
2023,Water waste,Undiscounted,FixedSubsidies,0.0
2023,Water waste,Undiscounted,InvestmentCosts,127.67615604515198
2024,Commercial building,Discounted,FixedCosts,13208.907859752338
2024,Commercial building,Discounted,FixedSubsidies,0.0
2024,Commercial building,Discounted,InvestmentCosts,207028.34209320403
2024,Commercial building,Undiscounted,FixedCosts,20905.069113530135
2024,Commercial building,Undiscounted,FixedSubsidies,0.0
2024,Commercial building,Undiscounted,InvestmentCosts,230486.72025767638
2024,District Energy,Discounted,FixedCosts,1375.4472211162126
2024,District Energy,Discounted,FixedSubsidies,0.0
2024,District Energy,Discounted,InvestmentCosts,7152.324614684577
2024,District Energy,Discounted,VariableCosts,273.11463428315733
2024,District Energy,Discounted,VariableSubsidies,0.0
2024,District Energy,Undiscounted,FixedCosts,2431.860155291398
2024,District Energy,Undiscounted,FixedSubsidies,0.0
2024,District Energy,Undiscounted,InvestmentCosts,7962.754403523819
2024,District Energy,Undiscounted,VariableCosts,465.1040382809031
2024,District Energy,Undiscounted,VariableSubsidies,0.0
2024,Electricity energy,Discounted,FixedCosts,145504.23865794062
2024,Electricity energy,Discounted,FixedSubsidies,0.0
2024,Electricity energy,Discounted,InvestmentCosts,565697.2124415794
2024,Electricity energy,Undiscounted,FixedCosts,257592.32962359482
2024,Electricity energy,Undiscounted,FixedSubsidies,0.0
2024,Electricity energy,Undiscounted,InvestmentCosts,629796.3546260251
2024,Freight transportation,Discounted,FixedCosts,7216.229614070571
2024,Freight transportation,Discounted,FixedSubsidies,0.0
2024,Freight transportation,Discounted,InvestmentCosts,58308.19465891624
2024,Freight transportation,Undiscounted,FixedCosts,11159.082610988316
2024,Freight transportation,Undiscounted,FixedSubsidies,0.0
2024,Freight transportation,Undiscounted,InvestmentCosts,64847.4207503977
2024,Industrial building,Discounted,InvestmentCosts,36.00916117269555
2024,Industrial building,Undiscounted,InvestmentCosts,40.0893586550008
2024,Long distance transportation,Discounted,FixedCosts,98.50056140065219
2024,Long distance transportation,Discounted,FixedSubsidies,0.0
2024,Long distance transportation,Discounted,InvestmentCosts,385.1058819372339
2024,Long distance transportation,Undiscounted,FixedCosts,174.18142392886003
2024,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2024,Long distance transportation,Undiscounted,InvestmentCosts,428.7422233217344
2024,Passenger transportation,Discounted,FixedCosts,61730.79869576089
2024,Passenger transportation,Discounted,FixedSubsidies,0.0
2024,Passenger transportation,Discounted,InvestmentCosts,85665.06994015245
2024,Passenger transportation,Discounted,VariableCosts,25.779019328794625
2024,Passenger transportation,Discounted,VariableSubsidies,0.0
2024,Passenger transportation,Undiscounted,FixedCosts,95388.62006587003
2024,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2024,Passenger transportation,Undiscounted,InvestmentCosts,94870.00707616136
2024,Passenger transportation,Undiscounted,VariableCosts,39.48878629143851
2024,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2024,Public building,Discounted,FixedCosts,3422.204517468403
2024,Public building,Discounted,FixedSubsidies,0.0
2024,Public building,Discounted,InvestmentCosts,35873.423214231865
2024,Public building,Undiscounted,FixedCosts,5557.240981182919
2024,Public building,Undiscounted,FixedSubsidies,0.0
2024,Public building,Undiscounted,InvestmentCosts,39938.240230612886
2024,Public transportation,Discounted,FixedCosts,2482.30599858906
2024,Public transportation,Discounted,FixedSubsidies,0.0
2024,Public transportation,Discounted,InvestmentCosts,21636.015267587387
2024,Public transportation,Undiscounted,FixedCosts,3821.6218323439202
2024,Public transportation,Undiscounted,FixedSubsidies,0.0
2024,Public transportation,Undiscounted,InvestmentCosts,23833.270765951595
2024,Residential building,Discounted,FixedCosts,10123.765103246253
2024,Residential building,Discounted,FixedSubsidies,0.0
2024,Residential building,Discounted,InvestmentCosts,746347.6022562236
2024,Residential building,Undiscounted,FixedCosts,16722.20994234693
2024,Residential building,Undiscounted,FixedSubsidies,0.0
2024,Residential building,Undiscounted,InvestmentCosts,830916.2372501296
2024,Solid waste,Discounted,FixedCosts,9445.62430618733
2024,Solid waste,Discounted,FixedSubsidies,0.0
2024,Solid waste,Discounted,InvestmentCosts,7254.457979427391
2024,Solid waste,Undiscounted,FixedCosts,17090.49123728872
2024,Solid waste,Undiscounted,FixedSubsidies,0.0
2024,Solid waste,Undiscounted,InvestmentCosts,8076.46049820845
2024,Charging Station Energy,Discounted,FixedCosts,333.34246815855687
2024,Charging Station Energy,Discounted,FixedSubsidies,0.0
2024,Charging Station Energy,Discounted,InvestmentCosts,478.9849130864413
2024,Charging Station Energy,Undiscounted,FixedCosts,509.45443606246994
2024,Charging Station Energy,Undiscounted,FixedSubsidies,0.0
2024,Charging Station Energy,Undiscounted,InvestmentCosts,533.2586860039681
2024,Water waste,Discounted,FixedCosts,461.764902940743
2024,Water waste,Discounted,FixedSubsidies,0.0
2024,Water waste,Discounted,InvestmentCosts,105.01809888035172
2024,Water waste,Undiscounted,FixedCosts,831.9924852382406
2024,Water waste,Undiscounted,FixedSubsidies,0.0
2024,Water waste,Undiscounted,InvestmentCosts,116.91769800161664
2025,Commercial building,Discounted,FixedCosts,38074.35394434588
2025,Commercial building,Discounted,FixedSubsidies,0.0
2025,Commercial building,Discounted,InvestmentCosts,599395.0036123373
2025,Commercial building,Undiscounted,FixedCosts,62715.422316088065
2025,Commercial building,Undiscounted,FixedSubsidies,0.0
2025,Commercial building,Undiscounted,InvestmentCosts,687331.8152401891
2025,District Energy,Discounted,FixedCosts,1574.3780457301702
2025,District Energy,Discounted,FixedSubsidies,0.0
2025,District Energy,Discounted,InvestmentCosts,8198.962833455187
2025,District Energy,Discounted,VariableCosts,321.6946731998779
2025,District Energy,Discounted,VariableSubsidies,0.0
2025,District Energy,Undiscounted,FixedCosts,2846.9859831359836
2025,District Energy,Undiscounted,FixedSubsidies,0.0
2025,District Energy,Undiscounted,InvestmentCosts,9401.826797759464
2025,District Energy,Undiscounted,VariableCosts,562.624058026871
2025,District Energy,Undiscounted,VariableSubsidies,0.0
2025,Electricity energy,Discounted,FixedCosts,163731.6037881967
2025,Electricity energy,Discounted,FixedSubsidies,0.0
2025,Electricity energy,Discounted,InvestmentCosts,604955.8967764493
2025,Electricity energy,Undiscounted,FixedCosts,295604.1940850298
2025,Electricity energy,Undiscounted,FixedSubsidies,0.0
2025,Electricity energy,Undiscounted,InvestmentCosts,693708.5430570904
2025,Freight transportation,Discounted,FixedCosts,502365.5291814086
2025,Freight transportation,Discounted,FixedSubsidies,0.0
2025,Freight transportation,Discounted,InvestmentCosts,4315023.956134141
2025,Freight transportation,Undiscounted,FixedCosts,798629.0195724024
2025,Freight transportation,Undiscounted,FixedSubsidies,0.0
2025,Freight transportation,Undiscounted,InvestmentCosts,4948016.924776694
2025,Industrial building,Discounted,InvestmentCosts,37.419945622797194
2025,Industrial building,Undiscounted,InvestmentCosts,42.909799040869096
2025,Long distance transportation,Discounted,FixedCosts,21757.81425278772
2025,Long distance transportation,Discounted,FixedSubsidies,0.0
